dispersion,residents borda_mean,residents borda_stdev,hospitals borda_mean,hospitals borda_stdev
0.0,9.5,0.0,362.937675,1.9299842253487953
0.2,9.62062,0.04371169207486819,361.33428,2.1292574541873557
0.4,9.94438,0.08297490747533907,358.34051,2.457295809480533
0.6,10.96495,0.16628371250995144,352.50212,3.572401448580442
0.8,14.515265,0.3371485660449594,334.76827000000003,6.252604113367244
1.0,18.59173,0.11799683727632031,250.70585,12.582868307830468
