Window length,initmen_mean,initmen_stdev,topmen_mean,topmen_stdev,bottommen_mean,bottommen_stdev,initwomen_mean,initwomen_stdev,topwomen_mean,topwomen_stdev,bottomwomen_mean,bottomwomen_stdev
2,348.9066666666667,8.587759875939762,320.75333333333333,10.955024998005944,343.24666666666667,9.05014862621601,300,0.0,504.6533333333333,26.660930031726192,341.62,3.8121494227635555
3,348.9066666666667,8.629080430890307,319.14666666666665,10.324523920425833,341.2866666666667,9.113259509167495,300,0.0,520.2133333333334,21.49187037393494,360.56666666666666,4.320105434126426
4,348.0733333333333,8.401099853424167,317.48,11.056729858678164,339.96,8.296421157755049,300,0.0,524.88,20.208616675058764,379.0133333333333,5.977571802433146
5,348.25333333333333,8.946662732506296,317.70666666666665,10.206292746786643,337.6066666666667,9.214007913739378,300,0.0,525.16,16.73202932608975,397.5466666666667,5.603913621275791
6,347.88,8.55453880862013,318.88,10.807603587382978,335.74666666666667,10.513772793080467,300,0.0,519.9933333333333,15.700423910263337,413.1666666666667,7.431491731222637
7,348.87333333333333,8.596313137186936,321.0133333333333,11.070237422907992,334.42,10.155350360258247,300,0.0,514.0266666666666,15.800325655749646,429.29333333333335,7.503508500763432
8,348.5466666666667,8.801759026960468,320.7866666666667,11.865910037965179,331.93333333333334,10.364282151650237,300,0.0,508.1533333333333,13.767843415155859,443.20666666666665,8.777103118335123
9,348.46,9.667374038764049,322.24666666666667,10.298847701665604,328.9,9.622924251023678,300,0.0,502.18,13.031232487152863,457.9066666666667,8.558795206774075
10,348.9533333333333,9.091877536376375,321,10.829365991840653,326.93333333333334,9.928378867424582,300,0.0,492.18666666666667,12.174561809661599,469.68666666666667,10.031585464677208
11,348.1666666666667,8.132639241296934,325.3466666666667,11.073268293214625,324.43333333333334,10.566768642899905,300,0.0,481.64,10.9582980111883,481.2133333333333,10.707575356838325
