dispersion,residents_mean,residents_stdev,hospitals_mean,hospitals_stdev
0.0,0.3489,1.4576608071672357,199.5,41.050908358732784
0.2,0.31575,1.3387462603411742,199.4944,41.854705111611764
0.4,0.3375,1.4179895220749115,199.4698,42.2180027087108
0.6,0.3467,1.4594538739818104,199.43455,41.54568193549102
0.8,0.3258,1.3461221943969695,199.19075,39.14942227162109
1.0,0.44995,0.8142654044643217,143.54295,35.42322137256732
