phi_men,phi_women
"(0.0, 0.0)",165
"(0.1, 0.0)",164.144
"(0.2, 0.0)",163.259
"(0.3, 0.0)",162.183
"(0.4, 0.0)",160.918
"(0.5, 0.0)",159.772
"(0.6, 0.0)",158.547
"(0.7, 0.0)",157.349
"(0.8, 0.0)",156.484
"(0.9, 0.0)",155.954
"(1.0, 0.0)",155.767
"(0.0, 0.1)",160.478
"(0.1, 0.1)",159.679
"(0.2, 0.1)",158.657
"(0.3, 0.1)",157.414
"(0.4, 0.1)",156.4
"(0.5, 0.1)",155.013
"(0.6, 0.1)",153.351
"(0.7, 0.1)",152.128
"(0.8, 0.1)",150.49
"(0.9, 0.1)",149.532
"(1.0, 0.1)",149.573
"(0.0, 0.2)",156.561
"(0.1, 0.2)",155.849
"(0.2, 0.2)",154.863
"(0.3, 0.2)",153.878
"(0.4, 0.2)",152.391
"(0.5, 0.2)",150.704
"(0.6, 0.2)",148.932
"(0.7, 0.2)",147.052
"(0.8, 0.2)",145.298
"(0.9, 0.2)",144.796
"(1.0, 0.2)",144.214
"(0.0, 0.3)",152.695
"(0.1, 0.3)",152.173
"(0.2, 0.3)",150.9
"(0.3, 0.3)",150.161
"(0.4, 0.3)",148.368
"(0.5, 0.3)",146.88
"(0.6, 0.3)",144.732
"(0.7, 0.3)",142.802
"(0.8, 0.3)",140.127
"(0.9, 0.3)",138.536
"(1.0, 0.3)",138.21
"(0.0, 0.4)",148.338
"(0.1, 0.4)",147.897
"(0.2, 0.4)",147.054
"(0.3, 0.4)",145.648
"(0.4, 0.4)",143.995
"(0.5, 0.4)",142.257
"(0.6, 0.4)",139.992
"(0.7, 0.4)",136.768
"(0.8, 0.4)",134.354
"(0.9, 0.4)",132.473
"(1.0, 0.4)",131.656
"(0.0, 0.5)",143.286
"(0.1, 0.5)",142.466
"(0.2, 0.5)",141.913
"(0.3, 0.5)",140.591
"(0.4, 0.5)",138.964
"(0.5, 0.5)",136.602
"(0.6, 0.5)",133.655
"(0.7, 0.5)",130.327
"(0.8, 0.5)",126.694
"(0.9, 0.5)",124.58
"(1.0, 0.5)",123.043
"(0.0, 0.6)",137.215
"(0.1, 0.6)",136.899
"(0.2, 0.6)",136.17
"(0.3, 0.6)",134.574
"(0.4, 0.6)",133.502
"(0.5, 0.6)",130.364
"(0.6, 0.6)",126.666
"(0.7, 0.6)",122.922
"(0.8, 0.6)",118.454
"(0.9, 0.6)",114.895
"(1.0, 0.6)",113.098
"(0.0, 0.7)",131.125
"(0.1, 0.7)",130.724
"(0.2, 0.7)",129.953
"(0.3, 0.7)",128.497
"(0.4, 0.7)",126.465
"(0.5, 0.7)",123.98
"(0.6, 0.7)",119.444
"(0.7, 0.7)",114.283
"(0.8, 0.7)",108.643
"(0.9, 0.7)",103.867
"(1.0, 0.7)",102.229
"(0.0, 0.8)",125.89
"(0.1, 0.8)",125.404
"(0.2, 0.8)",124.959
"(0.3, 0.8)",123.717
"(0.4, 0.8)",121.806
"(0.5, 0.8)",119.018
"(0.6, 0.8)",114.349
"(0.7, 0.8)",107.984
"(0.8, 0.8)",100.832
"(0.9, 0.8)",95.173
"(1.0, 0.8)",92.47
"(0.0, 0.9)",122.72
"(0.1, 0.9)",122.485
"(0.2, 0.9)",121.593
"(0.3, 0.9)",120.839
"(0.4, 0.9)",118.822
"(0.5, 0.9)",115.907
"(0.6, 0.9)",111.617
"(0.7, 0.9)",104.438
"(0.8, 0.9)",96.351
"(0.9, 0.9)",89.586
"(1.0, 0.9)",87.509
"(0.0, 1.0)",121.895
"(0.1, 1.0)",121.608
"(0.2, 1.0)",120.896
"(0.3, 1.0)",119.995
"(0.4, 1.0)",118.511
"(0.5, 1.0)",115.657
"(0.6, 1.0)",111.28
"(0.7, 1.0)",104.798
"(0.8, 1.0)",96.939
"(0.9, 1.0)",88.572
"(1.0, 1.0)",85.619
