phi_men,phi_women
"(0.0, 0.0)",20
"(0.1, 0.0)",20
"(0.2, 0.0)",20
"(0.3, 0.0)",20
"(0.4, 0.0)",20
"(0.5, 0.0)",20
"(0.6, 0.0)",20
"(0.7, 0.0)",20
"(0.8, 0.0)",20
"(0.9, 0.0)",20
"(1.0, 0.0)",20
"(0.0, 0.1)",18.454
"(0.1, 0.1)",18.416
"(0.2, 0.1)",18.376
"(0.3, 0.1)",18.368
"(0.4, 0.1)",18.458
"(0.5, 0.1)",18.47
"(0.6, 0.1)",18.388
"(0.7, 0.1)",18.458
"(0.8, 0.1)",18.382
"(0.9, 0.1)",18.398
"(1.0, 0.1)",18.426
"(0.0, 0.2)",17.24
"(0.1, 0.2)",17.244
"(0.2, 0.2)",17.284
"(0.3, 0.2)",17.252
"(0.4, 0.2)",17.32
"(0.5, 0.2)",17.278
"(0.6, 0.2)",17.288
"(0.7, 0.2)",17.268
"(0.8, 0.2)",17.196
"(0.9, 0.2)",17.27
"(1.0, 0.2)",17.308
"(0.0, 0.3)",16.11
"(0.1, 0.3)",16.092
"(0.2, 0.3)",16.064
"(0.3, 0.3)",16.112
"(0.4, 0.3)",16.076
"(0.5, 0.3)",16.144
"(0.6, 0.3)",16.08
"(0.7, 0.3)",16.092
"(0.8, 0.3)",15.956
"(0.9, 0.3)",16.11
"(1.0, 0.3)",16.02
"(0.0, 0.4)",14.736
"(0.1, 0.4)",14.646
"(0.2, 0.4)",14.758
"(0.3, 0.4)",14.618
"(0.4, 0.4)",14.66
"(0.5, 0.4)",14.596
"(0.6, 0.4)",14.676
"(0.7, 0.4)",14.56
"(0.8, 0.4)",14.622
"(0.9, 0.4)",14.606
"(1.0, 0.4)",14.526
"(0.0, 0.5)",12.878
"(0.1, 0.5)",12.812
"(0.2, 0.5)",12.91
"(0.3, 0.5)",12.914
"(0.4, 0.5)",12.866
"(0.5, 0.5)",12.882
"(0.6, 0.5)",12.788
"(0.7, 0.5)",12.85
"(0.8, 0.5)",12.798
"(0.9, 0.5)",12.728
"(1.0, 0.5)",12.612
"(0.0, 0.6)",10.586
"(0.1, 0.6)",10.638
"(0.2, 0.6)",10.622
"(0.3, 0.6)",10.576
"(0.4, 0.6)",10.69
"(0.5, 0.6)",10.598
"(0.6, 0.6)",10.58
"(0.7, 0.6)",10.536
"(0.8, 0.6)",10.46
"(0.9, 0.6)",10.368
"(1.0, 0.6)",10.21
"(0.0, 0.7)",7.952
"(0.1, 0.7)",8.098
"(0.2, 0.7)",8.016
"(0.3, 0.7)",7.89
"(0.4, 0.7)",7.806
"(0.5, 0.7)",7.9
"(0.6, 0.7)",7.768
"(0.7, 0.7)",7.668
"(0.8, 0.7)",7.646
"(0.9, 0.7)",7.58
"(1.0, 0.7)",7.588
"(0.0, 0.8)",5.24
"(0.1, 0.8)",5.254
"(0.2, 0.8)",5.4
"(0.3, 0.8)",5.304
"(0.4, 0.8)",5.342
"(0.5, 0.8)",5.304
"(0.6, 0.8)",5.192
"(0.7, 0.8)",5.05
"(0.8, 0.8)",4.958
"(0.9, 0.8)",4.766
"(1.0, 0.8)",4.712
"(0.0, 0.9)",3.338
"(0.1, 0.9)",3.452
"(0.2, 0.9)",3.372
"(0.3, 0.9)",3.404
"(0.4, 0.9)",3.218
"(0.5, 0.9)",3.262
"(0.6, 0.9)",3.212
"(0.7, 0.9)",3.052
"(0.8, 0.9)",2.842
"(0.9, 0.9)",2.794
"(1.0, 0.9)",2.636
"(0.0, 1.0)",2.698
"(0.1, 1.0)",2.704
"(0.2, 1.0)",2.668
"(0.3, 1.0)",2.636
"(0.4, 1.0)",2.622
"(0.5, 1.0)",2.664
"(0.6, 1.0)",2.45
"(0.7, 1.0)",2.378
"(0.8, 1.0)",2.122
"(0.9, 1.0)",2.006
"(1.0, 1.0)",1.974
