dispersion,suitors_mean,suitors_stdev,reviewers_mean,reviewers_stdev
0.0,-0.4193333333333334,0.4284988009841915,0,0.0
0.25,-0.3706666666666667,0.43038874164861207,-0.05906666666666666,0.27216283257839674
0.5,-0.22520000000000004,0.49364302687983475,-0.1685333333333334,0.4923879077550614
0.75,-0.12000000000000005,0.49747525559219496,-0.20039999999999997,0.6837294223280326
1.0,-0.10506666666666668,0.506120297469902,-0.1596,0.76626362151226
