dispersion,suitors_mean,suitors_stdev,reviewers_mean,reviewers_stdev
0.0,0,0.0,0,0.0
0.25,0,0.0,-0.1805333333333333,0.24236950982315647
0.5,0,0.0,-0.2670666666666667,0.4212881392603544
0.75,0,0.0,-0.2606666666666667,0.5389892980117387
1.0,0,0.0,-0.2793333333333333,0.5527925502860436
