phi_sui,phi_rev
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.002
"(0.1, 0.1)",0.009
"(0.1, 0.2)",0.01
"(0.1, 0.3)",0.003
"(0.1, 0.4)",-0.003
"(0.1, 0.5)",0.003
"(0.1, 0.6)",-0.003
"(0.1, 0.7)",-0.001
"(0.1, 0.8)",-0.011
"(0.1, 0.9)",-0.01
"(0.1, 1.0)",-0.004
"(0.2, 0.0)",0
"(0.2, 0.1)",0
"(0.2, 0.2)",-0.003
"(0.2, 0.3)",0.009
"(0.2, 0.4)",-0.006
"(0.2, 0.5)",-0.011
"(0.2, 0.6)",0.004
"(0.2, 0.7)",-0.006
"(0.2, 0.8)",0.006
"(0.2, 0.9)",-0.004
"(0.2, 1.0)",-0.003
"(0.3, 0.0)",-0.006
"(0.3, 0.1)",-0.007
"(0.3, 0.2)",-0.008
"(0.3, 0.3)",0.005
"(0.3, 0.4)",-0.007
"(0.3, 0.5)",0.005
"(0.3, 0.6)",0.003
"(0.3, 0.7)",0.004
"(0.3, 0.8)",-0.007
"(0.3, 0.9)",-0.017
"(0.3, 1.0)",-0.007
"(0.4, 0.0)",-0.002
"(0.4, 0.1)",0.003
"(0.4, 0.2)",-0.003
"(0.4, 0.3)",-0.005
"(0.4, 0.4)",0.005
"(0.4, 0.5)",-0.001
"(0.4, 0.6)",-0.006
"(0.4, 0.7)",-0.013
"(0.4, 0.8)",-0.008
"(0.4, 0.9)",-0.015
"(0.4, 1.0)",0.004
"(0.5, 0.0)",-0.002
"(0.5, 0.1)",-0.04
"(0.5, 0.2)",-0.006
"(0.5, 0.3)",-0.007
"(0.5, 0.4)",-0.008
"(0.5, 0.5)",-0.012
"(0.5, 0.6)",-0.023
"(0.5, 0.7)",-0.002
"(0.5, 0.8)",0.001
"(0.5, 0.9)",-0.026
"(0.5, 1.0)",-0.014
"(0.6, 0.0)",-0.009
"(0.6, 0.1)",-0.058
"(0.6, 0.2)",-0.024
"(0.6, 0.3)",-0.02
"(0.6, 0.4)",-0.031
"(0.6, 0.5)",-0.023
"(0.6, 0.6)",-0.008
"(0.6, 0.7)",-0.014
"(0.6, 0.8)",-0.018
"(0.6, 0.9)",-0.016
"(0.6, 1.0)",-0.011
"(0.7, 0.0)",-0.028
"(0.7, 0.1)",-0.046
"(0.7, 0.2)",-0.051
"(0.7, 0.3)",0.011
"(0.7, 0.4)",-0.014
"(0.7, 0.5)",-0.02
"(0.7, 0.6)",-0.002
"(0.7, 0.7)",-0.018
"(0.7, 0.8)",-0.015
"(0.7, 0.9)",-0.02
"(0.7, 1.0)",-0.017
"(0.8, 0.0)",-0.04
"(0.8, 0.1)",0.008
"(0.8, 0.2)",0.017
"(0.8, 0.3)",-0.018
"(0.8, 0.4)",-0.006
"(0.8, 0.5)",-0.045
"(0.8, 0.6)",-0.021
"(0.8, 0.7)",-0.036
"(0.8, 0.8)",-0.012
"(0.8, 0.9)",-0.007
"(0.8, 1.0)",-0.006
"(0.9, 0.0)",-0.042
"(0.9, 0.1)",0.005
"(0.9, 0.2)",0.034
"(0.9, 0.3)",-0.005
"(0.9, 0.4)",-0.018
"(0.9, 0.5)",0.005
"(0.9, 0.6)",-0.018
"(0.9, 0.7)",-0.01
"(0.9, 0.8)",-0.027
"(0.9, 0.9)",0.012
"(0.9, 1.0)",0.006
"(1.0, 0.0)",0
"(1.0, 0.1)",0.018
"(1.0, 0.2)",-0.039
"(1.0, 0.3)",-0.006
"(1.0, 0.4)",0.005
"(1.0, 0.5)",0.014
"(1.0, 0.6)",-0.01
"(1.0, 0.7)",0.011
"(1.0, 0.8)",-0.045
"(1.0, 0.9)",0.003
"(1.0, 1.0)",-0.028
