phi_men,phi_women
"(0.0, 0.0)",7
"(0.1, 0.0)",7.199
"(0.2, 0.0)",7.437
"(0.3, 0.0)",7.7608
"(0.4, 0.0)",8.1616
"(0.5, 0.0)",8.7324
"(0.6, 0.0)",9.443466666666666
"(0.7, 0.0)",10.3566
"(0.8, 0.0)",11.351866666666666
"(0.9, 0.0)",12.1354
"(1.0, 0.0)",12.449866666666667
"(0.0, 0.1)",7
"(0.1, 0.1)",7.1926
"(0.2, 0.1)",7.427866666666667
"(0.3, 0.1)",7.744533333333333
"(0.4, 0.1)",8.159733333333334
"(0.5, 0.1)",8.723
"(0.6, 0.1)",9.462066666666667
"(0.7, 0.1)",10.372333333333334
"(0.8, 0.1)",11.3416
"(0.9, 0.1)",12.143466666666667
"(1.0, 0.1)",12.489466666666667
"(0.0, 0.2)",7
"(0.1, 0.2)",7.175133333333333
"(0.2, 0.2)",7.412333333333334
"(0.3, 0.2)",7.711
"(0.4, 0.2)",8.12
"(0.5, 0.2)",8.687266666666666
"(0.6, 0.2)",9.4386
"(0.7, 0.2)",10.320666666666666
"(0.8, 0.2)",11.340066666666667
"(0.9, 0.2)",12.163
"(1.0, 0.2)",12.433266666666666
"(0.0, 0.3)",7
"(0.1, 0.3)",7.169133333333334
"(0.2, 0.3)",7.393666666666666
"(0.3, 0.3)",7.690466666666667
"(0.4, 0.3)",8.094066666666667
"(0.5, 0.3)",8.670133333333334
"(0.6, 0.3)",9.422466666666667
"(0.7, 0.3)",10.296533333333333
"(0.8, 0.3)",11.316066666666666
"(0.9, 0.3)",12.118466666666666
"(1.0, 0.3)",12.454266666666667
"(0.0, 0.4)",7
"(0.1, 0.4)",7.156333333333333
"(0.2, 0.4)",7.349466666666666
"(0.3, 0.4)",7.6468
"(0.4, 0.4)",8.034866666666666
"(0.5, 0.4)",8.590733333333333
"(0.6, 0.4)",9.324133333333334
"(0.7, 0.4)",10.2756
"(0.8, 0.4)",11.290333333333333
"(0.9, 0.4)",12.1362
"(1.0, 0.4)",12.429066666666667
"(0.0, 0.5)",7
"(0.1, 0.5)",7.128133333333333
"(0.2, 0.5)",7.3114
"(0.3, 0.5)",7.588933333333333
"(0.4, 0.5)",7.9497333333333335
"(0.5, 0.5)",8.4926
"(0.6, 0.5)",9.233266666666667
"(0.7, 0.5)",10.1964
"(0.8, 0.5)",11.246666666666666
"(0.9, 0.5)",12.1002
"(1.0, 0.5)",12.420866666666667
"(0.0, 0.6)",7
"(0.1, 0.6)",7.105933333333334
"(0.2, 0.6)",7.269733333333333
"(0.3, 0.6)",7.505066666666667
"(0.4, 0.6)",7.861066666666667
"(0.5, 0.6)",8.365533333333333
"(0.6, 0.6)",9.11
"(0.7, 0.6)",10.123266666666666
"(0.8, 0.6)",11.177866666666667
"(0.9, 0.6)",12.0528
"(1.0, 0.6)",12.3586
"(0.0, 0.7)",7
"(0.1, 0.7)",7.093
"(0.2, 0.7)",7.226866666666667
"(0.3, 0.7)",7.447133333333333
"(0.4, 0.7)",7.7448
"(0.5, 0.7)",8.2314
"(0.6, 0.7)",8.972866666666667
"(0.7, 0.7)",9.909066666666666
"(0.8, 0.7)",10.9996
"(0.9, 0.7)",11.969666666666667
"(1.0, 0.7)",12.366333333333333
"(0.0, 0.8)",7
"(0.1, 0.8)",7.0706
"(0.2, 0.8)",7.191333333333334
"(0.3, 0.8)",7.361
"(0.4, 0.8)",7.624666666666666
"(0.5, 0.8)",8.083066666666667
"(0.6, 0.8)",8.7372
"(0.7, 0.8)",9.705066666666667
"(0.8, 0.8)",10.853333333333333
"(0.9, 0.8)",11.8428
"(1.0, 0.8)",12.282133333333332
"(0.0, 0.9)",7
"(0.1, 0.9)",7.067
"(0.2, 0.9)",7.1518
"(0.3, 0.9)",7.305066666666667
"(0.4, 0.9)",7.5236
"(0.5, 0.9)",7.920466666666667
"(0.6, 0.9)",8.510733333333333
"(0.7, 0.9)",9.467666666666666
"(0.8, 0.9)",10.691333333333333
"(0.9, 0.9)",11.762533333333334
"(1.0, 0.9)",12.2312
"(0.0, 1.0)",7
"(0.1, 1.0)",7.0544
"(0.2, 1.0)",7.1462666666666665
"(0.3, 1.0)",7.275133333333334
"(0.4, 1.0)",7.4594
"(0.5, 1.0)",7.826
"(0.6, 1.0)",8.4516
"(0.7, 1.0)",9.4164
"(0.8, 1.0)",10.626066666666667
"(0.9, 1.0)",11.702866666666667
"(1.0, 1.0)",12.190533333333333
