phi_men,phi_women
"(0.0, 0.0)",120
"(0.1, 0.0)",117.015
"(0.2, 0.0)",113.445
"(0.3, 0.0)",108.588
"(0.4, 0.0)",102.576
"(0.5, 0.0)",94.014
"(0.6, 0.0)",83.348
"(0.7, 0.0)",69.651
"(0.8, 0.0)",54.722
"(0.9, 0.0)",42.969
"(1.0, 0.0)",38.252
"(0.0, 0.1)",120
"(0.1, 0.1)",117.111
"(0.2, 0.1)",113.582
"(0.3, 0.1)",108.832
"(0.4, 0.1)",102.604
"(0.5, 0.1)",94.155
"(0.6, 0.1)",83.069
"(0.7, 0.1)",69.415
"(0.8, 0.1)",54.876
"(0.9, 0.1)",42.848
"(1.0, 0.1)",37.658
"(0.0, 0.2)",120
"(0.1, 0.2)",117.373
"(0.2, 0.2)",113.815
"(0.3, 0.2)",109.335
"(0.4, 0.2)",103.2
"(0.5, 0.2)",94.691
"(0.6, 0.2)",83.421
"(0.7, 0.2)",70.19
"(0.8, 0.2)",54.899
"(0.9, 0.2)",42.555
"(1.0, 0.2)",38.501
"(0.0, 0.3)",120
"(0.1, 0.3)",117.463
"(0.2, 0.3)",114.095
"(0.3, 0.3)",109.643
"(0.4, 0.3)",103.589
"(0.5, 0.3)",94.948
"(0.6, 0.3)",83.663
"(0.7, 0.3)",70.552
"(0.8, 0.3)",55.259
"(0.9, 0.3)",43.223
"(1.0, 0.3)",38.186
"(0.0, 0.4)",120
"(0.1, 0.4)",117.655
"(0.2, 0.4)",114.758
"(0.3, 0.4)",110.298
"(0.4, 0.4)",104.477
"(0.5, 0.4)",96.139
"(0.6, 0.4)",85.138
"(0.7, 0.4)",70.866
"(0.8, 0.4)",55.645
"(0.9, 0.4)",42.957
"(1.0, 0.4)",38.564
"(0.0, 0.5)",120
"(0.1, 0.5)",118.078
"(0.2, 0.5)",115.329
"(0.3, 0.5)",111.166
"(0.4, 0.5)",105.754
"(0.5, 0.5)",97.611
"(0.6, 0.5)",86.501
"(0.7, 0.5)",72.054
"(0.8, 0.5)",56.3
"(0.9, 0.5)",43.497
"(1.0, 0.5)",38.687
"(0.0, 0.6)",120
"(0.1, 0.6)",118.411
"(0.2, 0.6)",115.954
"(0.3, 0.6)",112.424
"(0.4, 0.6)",107.084
"(0.5, 0.6)",99.517
"(0.6, 0.6)",88.35
"(0.7, 0.6)",73.151
"(0.8, 0.6)",57.332
"(0.9, 0.6)",44.208
"(1.0, 0.6)",39.621
"(0.0, 0.7)",120
"(0.1, 0.7)",118.605
"(0.2, 0.7)",116.597
"(0.3, 0.7)",113.293
"(0.4, 0.7)",108.828
"(0.5, 0.7)",101.529
"(0.6, 0.7)",90.407
"(0.7, 0.7)",76.364
"(0.8, 0.7)",60.006
"(0.9, 0.7)",45.455
"(1.0, 0.7)",39.505
"(0.0, 0.8)",120
"(0.1, 0.8)",118.941
"(0.2, 0.8)",117.13
"(0.3, 0.8)",114.585
"(0.4, 0.8)",110.63
"(0.5, 0.8)",103.754
"(0.6, 0.8)",93.942
"(0.7, 0.8)",79.424
"(0.8, 0.8)",62.2
"(0.9, 0.8)",47.358
"(1.0, 0.8)",40.768
"(0.0, 0.9)",120
"(0.1, 0.9)",118.995
"(0.2, 0.9)",117.723
"(0.3, 0.9)",115.424
"(0.4, 0.9)",112.146
"(0.5, 0.9)",106.193
"(0.6, 0.9)",97.339
"(0.7, 0.9)",82.985
"(0.8, 0.9)",64.63
"(0.9, 0.9)",48.562
"(1.0, 0.9)",41.532
"(0.0, 1.0)",120
"(0.1, 1.0)",119.184
"(0.2, 1.0)",117.806
"(0.3, 1.0)",115.873
"(0.4, 1.0)",113.109
"(0.5, 1.0)",107.61
"(0.6, 1.0)",98.226
"(0.7, 1.0)",83.754
"(0.8, 1.0)",65.609
"(0.9, 1.0)",49.457
"(1.0, 1.0)",42.142
