dispersion,mean,stddev
0.0,0.0,0.0
0.04,2.076888888888889,0.2154805115555255
0.08,4.271822222222221,0.34304329604291595
0.12,6.635644444444439,0.41815556323657144
0.16,9.149066666666656,0.4417627350131603
0.2,11.871911111111093,0.5353247737744141
0.24,14.793244444444417,0.6924150029914792
0.28,17.952622222222185,0.7371496764535401
0.32,21.28337777777773,0.7768562450446148
0.36,24.995911111111052,0.7986745130139744
0.4,28.999555555555485,0.9555097900064397
0.44,33.32933333333327,0.9750040777142109
0.48,37.87546666666664,1.178902745469843
0.52,42.91511111111111,1.2574548586344214
0.56,48.25084444444447,1.3097219696033844
0.6,54.32320000000004,1.5320918060600819
0.64,60.2315555555556,1.5113308630932274
0.68,66.91591111111117,1.733026858796921
0.72,73.78302222222227,1.6946407818891942
0.76,80.89493333333338,1.7415846714791057
0.8,88.26942222222227,1.8347460682637147
0.84,95.91804444444448,1.9103096313424628
0.88,103.16355555555559,2.01388486820445
0.92,110.34524444444446,1.9278791674242923
0.96,117.74862222222222,1.83505006042883
1.0,125.06062222222222,1.9915202773316256
