phi_men,phi_women
"(0.0, 0.0)",1275
"(0.1, 0.0)",1264.3
"(0.2, 0.0)",1250.941
"(0.3, 0.0)",1232.639
"(0.4, 0.0)",1207.035
"(0.5, 0.0)",1169.818
"(0.6, 0.0)",1110.961
"(0.7, 0.0)",1010.109
"(0.8, 0.0)",816.577
"(0.9, 0.0)",458.938
"(1.0, 0.0)",179.298
"(0.0, 0.1)",1275
"(0.1, 0.1)",1264.777
"(0.2, 0.1)",1251.259
"(0.3, 0.1)",1233.082
"(0.4, 0.1)",1207.802
"(0.5, 0.1)",1169.826
"(0.6, 0.1)",1109.954
"(0.7, 0.1)",1009.645
"(0.8, 0.1)",818.52
"(0.9, 0.1)",459.292
"(1.0, 0.1)",179.739
"(0.0, 0.2)",1275
"(0.1, 0.2)",1265.546
"(0.2, 0.2)",1252.895
"(0.3, 0.2)",1234.573
"(0.4, 0.2)",1208.896
"(0.5, 0.2)",1170.989
"(0.6, 0.2)",1110.999
"(0.7, 0.2)",1008.656
"(0.8, 0.2)",819.957
"(0.9, 0.2)",460.089
"(1.0, 0.2)",179.158
"(0.0, 0.3)",1275
"(0.1, 0.3)",1266.346
"(0.2, 0.3)",1253.901
"(0.3, 0.3)",1236.916
"(0.4, 0.3)",1211.532
"(0.5, 0.3)",1175.082
"(0.6, 0.3)",1114.973
"(0.7, 0.3)",1012.216
"(0.8, 0.3)",819.064
"(0.9, 0.3)",461.754
"(1.0, 0.3)",180.236
"(0.0, 0.4)",1275
"(0.1, 0.4)",1267.416
"(0.2, 0.4)",1256.24
"(0.3, 0.4)",1239.585
"(0.4, 0.4)",1215.938
"(0.5, 0.4)",1178.316
"(0.6, 0.4)",1118.608
"(0.7, 0.4)",1016.172
"(0.8, 0.4)",821.41
"(0.9, 0.4)",466.294
"(1.0, 0.4)",181.425
"(0.0, 0.5)",1275
"(0.1, 0.5)",1268.442
"(0.2, 0.5)",1258.962
"(0.3, 0.5)",1243.415
"(0.4, 0.5)",1221.119
"(0.5, 0.5)",1185.424
"(0.6, 0.5)",1126.676
"(0.7, 0.5)",1024.398
"(0.8, 0.5)",829.728
"(0.9, 0.5)",468.302
"(1.0, 0.5)",182.946
"(0.0, 0.6)",1275
"(0.1, 0.6)",1269.744
"(0.2, 0.6)",1261.539
"(0.3, 0.6)",1247.842
"(0.4, 0.6)",1227.031
"(0.5, 0.6)",1194.231
"(0.6, 0.6)",1138.04
"(0.7, 0.6)",1035.866
"(0.8, 0.6)",841.498
"(0.9, 0.6)",472.428
"(1.0, 0.6)",182.989
"(0.0, 0.7)",1275
"(0.1, 0.7)",1270.801
"(0.2, 0.7)",1264.091
"(0.3, 0.7)",1253.562
"(0.4, 0.7)",1236.207
"(0.5, 0.7)",1207.45
"(0.6, 0.7)",1154.973
"(0.7, 0.7)",1057.351
"(0.8, 0.7)",861.024
"(0.9, 0.7)",487.253
"(1.0, 0.7)",187.196
"(0.0, 0.8)",1275
"(0.1, 0.8)",1271.886
"(0.2, 0.8)",1267.418
"(0.3, 0.8)",1259.036
"(0.4, 0.8)",1245.672
"(0.5, 0.8)",1223.078
"(0.6, 0.8)",1180.36
"(0.7, 0.8)",1094.727
"(0.8, 0.8)",905.172
"(0.9, 0.8)",514.902
"(1.0, 0.8)",191.938
"(0.0, 0.9)",1275
"(0.1, 0.9)",1273.059
"(0.2, 0.9)",1270.007
"(0.3, 0.9)",1265.283
"(0.4, 0.9)",1257.065
"(0.5, 0.9)",1241.225
"(0.6, 0.9)",1213.529
"(0.7, 0.9)",1150.721
"(0.8, 0.9)",988.67
"(0.9, 0.9)",578.363
"(1.0, 0.9)",198.346
"(0.0, 1.0)",1275
"(0.1, 1.0)",1273.878
"(0.2, 1.0)",1271.721
"(0.3, 1.0)",1268.836
"(0.4, 1.0)",1264.054
"(0.5, 1.0)",1254.956
"(0.6, 1.0)",1236.28
"(0.7, 1.0)",1197.914
"(0.8, 1.0)",1085.517
"(0.9, 1.0)",700.776
"(1.0, 1.0)",209.049
