phi_men,phi_women
"(0.0, 0.0)",26.5
"(0.1, 0.0)",26.714
"(0.2, 0.0)",26.98118
"(0.3, 0.0)",27.34722
"(0.4, 0.0)",27.8593
"(0.5, 0.0)",28.60364
"(0.6, 0.0)",29.78078
"(0.7, 0.0)",31.79782
"(0.8, 0.0)",35.66846
"(0.9, 0.0)",42.82124
"(1.0, 0.0)",48.41404
"(0.0, 0.1)",26.5
"(0.1, 0.1)",26.70446
"(0.2, 0.1)",26.97482
"(0.3, 0.1)",27.33836
"(0.4, 0.1)",27.84396
"(0.5, 0.1)",28.60348
"(0.6, 0.1)",29.80092
"(0.7, 0.1)",31.8071
"(0.8, 0.1)",35.6296
"(0.9, 0.1)",42.81416
"(1.0, 0.1)",48.40522
"(0.0, 0.2)",26.5
"(0.1, 0.2)",26.68908
"(0.2, 0.2)",26.9421
"(0.3, 0.2)",27.30854
"(0.4, 0.2)",27.82208
"(0.5, 0.2)",28.58022
"(0.6, 0.2)",29.78002
"(0.7, 0.2)",31.82688
"(0.8, 0.2)",35.60086
"(0.9, 0.2)",42.79822
"(1.0, 0.2)",48.41684
"(0.0, 0.3)",26.5
"(0.1, 0.3)",26.67308
"(0.2, 0.3)",26.92198
"(0.3, 0.3)",27.26168
"(0.4, 0.3)",27.76936
"(0.5, 0.3)",28.49836
"(0.6, 0.3)",29.70054
"(0.7, 0.3)",31.75568
"(0.8, 0.3)",35.61872
"(0.9, 0.3)",42.76492
"(1.0, 0.3)",48.39528
"(0.0, 0.4)",26.5
"(0.1, 0.4)",26.65168
"(0.2, 0.4)",26.8752
"(0.3, 0.4)",27.2083
"(0.4, 0.4)",27.68124
"(0.5, 0.4)",28.43368
"(0.6, 0.4)",29.62784
"(0.7, 0.4)",31.67656
"(0.8, 0.4)",35.5718
"(0.9, 0.4)",42.67412
"(1.0, 0.4)",48.3715
"(0.0, 0.5)",26.5
"(0.1, 0.5)",26.63116
"(0.2, 0.5)",26.82076
"(0.3, 0.5)",27.1317
"(0.4, 0.5)",27.57762
"(0.5, 0.5)",28.29152
"(0.6, 0.5)",29.46648
"(0.7, 0.5)",31.51204
"(0.8, 0.5)",35.40544
"(0.9, 0.5)",42.63396
"(1.0, 0.5)",48.34108
"(0.0, 0.6)",26.5
"(0.1, 0.6)",26.60512
"(0.2, 0.6)",26.76922
"(0.3, 0.6)",27.04316
"(0.4, 0.6)",27.45938
"(0.5, 0.6)",28.11538
"(0.6, 0.6)",29.2392
"(0.7, 0.6)",31.28268
"(0.8, 0.6)",35.17004
"(0.9, 0.6)",42.55144
"(1.0, 0.6)",48.34022
"(0.0, 0.7)",26.5
"(0.1, 0.7)",26.58398
"(0.2, 0.7)",26.71818
"(0.3, 0.7)",26.92876
"(0.4, 0.7)",27.27586
"(0.5, 0.7)",27.851
"(0.6, 0.7)",28.90054
"(0.7, 0.7)",30.85298
"(0.8, 0.7)",34.77952
"(0.9, 0.7)",42.25494
"(1.0, 0.7)",48.25608
"(0.0, 0.8)",26.5
"(0.1, 0.8)",26.56228
"(0.2, 0.8)",26.65164
"(0.3, 0.8)",26.81928
"(0.4, 0.8)",27.08656
"(0.5, 0.8)",27.53844
"(0.6, 0.8)",28.3928
"(0.7, 0.8)",30.10546
"(0.8, 0.8)",33.89656
"(0.9, 0.8)",41.70196
"(1.0, 0.8)",48.16124
"(0.0, 0.9)",26.5
"(0.1, 0.9)",26.53882
"(0.2, 0.9)",26.59986
"(0.3, 0.9)",26.69434
"(0.4, 0.9)",26.8587
"(0.5, 0.9)",27.1755
"(0.6, 0.9)",27.72942
"(0.7, 0.9)",28.98558
"(0.8, 0.9)",32.2266
"(0.9, 0.9)",40.43274
"(1.0, 0.9)",48.03308
"(0.0, 1.0)",26.5
"(0.1, 1.0)",26.52244
"(0.2, 1.0)",26.56558
"(0.3, 1.0)",26.62328
"(0.4, 1.0)",26.71892
"(0.5, 1.0)",26.90088
"(0.6, 1.0)",27.2744
"(0.7, 1.0)",28.04172
"(0.8, 1.0)",30.28966
"(0.9, 1.0)",37.98448
"(1.0, 1.0)",47.81902
