dispersion,suitors_mean,suitors_stdev,reviewers_mean,reviewers_stdev
0.0,0.00675,0.1368326008693128,0.0,0.0
0.5,0.008375,0.1547196579221514,0.0795,0.36563429603695335
1.0,-0.004,0.16894908639526227,0.251625,0.5742105032800053
