dispersion,suitors_mean,suitors_stdev,reviewers_mean,reviewers_stdev
0.0,0.011375,0.14652714622069038,0.0,0.0
0.5,0.013375,0.15253278541227006,0.076375,0.37812923199759507
1.0,0.009625,0.16996874344640178,0.1735,0.532206250896674
