dispersion,suitors_mean,suitors_stdev,reviewers_mean,reviewers_stdev
0.0,0.001625,0.0906018381053501,0.0,0.0
0.5,-0.000375,0.09232555650188838,0.0165,0.2550348854427425
1.0,-0.000875,0.11413977072984799,0.06575,0.37194963910996615
