dispersion,residents_mean,residents_stdev,hospitals_mean,hospitals_stdev
0.0,-0.0004999999999998117,0.0055048188256318405,0.0,0.0
0.25,0.000825000000000049,0.005528336096874015,-0.0005499999999989313,0.018978257096590064
0.5,-0.00020000000000003126,0.00604778947845872,0.008100000000000591,0.040228388388341314
0.75,0.0009250000000000291,0.005703700287506037,-0.005275000000000602,0.08935719872873367
1.0,0.0005250000000000021,0.007835871606808216,-0.10257500000000107,0.7995892612725757
