"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.052
"(0.1, 0.1)",-0.078
"(0.1, 0.2)",-0.04
"(0.1, 0.3)",-0.076
"(0.1, 0.4)",-0.06
"(0.1, 0.5)",-0.058
"(0.1, 0.6)",0.004
"(0.1, 0.7)",-0.078
"(0.1, 0.8)",-0.066
"(0.1, 0.9)",-0.05
"(0.1, 1.0)",-0.054
"(0.2, 0.0)",-0.016
"(0.2, 0.1)",-0.064
"(0.2, 0.2)",-0.05
"(0.2, 0.3)",-0.034
"(0.2, 0.4)",-0.124
"(0.2, 0.5)",-0.06
"(0.2, 0.6)",-0.016
"(0.2, 0.7)",-0.078
"(0.2, 0.8)",-0.068
"(0.2, 0.9)",-0.026
"(0.2, 1.0)",-0.048
"(0.3, 0.0)",-0.024
"(0.3, 0.1)",-0.094
"(0.3, 0.2)",-0.072
"(0.3, 0.3)",-0.11
"(0.3, 0.4)",-0.032
"(0.3, 0.5)",-0.076
"(0.3, 0.6)",-0.05
"(0.3, 0.7)",-0.024
"(0.3, 0.8)",-0.05
"(0.3, 0.9)",-0.072
"(0.3, 1.0)",0.01
"(0.4, 0.0)",-0.006
"(0.4, 0.1)",-0.078
"(0.4, 0.2)",-0.052
"(0.4, 0.3)",-0.03
"(0.4, 0.4)",-0.074
"(0.4, 0.5)",-0.062
"(0.4, 0.6)",-0.046
"(0.4, 0.7)",-0.066
"(0.4, 0.8)",-0.078
"(0.4, 0.9)",-0.116
"(0.4, 1.0)",-0.062
"(0.5, 0.0)",-0.028
"(0.5, 0.1)",-0.036
"(0.5, 0.2)",0.032
"(0.5, 0.3)",-0.052
"(0.5, 0.4)",-0.042
"(0.5, 0.5)",0.018
"(0.5, 0.6)",-0.026
"(0.5, 0.7)",-0.068
"(0.5, 0.8)",-0.072
"(0.5, 0.9)",-0.004
"(0.5, 1.0)",-0.024
"(0.6, 0.0)",0.006
"(0.6, 0.1)",-0.012
"(0.6, 0.2)",-0.074
"(0.6, 0.3)",-0.044
"(0.6, 0.4)",-0.052
"(0.6, 0.5)",-0.004
"(0.6, 0.6)",-0.03
"(0.6, 0.7)",-0.022
"(0.6, 0.8)",0.036
"(0.6, 0.9)",-0.02
"(0.6, 1.0)",-0.032
"(0.7, 0.0)",-0.076
"(0.7, 0.1)",0.004
"(0.7, 0.2)",-0.068
"(0.7, 0.3)",-0.022
"(0.7, 0.4)",0.002
"(0.7, 0.5)",0.02
"(0.7, 0.6)",-0.032
"(0.7, 0.7)",-0.014
"(0.7, 0.8)",-0.018
"(0.7, 0.9)",-0.076
"(0.7, 1.0)",0.042
"(0.8, 0.0)",0.018
"(0.8, 0.1)",0.004
"(0.8, 0.2)",-0.044
"(0.8, 0.3)",-0.04
"(0.8, 0.4)",-0.036
"(0.8, 0.5)",0.008
"(0.8, 0.6)",-0.002
"(0.8, 0.7)",-0.002
"(0.8, 0.8)",-0.076
"(0.8, 0.9)",-0.004
"(0.8, 1.0)",0.014
"(0.9, 0.0)",-0.07
"(0.9, 0.1)",0.024
"(0.9, 0.2)",-0.018
"(0.9, 0.3)",-0.018
"(0.9, 0.4)",-0.016
"(0.9, 0.5)",-0.018
"(0.9, 0.6)",0.008
"(0.9, 0.7)",-0.054
"(0.9, 0.8)",-0.036
"(0.9, 0.9)",-0.008
"(0.9, 1.0)",-0.016
"(1.0, 0.0)",0.044
"(1.0, 0.1)",-0.068
"(1.0, 0.2)",-0.014
"(1.0, 0.3)",-0.02
"(1.0, 0.4)",-0.036
"(1.0, 0.5)",-0.038
"(1.0, 0.6)",-0.004
"(1.0, 0.7)",0.004
"(1.0, 0.8)",-0.006
"(1.0, 0.9)",0.002
"(1.0, 1.0)",0.03
