"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.008
"(0.1, 0.1)",-0.052
"(0.1, 0.2)",-0.026
"(0.1, 0.3)",-0.016
"(0.1, 0.4)",-0.042
"(0.1, 0.5)",-0.054
"(0.1, 0.6)",-0.06
"(0.1, 0.7)",-0.058
"(0.1, 0.8)",-0.044
"(0.1, 0.9)",-0.026
"(0.1, 1.0)",-0.044
"(0.2, 0.0)",-0.03
"(0.2, 0.1)",-0.038
"(0.2, 0.2)",-0.074
"(0.2, 0.3)",-0.06
"(0.2, 0.4)",-0.076
"(0.2, 0.5)",-0.058
"(0.2, 0.6)",-0.068
"(0.2, 0.7)",-0.04
"(0.2, 0.8)",-0.056
"(0.2, 0.9)",-0.032
"(0.2, 1.0)",-0.042
"(0.3, 0.0)",-0.086
"(0.3, 0.1)",-0.078
"(0.3, 0.2)",-0.058
"(0.3, 0.3)",-0.072
"(0.3, 0.4)",-0.044
"(0.3, 0.5)",-0.064
"(0.3, 0.6)",-0.008
"(0.3, 0.7)",-0.018
"(0.3, 0.8)",-0.012
"(0.3, 0.9)",-0.082
"(0.3, 1.0)",-0.03
"(0.4, 0.0)",-0.066
"(0.4, 0.1)",-0.036
"(0.4, 0.2)",-0.004
"(0.4, 0.3)",-0.078
"(0.4, 0.4)",-0.082
"(0.4, 0.5)",-0.052
"(0.4, 0.6)",-0.078
"(0.4, 0.7)",-0.018
"(0.4, 0.8)",-0.086
"(0.4, 0.9)",-0.066
"(0.4, 1.0)",-0.03
"(0.5, 0.0)",-0.044
"(0.5, 0.1)",-0.062
"(0.5, 0.2)",-0.108
"(0.5, 0.3)",-0.014
"(0.5, 0.4)",-0.026
"(0.5, 0.5)",-0.01
"(0.5, 0.6)",-0.086
"(0.5, 0.7)",-0.046
"(0.5, 0.8)",-0.066
"(0.5, 0.9)",0.028
"(0.5, 1.0)",-0.088
"(0.6, 0.0)",-0.01
"(0.6, 0.1)",-0.07
"(0.6, 0.2)",-0.028
"(0.6, 0.3)",-0.068
"(0.6, 0.4)",0.018
"(0.6, 0.5)",-0.006
"(0.6, 0.6)",-0.052
"(0.6, 0.7)",-0.006
"(0.6, 0.8)",-0.106
"(0.6, 0.9)",-0.07
"(0.6, 1.0)",-0.024
"(0.7, 0.0)",0.022
"(0.7, 0.1)",-0.038
"(0.7, 0.2)",-0.028
"(0.7, 0.3)",-0.052
"(0.7, 0.4)",-0.124
"(0.7, 0.5)",-0.146
"(0.7, 0.6)",0.008
"(0.7, 0.7)",-0.108
"(0.7, 0.8)",-0.12
"(0.7, 0.9)",-0.044
"(0.7, 1.0)",0.008
"(0.8, 0.0)",-0.018
"(0.8, 0.1)",-0.052
"(0.8, 0.2)",-0.07
"(0.8, 0.3)",-0.058
"(0.8, 0.4)",-0.08
"(0.8, 0.5)",-0.084
"(0.8, 0.6)",-0.098
"(0.8, 0.7)",-0.05
"(0.8, 0.8)",-0.008
"(0.8, 0.9)",-0.102
"(0.8, 1.0)",-0.052
"(0.9, 0.0)",0.004
"(0.9, 0.1)",-0.07
"(0.9, 0.2)",-0.098
"(0.9, 0.3)",-0.094
"(0.9, 0.4)",0.004
"(0.9, 0.5)",-0.09
"(0.9, 0.6)",-0.01
"(0.9, 0.7)",0.036
"(0.9, 0.8)",-0.03
"(0.9, 0.9)",-0.012
"(0.9, 1.0)",0.042
"(1.0, 0.0)",0.01
"(1.0, 0.1)",-0.026
"(1.0, 0.2)",-0.04
"(1.0, 0.3)",-0.064
"(1.0, 0.4)",-0.01
"(1.0, 0.5)",0.012
"(1.0, 0.6)",-0.006
"(1.0, 0.7)",-0.03
"(1.0, 0.8)",-0.026
"(1.0, 0.9)",-0.02
"(1.0, 1.0)",-0.008
