"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.044
"(0.0, 0.2)",-0.056
"(0.0, 0.3)",-0.06
"(0.0, 0.4)",-0.054
"(0.0, 0.5)",-0.022
"(0.0, 0.6)",-0.036
"(0.0, 0.7)",-0.002
"(0.0, 0.8)",-0.028
"(0.0, 0.9)",-0.008
"(0.0, 1.0)",0.014
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.058
"(0.1, 0.2)",-0.098
"(0.1, 0.3)",-0.04
"(0.1, 0.4)",-0.098
"(0.1, 0.5)",-0.038
"(0.1, 0.6)",-0.082
"(0.1, 0.7)",-0.036
"(0.1, 0.8)",-0.032
"(0.1, 0.9)",-0.04
"(0.1, 1.0)",-0.04
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.038
"(0.2, 0.2)",-0.088
"(0.2, 0.3)",-0.07
"(0.2, 0.4)",-0.054
"(0.2, 0.5)",-0.036
"(0.2, 0.6)",-0.054
"(0.2, 0.7)",-0.076
"(0.2, 0.8)",-0.032
"(0.2, 0.9)",-0.096
"(0.2, 1.0)",-0.024
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.05
"(0.3, 0.2)",-0.054
"(0.3, 0.3)",-0.028
"(0.3, 0.4)",-0.064
"(0.3, 0.5)",-0.046
"(0.3, 0.6)",-0.118
"(0.3, 0.7)",-0.098
"(0.3, 0.8)",-0.008
"(0.3, 0.9)",-0.046
"(0.3, 1.0)",-0.08
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.024
"(0.4, 0.2)",-0.062
"(0.4, 0.3)",-0.052
"(0.4, 0.4)",-0.046
"(0.4, 0.5)",-0.106
"(0.4, 0.6)",-0.064
"(0.4, 0.7)",-0.062
"(0.4, 0.8)",-0.096
"(0.4, 0.9)",-0.048
"(0.4, 1.0)",-0.046
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.056
"(0.5, 0.2)",-0.052
"(0.5, 0.3)",-0.042
"(0.5, 0.4)",-0.08
"(0.5, 0.5)",-0.032
"(0.5, 0.6)",-0.08
"(0.5, 0.7)",-0.022
"(0.5, 0.8)",-0.004
"(0.5, 0.9)",0.01
"(0.5, 1.0)",-0.086
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.042
"(0.6, 0.2)",-0.016
"(0.6, 0.3)",-0.062
"(0.6, 0.4)",-0.078
"(0.6, 0.5)",-0.048
"(0.6, 0.6)",0.022
"(0.6, 0.7)",-0.054
"(0.6, 0.8)",-0.014
"(0.6, 0.9)",-0.058
"(0.6, 1.0)",0
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.038
"(0.7, 0.2)",-0.048
"(0.7, 0.3)",-0.052
"(0.7, 0.4)",-0.026
"(0.7, 0.5)",-0.094
"(0.7, 0.6)",-0.018
"(0.7, 0.7)",-0.028
"(0.7, 0.8)",-0.022
"(0.7, 0.9)",-0.066
"(0.7, 1.0)",-0.022
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.056
"(0.8, 0.2)",-0.04
"(0.8, 0.3)",-0.072
"(0.8, 0.4)",-0.098
"(0.8, 0.5)",0
"(0.8, 0.6)",-0.036
"(0.8, 0.7)",-0.01
"(0.8, 0.8)",-0.098
"(0.8, 0.9)",0.018
"(0.8, 1.0)",0.026
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.056
"(0.9, 0.2)",-0.09
"(0.9, 0.3)",0.018
"(0.9, 0.4)",-0.086
"(0.9, 0.5)",-0.078
"(0.9, 0.6)",-0.102
"(0.9, 0.7)",-0.014
"(0.9, 0.8)",-0.038
"(0.9, 0.9)",0.034
"(0.9, 1.0)",-0.046
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.058
"(1.0, 0.2)",-0.056
"(1.0, 0.3)",-0.096
"(1.0, 0.4)",-0.008
"(1.0, 0.5)",-0.018
"(1.0, 0.6)",-0.036
"(1.0, 0.7)",-0.024
"(1.0, 0.8)",0.034
"(1.0, 0.9)",-0.006
"(1.0, 1.0)",-0.012
