"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.014
"(0.1, 0.2)",-0.014
"(0.1, 0.3)",0.01
"(0.1, 0.4)",0.004
"(0.1, 0.5)",-0.008
"(0.1, 0.6)",-0.004
"(0.1, 0.7)",-0.002
"(0.1, 0.8)",0.002
"(0.1, 0.9)",0.01
"(0.1, 1.0)",-0.016
"(0.2, 0.0)",-0.01
"(0.2, 0.1)",-0.01
"(0.2, 0.2)",-0.002
"(0.2, 0.3)",-0.014
"(0.2, 0.4)",0.002
"(0.2, 0.5)",-0.018
"(0.2, 0.6)",0.028
"(0.2, 0.7)",-0.018
"(0.2, 0.8)",-0.026
"(0.2, 0.9)",-0.02
"(0.2, 1.0)",0.002
"(0.3, 0.0)",0.002
"(0.3, 0.1)",-0.022
"(0.3, 0.2)",-0.042
"(0.3, 0.3)",0.002
"(0.3, 0.4)",-0.01
"(0.3, 0.5)",-0.014
"(0.3, 0.6)",-0.044
"(0.3, 0.7)",0.008
"(0.3, 0.8)",-0.01
"(0.3, 0.9)",0.008
"(0.3, 1.0)",-0.026
"(0.4, 0.0)",-0.006
"(0.4, 0.1)",-0.026
"(0.4, 0.2)",-0.008
"(0.4, 0.3)",-0.022
"(0.4, 0.4)",0.03
"(0.4, 0.5)",-0.03
"(0.4, 0.6)",-0.018
"(0.4, 0.7)",0.02
"(0.4, 0.8)",0.01
"(0.4, 0.9)",-0.02
"(0.4, 1.0)",-0.028
"(0.5, 0.0)",-0.028
"(0.5, 0.1)",-0.014
"(0.5, 0.2)",-0.038
"(0.5, 0.3)",-0.028
"(0.5, 0.4)",-0.028
"(0.5, 0.5)",-0.066
"(0.5, 0.6)",-0.036
"(0.5, 0.7)",-0.046
"(0.5, 0.8)",0
"(0.5, 0.9)",-0.07
"(0.5, 1.0)",-0.042
"(0.6, 0.0)",-0.024
"(0.6, 0.1)",0
"(0.6, 0.2)",-0.102
"(0.6, 0.3)",-0.082
"(0.6, 0.4)",0.012
"(0.6, 0.5)",-0.028
"(0.6, 0.6)",-0.014
"(0.6, 0.7)",-0.046
"(0.6, 0.8)",-0.044
"(0.6, 0.9)",-0.022
"(0.6, 1.0)",-0.008
"(0.7, 0.0)",0.008
"(0.7, 0.1)",-0.026
"(0.7, 0.2)",-0.052
"(0.7, 0.3)",-0.072
"(0.7, 0.4)",-0.082
"(0.7, 0.5)",-0.048
"(0.7, 0.6)",-0.094
"(0.7, 0.7)",0.002
"(0.7, 0.8)",-0.026
"(0.7, 0.9)",-0.008
"(0.7, 1.0)",-0.05
"(0.8, 0.0)",-0.002
"(0.8, 0.1)",-0.03
"(0.8, 0.2)",-0.022
"(0.8, 0.3)",-0.11
"(0.8, 0.4)",-0.068
"(0.8, 0.5)",-0.036
"(0.8, 0.6)",-0.038
"(0.8, 0.7)",0.022
"(0.8, 0.8)",-0.026
"(0.8, 0.9)",-0.016
"(0.8, 1.0)",-0.052
"(0.9, 0.0)",-0.074
"(0.9, 0.1)",0.04
"(0.9, 0.2)",-0.01
"(0.9, 0.3)",-0.022
"(0.9, 0.4)",0.05
"(0.9, 0.5)",-0.082
"(0.9, 0.6)",-0.058
"(0.9, 0.7)",0.01
"(0.9, 0.8)",-0.026
"(0.9, 0.9)",-0.02
"(0.9, 1.0)",-0.022
"(1.0, 0.0)",-0.016
"(1.0, 0.1)",0.026
"(1.0, 0.2)",0.072
"(1.0, 0.3)",0.01
"(1.0, 0.4)",-0.06
"(1.0, 0.5)",-0.016
"(1.0, 0.6)",0.078
"(1.0, 0.7)",0.024
"(1.0, 0.8)",0.06
"(1.0, 0.9)",0.074
"(1.0, 1.0)",-0.074
