"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.03
"(0.1, 0.2)",-0.02
"(0.1, 0.3)",-0.014
"(0.1, 0.4)",-0.05
"(0.1, 0.5)",-0.014
"(0.1, 0.6)",-0.02
"(0.1, 0.7)",-0.006
"(0.1, 0.8)",-0.012
"(0.1, 0.9)",-0.006
"(0.1, 1.0)",-0.002
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.044
"(0.2, 0.2)",-0.082
"(0.2, 0.3)",-0.018
"(0.2, 0.4)",-0.04
"(0.2, 0.5)",-0.034
"(0.2, 0.6)",-0.008
"(0.2, 0.7)",-0.02
"(0.2, 0.8)",0
"(0.2, 0.9)",0
"(0.2, 1.0)",-0.01
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.076
"(0.3, 0.2)",-0.096
"(0.3, 0.3)",-0.062
"(0.3, 0.4)",-0.044
"(0.3, 0.5)",-0.06
"(0.3, 0.6)",-0.05
"(0.3, 0.7)",-0.066
"(0.3, 0.8)",-0.04
"(0.3, 0.9)",-0.02
"(0.3, 1.0)",-0.022
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.064
"(0.4, 0.2)",-0.114
"(0.4, 0.3)",-0.098
"(0.4, 0.4)",-0.054
"(0.4, 0.5)",-0.068
"(0.4, 0.6)",-0.08
"(0.4, 0.7)",-0.052
"(0.4, 0.8)",0
"(0.4, 0.9)",-0.01
"(0.4, 1.0)",-0.01
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.066
"(0.5, 0.2)",-0.136
"(0.5, 0.3)",-0.088
"(0.5, 0.4)",-0.064
"(0.5, 0.5)",-0.044
"(0.5, 0.6)",-0.066
"(0.5, 0.7)",-0.034
"(0.5, 0.8)",-0.034
"(0.5, 0.9)",-0.018
"(0.5, 1.0)",-0.004
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.076
"(0.6, 0.2)",-0.088
"(0.6, 0.3)",-0.066
"(0.6, 0.4)",-0.086
"(0.6, 0.5)",-0.074
"(0.6, 0.6)",-0.06
"(0.6, 0.7)",-0.03
"(0.6, 0.8)",-0.052
"(0.6, 0.9)",0.006
"(0.6, 1.0)",-0.02
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.046
"(0.7, 0.2)",-0.048
"(0.7, 0.3)",-0.116
"(0.7, 0.4)",-0.08
"(0.7, 0.5)",-0.078
"(0.7, 0.6)",-0.03
"(0.7, 0.7)",-0.042
"(0.7, 0.8)",-0.04
"(0.7, 0.9)",-0.01
"(0.7, 1.0)",-0.016
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.034
"(0.8, 0.2)",-0.014
"(0.8, 0.3)",-0.064
"(0.8, 0.4)",-0.06
"(0.8, 0.5)",-0.07
"(0.8, 0.6)",0
"(0.8, 0.7)",-0.016
"(0.8, 0.8)",-0.056
"(0.8, 0.9)",0
"(0.8, 1.0)",-0.012
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.018
"(0.9, 0.2)",-0.052
"(0.9, 0.3)",-0.008
"(0.9, 0.4)",-0.002
"(0.9, 0.5)",0.016
"(0.9, 0.6)",-0.004
"(0.9, 0.7)",-0.004
"(0.9, 0.8)",0.02
"(0.9, 0.9)",0.014
"(0.9, 1.0)",-0.002
"(1.0, 0.0)",0
"(1.0, 0.1)",0.008
"(1.0, 0.2)",-0.048
"(1.0, 0.3)",0
"(1.0, 0.4)",-0.022
"(1.0, 0.5)",-0.014
"(1.0, 0.6)",-0.002
"(1.0, 0.7)",-0.034
"(1.0, 0.8)",0.006
"(1.0, 0.9)",0.016
"(1.0, 1.0)",-0.008
