"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.048
"(0.0, 0.2)",-0.06
"(0.0, 0.3)",-0.054
"(0.0, 0.4)",-0.044
"(0.0, 0.5)",-0.014
"(0.0, 0.6)",-0.04
"(0.0, 0.7)",-0.018
"(0.0, 0.8)",0.01
"(0.0, 0.9)",-0.004
"(0.0, 1.0)",-0.002
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.06
"(0.1, 0.2)",-0.098
"(0.1, 0.3)",-0.116
"(0.1, 0.4)",-0.116
"(0.1, 0.5)",-0.078
"(0.1, 0.6)",-0.046
"(0.1, 0.7)",-0.026
"(0.1, 0.8)",-0.05
"(0.1, 0.9)",-0.026
"(0.1, 1.0)",-0.006
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.052
"(0.2, 0.2)",-0.05
"(0.2, 0.3)",-0.104
"(0.2, 0.4)",-0.068
"(0.2, 0.5)",-0.104
"(0.2, 0.6)",-0.068
"(0.2, 0.7)",-0.058
"(0.2, 0.8)",-0.048
"(0.2, 0.9)",-0.032
"(0.2, 1.0)",-0.044
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.056
"(0.3, 0.2)",-0.096
"(0.3, 0.3)",-0.086
"(0.3, 0.4)",-0.09
"(0.3, 0.5)",-0.092
"(0.3, 0.6)",-0.036
"(0.3, 0.7)",-0.064
"(0.3, 0.8)",-0.028
"(0.3, 0.9)",-0.036
"(0.3, 1.0)",-0.034
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.084
"(0.4, 0.2)",-0.074
"(0.4, 0.3)",-0.116
"(0.4, 0.4)",-0.092
"(0.4, 0.5)",-0.162
"(0.4, 0.6)",-0.04
"(0.4, 0.7)",-0.054
"(0.4, 0.8)",-0.03
"(0.4, 0.9)",-0.052
"(0.4, 1.0)",-0.02
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.058
"(0.5, 0.2)",-0.096
"(0.5, 0.3)",-0.066
"(0.5, 0.4)",-0.094
"(0.5, 0.5)",-0.076
"(0.5, 0.6)",-0.04
"(0.5, 0.7)",-0.088
"(0.5, 0.8)",-0.052
"(0.5, 0.9)",-0.034
"(0.5, 1.0)",-0.052
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.034
"(0.6, 0.2)",-0.078
"(0.6, 0.3)",-0.084
"(0.6, 0.4)",-0.082
"(0.6, 0.5)",-0.056
"(0.6, 0.6)",-0.048
"(0.6, 0.7)",-0.048
"(0.6, 0.8)",-0.05
"(0.6, 0.9)",-0.04
"(0.6, 1.0)",-0.012
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.028
"(0.7, 0.2)",-0.046
"(0.7, 0.3)",-0.094
"(0.7, 0.4)",-0.07
"(0.7, 0.5)",-0.054
"(0.7, 0.6)",-0.054
"(0.7, 0.7)",-0.044
"(0.7, 0.8)",-0.03
"(0.7, 0.9)",-0.02
"(0.7, 1.0)",-0.022
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.022
"(0.8, 0.2)",-0.056
"(0.8, 0.3)",-0.1
"(0.8, 0.4)",-0.054
"(0.8, 0.5)",-0.06
"(0.8, 0.6)",-0.044
"(0.8, 0.7)",-0.048
"(0.8, 0.8)",0.032
"(0.8, 0.9)",-0.052
"(0.8, 1.0)",0.022
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.01
"(0.9, 0.2)",-0.012
"(0.9, 0.3)",-0.06
"(0.9, 0.4)",0.01
"(0.9, 0.5)",-0.078
"(0.9, 0.6)",-0.046
"(0.9, 0.7)",0.026
"(0.9, 0.8)",-0.01
"(0.9, 0.9)",0
"(0.9, 1.0)",-0.016
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.01
"(1.0, 0.2)",-0.018
"(1.0, 0.3)",-0.036
"(1.0, 0.4)",-0.028
"(1.0, 0.5)",-0.03
"(1.0, 0.6)",-0.034
"(1.0, 0.7)",0.016
"(1.0, 0.8)",0
"(1.0, 0.9)",-0.018
"(1.0, 1.0)",0.004
