"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.022
"(0.0, 0.2)",0.006
"(0.0, 0.3)",0.002
"(0.0, 0.4)",-0.02
"(0.0, 0.5)",-0.026
"(0.0, 0.6)",-0.012
"(0.0, 0.7)",-0.008
"(0.0, 0.8)",-0.02
"(0.0, 0.9)",0.024
"(0.0, 1.0)",-0.004
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.03
"(0.1, 0.2)",-0.008
"(0.1, 0.3)",-0.004
"(0.1, 0.4)",0.012
"(0.1, 0.5)",-0.004
"(0.1, 0.6)",-0.026
"(0.1, 0.7)",-0.026
"(0.1, 0.8)",-0.006
"(0.1, 0.9)",-0.004
"(0.1, 1.0)",-0.006
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.012
"(0.2, 0.2)",-0.008
"(0.2, 0.3)",-0.006
"(0.2, 0.4)",0.008
"(0.2, 0.5)",0.006
"(0.2, 0.6)",-0.002
"(0.2, 0.7)",0.012
"(0.2, 0.8)",0.01
"(0.2, 0.9)",-0.048
"(0.2, 1.0)",-0.014
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.004
"(0.3, 0.2)",0.002
"(0.3, 0.3)",0.014
"(0.3, 0.4)",-0.026
"(0.3, 0.5)",0.002
"(0.3, 0.6)",-0.014
"(0.3, 0.7)",-0.02
"(0.3, 0.8)",0.014
"(0.3, 0.9)",-0.01
"(0.3, 1.0)",-0.014
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.016
"(0.4, 0.2)",-0.014
"(0.4, 0.3)",-0.02
"(0.4, 0.4)",-0.016
"(0.4, 0.5)",-0.016
"(0.4, 0.6)",0
"(0.4, 0.7)",-0.048
"(0.4, 0.8)",-0.008
"(0.4, 0.9)",-0.014
"(0.4, 1.0)",-0.022
"(0.5, 0.0)",0
"(0.5, 0.1)",0.002
"(0.5, 0.2)",0.008
"(0.5, 0.3)",-0.002
"(0.5, 0.4)",-0.02
"(0.5, 0.5)",0.02
"(0.5, 0.6)",0.02
"(0.5, 0.7)",0.002
"(0.5, 0.8)",-0.006
"(0.5, 0.9)",-0.022
"(0.5, 1.0)",0
"(0.6, 0.0)",0
"(0.6, 0.1)",0.01
"(0.6, 0.2)",0.008
"(0.6, 0.3)",0.02
"(0.6, 0.4)",-0.006
"(0.6, 0.5)",0.002
"(0.6, 0.6)",0.016
"(0.6, 0.7)",-0.016
"(0.6, 0.8)",0.002
"(0.6, 0.9)",-0.01
"(0.6, 1.0)",-0.026
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.022
"(0.7, 0.2)",-0.006
"(0.7, 0.3)",-0.012
"(0.7, 0.4)",0.014
"(0.7, 0.5)",-0.004
"(0.7, 0.6)",0
"(0.7, 0.7)",-0.03
"(0.7, 0.8)",0.012
"(0.7, 0.9)",-0.014
"(0.7, 1.0)",-0.014
"(0.8, 0.0)",0
"(0.8, 0.1)",0.01
"(0.8, 0.2)",0.008
"(0.8, 0.3)",-0.014
"(0.8, 0.4)",0.008
"(0.8, 0.5)",0.008
"(0.8, 0.6)",0.012
"(0.8, 0.7)",0.034
"(0.8, 0.8)",0.024
"(0.8, 0.9)",-0.04
"(0.8, 1.0)",-0.034
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.006
"(0.9, 0.2)",0.028
"(0.9, 0.3)",-0.016
"(0.9, 0.4)",-0.012
"(0.9, 0.5)",0.002
"(0.9, 0.6)",-0.008
"(0.9, 0.7)",0.008
"(0.9, 0.8)",-0.03
"(0.9, 0.9)",0.03
"(0.9, 1.0)",-0.024
"(1.0, 0.0)",0
"(1.0, 0.1)",0.022
"(1.0, 0.2)",-0.01
"(1.0, 0.3)",0.006
"(1.0, 0.4)",-0.008
"(1.0, 0.5)",-0.014
"(1.0, 0.6)",-0.008
"(1.0, 0.7)",0.006
"(1.0, 0.8)",0.012
"(1.0, 0.9)",0.024
"(1.0, 1.0)",0.016
