"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.02
"(0.1, 0.1)",-0.006
"(0.1, 0.2)",-0.026
"(0.1, 0.3)",-0.028
"(0.1, 0.4)",-0.026
"(0.1, 0.5)",-0.016
"(0.1, 0.6)",-0.016
"(0.1, 0.7)",-0.03
"(0.1, 0.8)",-0.026
"(0.1, 0.9)",-0.022
"(0.1, 1.0)",-0.026
"(0.2, 0.0)",-0.03
"(0.2, 0.1)",-0.006
"(0.2, 0.2)",-0.062
"(0.2, 0.3)",-0.022
"(0.2, 0.4)",-0.054
"(0.2, 0.5)",-0.034
"(0.2, 0.6)",-0.03
"(0.2, 0.7)",-0.026
"(0.2, 0.8)",-0.056
"(0.2, 0.9)",-0.042
"(0.2, 1.0)",-0.036
"(0.3, 0.0)",-0.056
"(0.3, 0.1)",-0.038
"(0.3, 0.2)",-0.034
"(0.3, 0.3)",-0.026
"(0.3, 0.4)",-0.06
"(0.3, 0.5)",-0.02
"(0.3, 0.6)",-0.028
"(0.3, 0.7)",-0.054
"(0.3, 0.8)",-0.04
"(0.3, 0.9)",-0.052
"(0.3, 1.0)",-0.044
"(0.4, 0.0)",-0.024
"(0.4, 0.1)",-0.068
"(0.4, 0.2)",-0.064
"(0.4, 0.3)",-0.028
"(0.4, 0.4)",-0.068
"(0.4, 0.5)",-0.062
"(0.4, 0.6)",-0.032
"(0.4, 0.7)",-0.048
"(0.4, 0.8)",-0.052
"(0.4, 0.9)",-0.054
"(0.4, 1.0)",-0.066
"(0.5, 0.0)",-0.052
"(0.5, 0.1)",-0.076
"(0.5, 0.2)",-0.06
"(0.5, 0.3)",-0.086
"(0.5, 0.4)",-0.098
"(0.5, 0.5)",-0.072
"(0.5, 0.6)",-0.058
"(0.5, 0.7)",-0.092
"(0.5, 0.8)",-0.054
"(0.5, 0.9)",-0.036
"(0.5, 1.0)",-0.062
"(0.6, 0.0)",-0.092
"(0.6, 0.1)",-0.102
"(0.6, 0.2)",-0.04
"(0.6, 0.3)",-0.092
"(0.6, 0.4)",-0.06
"(0.6, 0.5)",-0.062
"(0.6, 0.6)",-0.12
"(0.6, 0.7)",-0.092
"(0.6, 0.8)",-0.108
"(0.6, 0.9)",-0.12
"(0.6, 1.0)",-0.036
"(0.7, 0.0)",-0.13
"(0.7, 0.1)",-0.136
"(0.7, 0.2)",-0.092
"(0.7, 0.3)",-0.092
"(0.7, 0.4)",-0.07
"(0.7, 0.5)",-0.032
"(0.7, 0.6)",-0.13
"(0.7, 0.7)",-0.034
"(0.7, 0.8)",-0.02
"(0.7, 0.9)",-0.104
"(0.7, 1.0)",-0.132
"(0.8, 0.0)",-0.098
"(0.8, 0.1)",-0.064
"(0.8, 0.2)",-0.032
"(0.8, 0.3)",-0.082
"(0.8, 0.4)",-0.09
"(0.8, 0.5)",-0.098
"(0.8, 0.6)",-0.156
"(0.8, 0.7)",-0.182
"(0.8, 0.8)",-0.062
"(0.8, 0.9)",0
"(0.8, 1.0)",-0.132
"(0.9, 0.0)",0.004
"(0.9, 0.1)",0.016
"(0.9, 0.2)",-0.056
"(0.9, 0.3)",-0.08
"(0.9, 0.4)",-0.058
"(0.9, 0.5)",-0.136
"(0.9, 0.6)",-0.056
"(0.9, 0.7)",-0.008
"(0.9, 0.8)",-0.044
"(0.9, 0.9)",0.022
"(0.9, 1.0)",-0.026
"(1.0, 0.0)",0.078
"(1.0, 0.1)",0.09
"(1.0, 0.2)",-0.024
"(1.0, 0.3)",-0.074
"(1.0, 0.4)",-0.042
"(1.0, 0.5)",-0.018
"(1.0, 0.6)",0.082
"(1.0, 0.7)",-0.002
"(1.0, 0.8)",-0.006
"(1.0, 0.9)",0.052
"(1.0, 1.0)",0.002
