"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.014
"(0.0, 0.2)",-0.04
"(0.0, 0.3)",-0.062
"(0.0, 0.4)",-0.026
"(0.0, 0.5)",-0.02
"(0.0, 0.6)",-0.036
"(0.0, 0.7)",-0.028
"(0.0, 0.8)",-0.026
"(0.0, 0.9)",-0.034
"(0.0, 1.0)",-0.05
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.038
"(0.1, 0.2)",-0.022
"(0.1, 0.3)",-0.034
"(0.1, 0.4)",-0.012
"(0.1, 0.5)",-0.026
"(0.1, 0.6)",-0.014
"(0.1, 0.7)",0
"(0.1, 0.8)",-0.018
"(0.1, 0.9)",0.002
"(0.1, 1.0)",0.026
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.03
"(0.2, 0.2)",-0.04
"(0.2, 0.3)",-0.06
"(0.2, 0.4)",-0.024
"(0.2, 0.5)",-0.078
"(0.2, 0.6)",-0.046
"(0.2, 0.7)",-0.064
"(0.2, 0.8)",0.004
"(0.2, 0.9)",0.014
"(0.2, 1.0)",0.06
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.016
"(0.3, 0.2)",-0.046
"(0.3, 0.3)",-0.072
"(0.3, 0.4)",-0.018
"(0.3, 0.5)",-0.04
"(0.3, 0.6)",-0.032
"(0.3, 0.7)",-0.056
"(0.3, 0.8)",-0.016
"(0.3, 0.9)",-0.03
"(0.3, 1.0)",-0.022
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.024
"(0.4, 0.2)",-0.052
"(0.4, 0.3)",-0.01
"(0.4, 0.4)",-0.03
"(0.4, 0.5)",-0.056
"(0.4, 0.6)",-0.016
"(0.4, 0.7)",-0.022
"(0.4, 0.8)",0.036
"(0.4, 0.9)",-0.082
"(0.4, 1.0)",0.01
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.016
"(0.5, 0.2)",-0.042
"(0.5, 0.3)",-0.05
"(0.5, 0.4)",-0.062
"(0.5, 0.5)",-0.03
"(0.5, 0.6)",-0.02
"(0.5, 0.7)",-0.072
"(0.5, 0.8)",0.002
"(0.5, 0.9)",-0.004
"(0.5, 1.0)",-0.032
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.06
"(0.6, 0.2)",-0.02
"(0.6, 0.3)",-0.068
"(0.6, 0.4)",-0.05
"(0.6, 0.5)",-0.058
"(0.6, 0.6)",-0.032
"(0.6, 0.7)",0.034
"(0.6, 0.8)",0.008
"(0.6, 0.9)",-0.062
"(0.6, 1.0)",0.018
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.028
"(0.7, 0.2)",0.016
"(0.7, 0.3)",-0.02
"(0.7, 0.4)",-0.078
"(0.7, 0.5)",-0.082
"(0.7, 0.6)",-0.076
"(0.7, 0.7)",0.002
"(0.7, 0.8)",-0.034
"(0.7, 0.9)",-0.022
"(0.7, 1.0)",-0.044
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.074
"(0.8, 0.2)",-0.046
"(0.8, 0.3)",0
"(0.8, 0.4)",-0.042
"(0.8, 0.5)",-0.032
"(0.8, 0.6)",-0.054
"(0.8, 0.7)",-0.036
"(0.8, 0.8)",-0.02
"(0.8, 0.9)",-0.056
"(0.8, 1.0)",-0.018
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.06
"(0.9, 0.2)",-0.11
"(0.9, 0.3)",-0.062
"(0.9, 0.4)",-0.052
"(0.9, 0.5)",-0.03
"(0.9, 0.6)",-0.058
"(0.9, 0.7)",0.01
"(0.9, 0.8)",0.032
"(0.9, 0.9)",-0.048
"(0.9, 1.0)",0.008
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.074
"(1.0, 0.2)",-0.026
"(1.0, 0.3)",-0.038
"(1.0, 0.4)",-0.052
"(1.0, 0.5)",-0.044
"(1.0, 0.6)",-0.022
"(1.0, 0.7)",0.006
"(1.0, 0.8)",-0.002
"(1.0, 0.9)",0.002
"(1.0, 1.0)",-0.024
