"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.022
"(0.0, 0.2)",-0.06
"(0.0, 0.3)",-0.074
"(0.0, 0.4)",-0.024
"(0.0, 0.5)",-0.04
"(0.0, 0.6)",0.008
"(0.0, 0.7)",0.066
"(0.0, 0.8)",-0.018
"(0.0, 0.9)",0.014
"(0.0, 1.0)",-0.012
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.032
"(0.1, 0.2)",-0.102
"(0.1, 0.3)",-0.086
"(0.1, 0.4)",-0.042
"(0.1, 0.5)",-0.05
"(0.1, 0.6)",-0.026
"(0.1, 0.7)",-0.038
"(0.1, 0.8)",-0.02
"(0.1, 0.9)",0.004
"(0.1, 1.0)",-0.01
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.064
"(0.2, 0.2)",-0.08
"(0.2, 0.3)",-0.022
"(0.2, 0.4)",-0.068
"(0.2, 0.5)",-0.04
"(0.2, 0.6)",-0.004
"(0.2, 0.7)",-0.03
"(0.2, 0.8)",-0.052
"(0.2, 0.9)",0.014
"(0.2, 1.0)",-0.022
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.016
"(0.3, 0.2)",-0.052
"(0.3, 0.3)",-0.074
"(0.3, 0.4)",-0.074
"(0.3, 0.5)",0.01
"(0.3, 0.6)",-0.038
"(0.3, 0.7)",-0.008
"(0.3, 0.8)",0
"(0.3, 0.9)",-0.024
"(0.3, 1.0)",-0.014
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.08
"(0.4, 0.2)",-0.05
"(0.4, 0.3)",-0.074
"(0.4, 0.4)",-0.082
"(0.4, 0.5)",-0.038
"(0.4, 0.6)",-0.036
"(0.4, 0.7)",-0.008
"(0.4, 0.8)",-0.012
"(0.4, 0.9)",-0.032
"(0.4, 1.0)",0.026
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.044
"(0.5, 0.2)",-0.082
"(0.5, 0.3)",-0.054
"(0.5, 0.4)",-0.036
"(0.5, 0.5)",0.042
"(0.5, 0.6)",-0.012
"(0.5, 0.7)",0.006
"(0.5, 0.8)",-0.024
"(0.5, 0.9)",-0.02
"(0.5, 1.0)",-0.032
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.036
"(0.6, 0.2)",-0.03
"(0.6, 0.3)",-0.16
"(0.6, 0.4)",-0.05
"(0.6, 0.5)",-0.048
"(0.6, 0.6)",-0.056
"(0.6, 0.7)",0.04
"(0.6, 0.8)",-0.016
"(0.6, 0.9)",-0.02
"(0.6, 1.0)",-0.008
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.052
"(0.7, 0.2)",-0.054
"(0.7, 0.3)",-0.086
"(0.7, 0.4)",-0.032
"(0.7, 0.5)",-0.022
"(0.7, 0.6)",0.034
"(0.7, 0.7)",-0.06
"(0.7, 0.8)",-0.022
"(0.7, 0.9)",0.002
"(0.7, 1.0)",-0.014
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.026
"(0.8, 0.2)",-0.048
"(0.8, 0.3)",-0.056
"(0.8, 0.4)",-0.062
"(0.8, 0.5)",-0.044
"(0.8, 0.6)",0.022
"(0.8, 0.7)",0.006
"(0.8, 0.8)",0.012
"(0.8, 0.9)",0.028
"(0.8, 1.0)",0.004
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.086
"(0.9, 0.2)",-0.088
"(0.9, 0.3)",-0.01
"(0.9, 0.4)",-0.032
"(0.9, 0.5)",-0.026
"(0.9, 0.6)",-0.082
"(0.9, 0.7)",-0.046
"(0.9, 0.8)",0.016
"(0.9, 0.9)",-0.016
"(0.9, 1.0)",0.04
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.02
"(1.0, 0.2)",-0.134
"(1.0, 0.3)",-0.06
"(1.0, 0.4)",-0.104
"(1.0, 0.5)",-0.1
"(1.0, 0.6)",-0.074
"(1.0, 0.7)",-0.05
"(1.0, 0.8)",-0.002
"(1.0, 0.9)",-0.02
"(1.0, 1.0)",0.014
