"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.026
"(0.1, 0.1)",-0.03
"(0.1, 0.2)",-0.048
"(0.1, 0.3)",-0.046
"(0.1, 0.4)",-0.024
"(0.1, 0.5)",-0.062
"(0.1, 0.6)",-0.022
"(0.1, 0.7)",-0.022
"(0.1, 0.8)",-0.054
"(0.1, 0.9)",-0.04
"(0.1, 1.0)",-0.012
"(0.2, 0.0)",-0.03
"(0.2, 0.1)",-0.03
"(0.2, 0.2)",-0.056
"(0.2, 0.3)",-0.028
"(0.2, 0.4)",-0.056
"(0.2, 0.5)",-0.018
"(0.2, 0.6)",-0.082
"(0.2, 0.7)",-0.042
"(0.2, 0.8)",-0.066
"(0.2, 0.9)",-0.06
"(0.2, 1.0)",-0.066
"(0.3, 0.0)",-0.034
"(0.3, 0.1)",-0.074
"(0.3, 0.2)",-0.014
"(0.3, 0.3)",-0.038
"(0.3, 0.4)",-0.056
"(0.3, 0.5)",-0.028
"(0.3, 0.6)",-0.038
"(0.3, 0.7)",-0.04
"(0.3, 0.8)",0.002
"(0.3, 0.9)",-0.062
"(0.3, 1.0)",-0.048
"(0.4, 0.0)",-0.004
"(0.4, 0.1)",-0.042
"(0.4, 0.2)",-0.032
"(0.4, 0.3)",-0.042
"(0.4, 0.4)",-0.062
"(0.4, 0.5)",-0.07
"(0.4, 0.6)",-0.05
"(0.4, 0.7)",-0.034
"(0.4, 0.8)",-0.054
"(0.4, 0.9)",-0.04
"(0.4, 1.0)",-0.022
"(0.5, 0.0)",-0.024
"(0.5, 0.1)",-0.014
"(0.5, 0.2)",-0.058
"(0.5, 0.3)",-0.062
"(0.5, 0.4)",-0.066
"(0.5, 0.5)",-0.096
"(0.5, 0.6)",-0.038
"(0.5, 0.7)",-0.082
"(0.5, 0.8)",-0.074
"(0.5, 0.9)",-0.124
"(0.5, 1.0)",-0.032
"(0.6, 0.0)",-0.024
"(0.6, 0.1)",-0.058
"(0.6, 0.2)",-0.086
"(0.6, 0.3)",-0.006
"(0.6, 0.4)",-0.038
"(0.6, 0.5)",-0.048
"(0.6, 0.6)",-0.076
"(0.6, 0.7)",-0.016
"(0.6, 0.8)",-0.046
"(0.6, 0.9)",-0.018
"(0.6, 1.0)",-0.044
"(0.7, 0.0)",-0.004
"(0.7, 0.1)",-0.068
"(0.7, 0.2)",-0.06
"(0.7, 0.3)",0.026
"(0.7, 0.4)",-0.01
"(0.7, 0.5)",-0.046
"(0.7, 0.6)",-0.066
"(0.7, 0.7)",-0.112
"(0.7, 0.8)",-0.032
"(0.7, 0.9)",0.004
"(0.7, 1.0)",-0.036
"(0.8, 0.0)",-0.066
"(0.8, 0.1)",0.06
"(0.8, 0.2)",-0.06
"(0.8, 0.3)",-0.036
"(0.8, 0.4)",-0.036
"(0.8, 0.5)",-0.048
"(0.8, 0.6)",-0.008
"(0.8, 0.7)",-0.038
"(0.8, 0.8)",0.046
"(0.8, 0.9)",0.006
"(0.8, 1.0)",-0.006
"(0.9, 0.0)",0.07
"(0.9, 0.1)",0.012
"(0.9, 0.2)",-0.082
"(0.9, 0.3)",-0.106
"(0.9, 0.4)",-0.052
"(0.9, 0.5)",-0.01
"(0.9, 0.6)",0.024
"(0.9, 0.7)",-0.138
"(0.9, 0.8)",0.046
"(0.9, 0.9)",-0.05
"(0.9, 1.0)",-0.02
"(1.0, 0.0)",0.04
"(1.0, 0.1)",0.008
"(1.0, 0.2)",-0.008
"(1.0, 0.3)",-0.006
"(1.0, 0.4)",-0.018
"(1.0, 0.5)",-0.044
"(1.0, 0.6)",-0.06
"(1.0, 0.7)",-0.006
"(1.0, 0.8)",0.022
"(1.0, 0.9)",0.02
"(1.0, 1.0)",-0.028
