"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.01
"(0.1, 0.1)",0.016
"(0.1, 0.2)",0
"(0.1, 0.3)",0.004
"(0.1, 0.4)",0.016
"(0.1, 0.5)",0.004
"(0.1, 0.6)",0.004
"(0.1, 0.7)",0
"(0.1, 0.8)",0.008
"(0.1, 0.9)",-0.008
"(0.1, 1.0)",0.008
"(0.2, 0.0)",0.008
"(0.2, 0.1)",-0.034
"(0.2, 0.2)",-0.006
"(0.2, 0.3)",-0.018
"(0.2, 0.4)",0.006
"(0.2, 0.5)",-0.026
"(0.2, 0.6)",0.01
"(0.2, 0.7)",-0.028
"(0.2, 0.8)",-0.022
"(0.2, 0.9)",-0.028
"(0.2, 1.0)",-0.012
"(0.3, 0.0)",-0.006
"(0.3, 0.1)",-0.008
"(0.3, 0.2)",-0.002
"(0.3, 0.3)",-0.006
"(0.3, 0.4)",-0.01
"(0.3, 0.5)",-0.012
"(0.3, 0.6)",-0.006
"(0.3, 0.7)",-0.03
"(0.3, 0.8)",0.014
"(0.3, 0.9)",-0.024
"(0.3, 1.0)",-0.002
"(0.4, 0.0)",0.004
"(0.4, 0.1)",-0.03
"(0.4, 0.2)",-0.028
"(0.4, 0.3)",-0.026
"(0.4, 0.4)",-0.026
"(0.4, 0.5)",0.016
"(0.4, 0.6)",-0.052
"(0.4, 0.7)",-0.01
"(0.4, 0.8)",-0.016
"(0.4, 0.9)",-0.012
"(0.4, 1.0)",-0.01
"(0.5, 0.0)",-0.008
"(0.5, 0.1)",-0.038
"(0.5, 0.2)",-0.034
"(0.5, 0.3)",-0.038
"(0.5, 0.4)",-0.006
"(0.5, 0.5)",0.014
"(0.5, 0.6)",-0.04
"(0.5, 0.7)",-0.024
"(0.5, 0.8)",-0.03
"(0.5, 0.9)",-0.004
"(0.5, 1.0)",-0.016
"(0.6, 0.0)",0.022
"(0.6, 0.1)",-0.016
"(0.6, 0.2)",-0.052
"(0.6, 0.3)",-0.082
"(0.6, 0.4)",-0.062
"(0.6, 0.5)",-0.126
"(0.6, 0.6)",-0.068
"(0.6, 0.7)",-0.044
"(0.6, 0.8)",-0.074
"(0.6, 0.9)",-0.012
"(0.6, 1.0)",-0.058
"(0.7, 0.0)",-0.038
"(0.7, 0.1)",-0.1
"(0.7, 0.2)",-0.076
"(0.7, 0.3)",-0.124
"(0.7, 0.4)",-0.14
"(0.7, 0.5)",-0.02
"(0.7, 0.6)",-0.028
"(0.7, 0.7)",-0.058
"(0.7, 0.8)",-0.062
"(0.7, 0.9)",-0.034
"(0.7, 1.0)",-0.028
"(0.8, 0.0)",-0.018
"(0.8, 0.1)",-0.09
"(0.8, 0.2)",-0.07
"(0.8, 0.3)",-0.056
"(0.8, 0.4)",-0.106
"(0.8, 0.5)",-0.056
"(0.8, 0.6)",-0.012
"(0.8, 0.7)",0.024
"(0.8, 0.8)",-0.062
"(0.8, 0.9)",-0.01
"(0.8, 1.0)",-0.042
"(0.9, 0.0)",-0.006
"(0.9, 0.1)",-0.026
"(0.9, 0.2)",-0.01
"(0.9, 0.3)",-0.056
"(0.9, 0.4)",-0.016
"(0.9, 0.5)",0.008
"(0.9, 0.6)",-0.038
"(0.9, 0.7)",-0.072
"(0.9, 0.8)",-0.092
"(0.9, 0.9)",-0.004
"(0.9, 1.0)",-0.012
"(1.0, 0.0)",-0.002
"(1.0, 0.1)",-0.03
"(1.0, 0.2)",-0.028
"(1.0, 0.3)",-0.046
"(1.0, 0.4)",-0.058
"(1.0, 0.5)",-0.024
"(1.0, 0.6)",-0.056
"(1.0, 0.7)",0.034
"(1.0, 0.8)",0.04
"(1.0, 0.9)",-0.004
"(1.0, 1.0)",-0.052
