"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0.008
"(0.1, 0.1)",0.012
"(0.1, 0.2)",0.004
"(0.1, 0.3)",0.004
"(0.1, 0.4)",-0.012
"(0.1, 0.5)",0.01
"(0.1, 0.6)",-0.032
"(0.1, 0.7)",-0.022
"(0.1, 0.8)",-0.012
"(0.1, 0.9)",0.004
"(0.1, 1.0)",-0.01
"(0.2, 0.0)",-0.006
"(0.2, 0.1)",-0.014
"(0.2, 0.2)",0.016
"(0.2, 0.3)",0.032
"(0.2, 0.4)",-0.026
"(0.2, 0.5)",0.024
"(0.2, 0.6)",-0.006
"(0.2, 0.7)",0.01
"(0.2, 0.8)",-0.022
"(0.2, 0.9)",0.004
"(0.2, 1.0)",0.012
"(0.3, 0.0)",-0.004
"(0.3, 0.1)",-0.024
"(0.3, 0.2)",-0.036
"(0.3, 0.3)",-0.012
"(0.3, 0.4)",-0.02
"(0.3, 0.5)",-0.014
"(0.3, 0.6)",-0.03
"(0.3, 0.7)",-0.016
"(0.3, 0.8)",-0.048
"(0.3, 0.9)",-0.004
"(0.3, 1.0)",-0.05
"(0.4, 0.0)",-0.012
"(0.4, 0.1)",-0.004
"(0.4, 0.2)",-0.046
"(0.4, 0.3)",-0.008
"(0.4, 0.4)",-0.002
"(0.4, 0.5)",-0.034
"(0.4, 0.6)",-0.02
"(0.4, 0.7)",-0.02
"(0.4, 0.8)",-0.028
"(0.4, 0.9)",-0.026
"(0.4, 1.0)",-0.016
"(0.5, 0.0)",-0.028
"(0.5, 0.1)",-0.06
"(0.5, 0.2)",-0.002
"(0.5, 0.3)",-0.024
"(0.5, 0.4)",-0.05
"(0.5, 0.5)",0.054
"(0.5, 0.6)",-0.046
"(0.5, 0.7)",-0.05
"(0.5, 0.8)",-0.006
"(0.5, 0.9)",-0.034
"(0.5, 1.0)",-0.024
"(0.6, 0.0)",-0.032
"(0.6, 0.1)",0.002
"(0.6, 0.2)",0
"(0.6, 0.3)",-0.02
"(0.6, 0.4)",0.018
"(0.6, 0.5)",-0.038
"(0.6, 0.6)",-0.032
"(0.6, 0.7)",-0.03
"(0.6, 0.8)",-0.022
"(0.6, 0.9)",-0.034
"(0.6, 1.0)",-0.012
"(0.7, 0.0)",0.014
"(0.7, 0.1)",-0.066
"(0.7, 0.2)",-0.072
"(0.7, 0.3)",-0.004
"(0.7, 0.4)",-0.012
"(0.7, 0.5)",0.03
"(0.7, 0.6)",-0.02
"(0.7, 0.7)",-0.086
"(0.7, 0.8)",-0.054
"(0.7, 0.9)",-0.088
"(0.7, 1.0)",0.002
"(0.8, 0.0)",0.004
"(0.8, 0.1)",-0.018
"(0.8, 0.2)",0.016
"(0.8, 0.3)",-0.062
"(0.8, 0.4)",-0.034
"(0.8, 0.5)",0.004
"(0.8, 0.6)",-0.028
"(0.8, 0.7)",-0.156
"(0.8, 0.8)",-0.086
"(0.8, 0.9)",-0.042
"(0.8, 1.0)",-0.024
"(0.9, 0.0)",-0.022
"(0.9, 0.1)",-0.03
"(0.9, 0.2)",0.002
"(0.9, 0.3)",-0.052
"(0.9, 0.4)",-0.012
"(0.9, 0.5)",0.056
"(0.9, 0.6)",0.008
"(0.9, 0.7)",-0.014
"(0.9, 0.8)",-0.094
"(0.9, 0.9)",-0.046
"(0.9, 1.0)",0.008
"(1.0, 0.0)",0.018
"(1.0, 0.1)",0.042
"(1.0, 0.2)",-0.068
"(1.0, 0.3)",0.102
"(1.0, 0.4)",-0.014
"(1.0, 0.5)",-0.072
"(1.0, 0.6)",0.02
"(1.0, 0.7)",-0.046
"(1.0, 0.8)",-0.002
"(1.0, 0.9)",-0.016
"(1.0, 1.0)",0.008
