"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.032
"(0.1, 0.1)",-0.004
"(0.1, 0.2)",-0.016
"(0.1, 0.3)",-0.034
"(0.1, 0.4)",-0.024
"(0.1, 0.5)",-0.042
"(0.1, 0.6)",-0.048
"(0.1, 0.7)",-0.06
"(0.1, 0.8)",-0.044
"(0.1, 0.9)",-0.038
"(0.1, 1.0)",-0.012
"(0.2, 0.0)",-0.006
"(0.2, 0.1)",-0.03
"(0.2, 0.2)",-0.012
"(0.2, 0.3)",-0.016
"(0.2, 0.4)",-0.046
"(0.2, 0.5)",-0.056
"(0.2, 0.6)",-0.012
"(0.2, 0.7)",-0.03
"(0.2, 0.8)",-0.05
"(0.2, 0.9)",-0.03
"(0.2, 1.0)",-0.032
"(0.3, 0.0)",-0.018
"(0.3, 0.1)",-0.034
"(0.3, 0.2)",0.01
"(0.3, 0.3)",-0.022
"(0.3, 0.4)",-0.072
"(0.3, 0.5)",-0.064
"(0.3, 0.6)",-0.054
"(0.3, 0.7)",-0.032
"(0.3, 0.8)",-0.056
"(0.3, 0.9)",-0.05
"(0.3, 1.0)",-0.034
"(0.4, 0.0)",-0.024
"(0.4, 0.1)",-0.048
"(0.4, 0.2)",-0.068
"(0.4, 0.3)",-0.068
"(0.4, 0.4)",-0.09
"(0.4, 0.5)",-0.038
"(0.4, 0.6)",-0.122
"(0.4, 0.7)",-0.064
"(0.4, 0.8)",-0.086
"(0.4, 0.9)",-0.08
"(0.4, 1.0)",-0.046
"(0.5, 0.0)",-0.068
"(0.5, 0.1)",-0.03
"(0.5, 0.2)",-0.058
"(0.5, 0.3)",-0.064
"(0.5, 0.4)",-0.094
"(0.5, 0.5)",-0.078
"(0.5, 0.6)",-0.052
"(0.5, 0.7)",0.016
"(0.5, 0.8)",-0.04
"(0.5, 0.9)",0.006
"(0.5, 1.0)",-0.058
"(0.6, 0.0)",-0.006
"(0.6, 0.1)",-0.042
"(0.6, 0.2)",-0.046
"(0.6, 0.3)",-0.052
"(0.6, 0.4)",-0.102
"(0.6, 0.5)",-0.126
"(0.6, 0.6)",-0.078
"(0.6, 0.7)",-0.044
"(0.6, 0.8)",-0.04
"(0.6, 0.9)",-0.044
"(0.6, 1.0)",0.012
"(0.7, 0.0)",-0.04
"(0.7, 0.1)",-0.13
"(0.7, 0.2)",-0.038
"(0.7, 0.3)",-0.048
"(0.7, 0.4)",-0.062
"(0.7, 0.5)",-0.084
"(0.7, 0.6)",-0.06
"(0.7, 0.7)",-0.04
"(0.7, 0.8)",-0.114
"(0.7, 0.9)",-0.054
"(0.7, 1.0)",-0.062
"(0.8, 0.0)",0.018
"(0.8, 0.1)",-0.042
"(0.8, 0.2)",-0.086
"(0.8, 0.3)",-0.028
"(0.8, 0.4)",-0.066
"(0.8, 0.5)",-0.062
"(0.8, 0.6)",-0.002
"(0.8, 0.7)",-0.084
"(0.8, 0.8)",-0.088
"(0.8, 0.9)",-0.138
"(0.8, 1.0)",-0.062
"(0.9, 0.0)",-0.054
"(0.9, 0.1)",-0.06
"(0.9, 0.2)",-0.02
"(0.9, 0.3)",-0.086
"(0.9, 0.4)",-0.08
"(0.9, 0.5)",-0.038
"(0.9, 0.6)",-0.092
"(0.9, 0.7)",0.002
"(0.9, 0.8)",-0.032
"(0.9, 0.9)",0.008
"(0.9, 1.0)",-0.054
"(1.0, 0.0)",0.002
"(1.0, 0.1)",-0.064
"(1.0, 0.2)",-0.034
"(1.0, 0.3)",0.032
"(1.0, 0.4)",0.014
"(1.0, 0.5)",-0.032
"(1.0, 0.6)",-0.06
"(1.0, 0.7)",-0.018
"(1.0, 0.8)",-0.048
"(1.0, 0.9)",-0.004
"(1.0, 1.0)",-0.088
