"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.028
"(0.1, 0.1)",-0.034
"(0.1, 0.2)",-0.032
"(0.1, 0.3)",-0.024
"(0.1, 0.4)",-0.036
"(0.1, 0.5)",-0.018
"(0.1, 0.6)",-0.08
"(0.1, 0.7)",-0.032
"(0.1, 0.8)",-0.044
"(0.1, 0.9)",-0.028
"(0.1, 1.0)",-0.026
"(0.2, 0.0)",-0.038
"(0.2, 0.1)",-0.044
"(0.2, 0.2)",-0.044
"(0.2, 0.3)",-0.024
"(0.2, 0.4)",-0.052
"(0.2, 0.5)",-0.026
"(0.2, 0.6)",-0.064
"(0.2, 0.7)",-0.04
"(0.2, 0.8)",-0.032
"(0.2, 0.9)",-0.062
"(0.2, 1.0)",-0.032
"(0.3, 0.0)",-0.034
"(0.3, 0.1)",-0.034
"(0.3, 0.2)",-0.032
"(0.3, 0.3)",-0.056
"(0.3, 0.4)",-0.04
"(0.3, 0.5)",-0.062
"(0.3, 0.6)",-0.082
"(0.3, 0.7)",-0.028
"(0.3, 0.8)",-0.082
"(0.3, 0.9)",-0.036
"(0.3, 1.0)",-0.042
"(0.4, 0.0)",-0.03
"(0.4, 0.1)",-0.012
"(0.4, 0.2)",-0.056
"(0.4, 0.3)",-0.02
"(0.4, 0.4)",-0.018
"(0.4, 0.5)",-0.102
"(0.4, 0.6)",-0.058
"(0.4, 0.7)",-0.064
"(0.4, 0.8)",0.01
"(0.4, 0.9)",-0.026
"(0.4, 1.0)",-0.03
"(0.5, 0.0)",-0.01
"(0.5, 0.1)",-0.048
"(0.5, 0.2)",-0.01
"(0.5, 0.3)",-0.074
"(0.5, 0.4)",-0.048
"(0.5, 0.5)",-0.056
"(0.5, 0.6)",-0.048
"(0.5, 0.7)",-0.048
"(0.5, 0.8)",-0.062
"(0.5, 0.9)",-0.068
"(0.5, 1.0)",-0.03
"(0.6, 0.0)",-0.028
"(0.6, 0.1)",-0.058
"(0.6, 0.2)",-0.058
"(0.6, 0.3)",-0.112
"(0.6, 0.4)",-0.14
"(0.6, 0.5)",-0.032
"(0.6, 0.6)",-0.012
"(0.6, 0.7)",-0.076
"(0.6, 0.8)",0.026
"(0.6, 0.9)",-0.044
"(0.6, 1.0)",-0.064
"(0.7, 0.0)",0.002
"(0.7, 0.1)",-0.072
"(0.7, 0.2)",-0.094
"(0.7, 0.3)",-0.078
"(0.7, 0.4)",-0.098
"(0.7, 0.5)",-0.04
"(0.7, 0.6)",-0.028
"(0.7, 0.7)",-0.108
"(0.7, 0.8)",-0.016
"(0.7, 0.9)",-0.056
"(0.7, 1.0)",0.008
"(0.8, 0.0)",0.02
"(0.8, 0.1)",-0.08
"(0.8, 0.2)",-0.088
"(0.8, 0.3)",-0.086
"(0.8, 0.4)",-0.14
"(0.8, 0.5)",-0.018
"(0.8, 0.6)",-0.022
"(0.8, 0.7)",-0.08
"(0.8, 0.8)",0.01
"(0.8, 0.9)",-0.014
"(0.8, 1.0)",-0.056
"(0.9, 0.0)",0.002
"(0.9, 0.1)",-0.02
"(0.9, 0.2)",-0.006
"(0.9, 0.3)",-0.036
"(0.9, 0.4)",-0.062
"(0.9, 0.5)",0.006
"(0.9, 0.6)",-0.028
"(0.9, 0.7)",-0.086
"(0.9, 0.8)",-0.084
"(0.9, 0.9)",0
"(0.9, 1.0)",-0.002
"(1.0, 0.0)",-0.006
"(1.0, 0.1)",-0.06
"(1.0, 0.2)",0.02
"(1.0, 0.3)",-0.06
"(1.0, 0.4)",0.004
"(1.0, 0.5)",-0.08
"(1.0, 0.6)",0.046
"(1.0, 0.7)",0.054
"(1.0, 0.8)",-0.018
"(1.0, 0.9)",-0.008
"(1.0, 1.0)",0.028
