"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.008
"(0.1, 0.1)",0.006
"(0.1, 0.2)",0.004
"(0.1, 0.3)",0.004
"(0.1, 0.4)",-0.016
"(0.1, 0.5)",-0.02
"(0.1, 0.6)",-0.022
"(0.1, 0.7)",0
"(0.1, 0.8)",-0.012
"(0.1, 0.9)",-0.018
"(0.1, 1.0)",-0.002
"(0.2, 0.0)",0.026
"(0.2, 0.1)",-0.026
"(0.2, 0.2)",0.022
"(0.2, 0.3)",-0.01
"(0.2, 0.4)",0.008
"(0.2, 0.5)",-0.006
"(0.2, 0.6)",0.018
"(0.2, 0.7)",0.014
"(0.2, 0.8)",-0.004
"(0.2, 0.9)",-0.028
"(0.2, 1.0)",-0.012
"(0.3, 0.0)",0.004
"(0.3, 0.1)",-0.002
"(0.3, 0.2)",-0.012
"(0.3, 0.3)",-0.018
"(0.3, 0.4)",-0.038
"(0.3, 0.5)",-0.012
"(0.3, 0.6)",-0.056
"(0.3, 0.7)",-0.014
"(0.3, 0.8)",-0.004
"(0.3, 0.9)",0.012
"(0.3, 1.0)",-0.026
"(0.4, 0.0)",-0.004
"(0.4, 0.1)",-0.008
"(0.4, 0.2)",-0.04
"(0.4, 0.3)",-0.016
"(0.4, 0.4)",-0.038
"(0.4, 0.5)",-0.034
"(0.4, 0.6)",-0.01
"(0.4, 0.7)",-0.004
"(0.4, 0.8)",0
"(0.4, 0.9)",-0.054
"(0.4, 1.0)",0.006
"(0.5, 0.0)",-0.018
"(0.5, 0.1)",-0.008
"(0.5, 0.2)",-0.01
"(0.5, 0.3)",-0.022
"(0.5, 0.4)",-0.026
"(0.5, 0.5)",-0.044
"(0.5, 0.6)",-0.044
"(0.5, 0.7)",-0.024
"(0.5, 0.8)",-0.008
"(0.5, 0.9)",-0.052
"(0.5, 1.0)",-0.062
"(0.6, 0.0)",0.034
"(0.6, 0.1)",-0.06
"(0.6, 0.2)",-0.046
"(0.6, 0.3)",0.018
"(0.6, 0.4)",-0.002
"(0.6, 0.5)",-0.034
"(0.6, 0.6)",-0.01
"(0.6, 0.7)",-0.026
"(0.6, 0.8)",-0.024
"(0.6, 0.9)",-0.06
"(0.6, 1.0)",-0.046
"(0.7, 0.0)",0.002
"(0.7, 0.1)",-0.008
"(0.7, 0.2)",-0.036
"(0.7, 0.3)",-0.088
"(0.7, 0.4)",-0.032
"(0.7, 0.5)",0.014
"(0.7, 0.6)",-0.024
"(0.7, 0.7)",0
"(0.7, 0.8)",-0.064
"(0.7, 0.9)",-0.002
"(0.7, 1.0)",-0.074
"(0.8, 0.0)",-0.06
"(0.8, 0.1)",-0.098
"(0.8, 0.2)",-0.034
"(0.8, 0.3)",-0.002
"(0.8, 0.4)",0.018
"(0.8, 0.5)",0.048
"(0.8, 0.6)",-0.118
"(0.8, 0.7)",-0.044
"(0.8, 0.8)",-0.042
"(0.8, 0.9)",0.058
"(0.8, 1.0)",0.028
"(0.9, 0.0)",-0.012
"(0.9, 0.1)",-0.048
"(0.9, 0.2)",0.014
"(0.9, 0.3)",-0.016
"(0.9, 0.4)",-0.028
"(0.9, 0.5)",-0.062
"(0.9, 0.6)",-0.078
"(0.9, 0.7)",0.002
"(0.9, 0.8)",-0.066
"(0.9, 0.9)",0.006
"(0.9, 1.0)",-0.04
"(1.0, 0.0)",-0.072
"(1.0, 0.1)",-0.004
"(1.0, 0.2)",-0.004
"(1.0, 0.3)",-0.04
"(1.0, 0.4)",-0.018
"(1.0, 0.5)",-0.082
"(1.0, 0.6)",-0.012
"(1.0, 0.7)",0.006
"(1.0, 0.8)",-0.01
"(1.0, 0.9)",-0.01
"(1.0, 1.0)",-0.058
