"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.054
"(0.0, 0.2)",-0.036
"(0.0, 0.3)",-0.074
"(0.0, 0.4)",-0.008
"(0.0, 0.5)",-0.052
"(0.0, 0.6)",-0.016
"(0.0, 0.7)",-0.024
"(0.0, 0.8)",-0.002
"(0.0, 0.9)",0.02
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.024
"(0.1, 0.2)",-0.06
"(0.1, 0.3)",-0.046
"(0.1, 0.4)",-0.05
"(0.1, 0.5)",-0.016
"(0.1, 0.6)",-0.066
"(0.1, 0.7)",-0.046
"(0.1, 0.8)",0.028
"(0.1, 0.9)",-0.028
"(0.1, 1.0)",-0.02
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.066
"(0.2, 0.2)",-0.038
"(0.2, 0.3)",-0.056
"(0.2, 0.4)",-0.05
"(0.2, 0.5)",-0.004
"(0.2, 0.6)",-0.032
"(0.2, 0.7)",-0.002
"(0.2, 0.8)",0.016
"(0.2, 0.9)",-0.02
"(0.2, 1.0)",0
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.08
"(0.3, 0.2)",-0.08
"(0.3, 0.3)",-0.04
"(0.3, 0.4)",-0.064
"(0.3, 0.5)",-0.064
"(0.3, 0.6)",-0.112
"(0.3, 0.7)",-0.044
"(0.3, 0.8)",0
"(0.3, 0.9)",-0.052
"(0.3, 1.0)",-0.01
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.042
"(0.4, 0.2)",-0.064
"(0.4, 0.3)",-0.094
"(0.4, 0.4)",-0.058
"(0.4, 0.5)",-0.036
"(0.4, 0.6)",0.01
"(0.4, 0.7)",-0.042
"(0.4, 0.8)",-0.026
"(0.4, 0.9)",-0.03
"(0.4, 1.0)",-0.016
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.052
"(0.5, 0.2)",-0.076
"(0.5, 0.3)",-0.048
"(0.5, 0.4)",-0.056
"(0.5, 0.5)",-0.064
"(0.5, 0.6)",-0.034
"(0.5, 0.7)",-0.092
"(0.5, 0.8)",0.032
"(0.5, 0.9)",-0.002
"(0.5, 1.0)",-0.07
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.028
"(0.6, 0.2)",-0.06
"(0.6, 0.3)",0.006
"(0.6, 0.4)",-0.062
"(0.6, 0.5)",-0.036
"(0.6, 0.6)",-0.016
"(0.6, 0.7)",-0.008
"(0.6, 0.8)",-0.122
"(0.6, 0.9)",-0.042
"(0.6, 1.0)",-0.054
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.048
"(0.7, 0.2)",-0.046
"(0.7, 0.3)",-0.026
"(0.7, 0.4)",-0.064
"(0.7, 0.5)",-0.046
"(0.7, 0.6)",0.012
"(0.7, 0.7)",-0.07
"(0.7, 0.8)",-0.062
"(0.7, 0.9)",-0.008
"(0.7, 1.0)",-0.038
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.086
"(0.8, 0.2)",-0.026
"(0.8, 0.3)",-0.084
"(0.8, 0.4)",-0.068
"(0.8, 0.5)",0.018
"(0.8, 0.6)",0.076
"(0.8, 0.7)",-0.038
"(0.8, 0.8)",0.058
"(0.8, 0.9)",-0.004
"(0.8, 1.0)",0.01
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.06
"(0.9, 0.2)",-0.114
"(0.9, 0.3)",-0.052
"(0.9, 0.4)",-0.142
"(0.9, 0.5)",-0.072
"(0.9, 0.6)",-0.074
"(0.9, 0.7)",0.02
"(0.9, 0.8)",-0.038
"(0.9, 0.9)",0.048
"(0.9, 1.0)",-0.024
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.028
"(1.0, 0.2)",-0.048
"(1.0, 0.3)",-0.016
"(1.0, 0.4)",-0.086
"(1.0, 0.5)",-0.11
"(1.0, 0.6)",0.026
"(1.0, 0.7)",-0.026
"(1.0, 0.8)",-0.05
"(1.0, 0.9)",0
"(1.0, 1.0)",-0.022
