"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.01
"(0.1, 0.1)",-0.032
"(0.1, 0.2)",0.006
"(0.1, 0.3)",-0.006
"(0.1, 0.4)",0.01
"(0.1, 0.5)",-0.022
"(0.1, 0.6)",0
"(0.1, 0.7)",0.046
"(0.1, 0.8)",0
"(0.1, 0.9)",0.004
"(0.1, 1.0)",-0.008
"(0.2, 0.0)",0.016
"(0.2, 0.1)",-0.008
"(0.2, 0.2)",-0.04
"(0.2, 0.3)",0.004
"(0.2, 0.4)",-0.014
"(0.2, 0.5)",-0.042
"(0.2, 0.6)",-0.002
"(0.2, 0.7)",0.002
"(0.2, 0.8)",-0.03
"(0.2, 0.9)",-0.004
"(0.2, 1.0)",-0.022
"(0.3, 0.0)",-0.03
"(0.3, 0.1)",-0.006
"(0.3, 0.2)",-0.01
"(0.3, 0.3)",-0.05
"(0.3, 0.4)",-0.042
"(0.3, 0.5)",-0.022
"(0.3, 0.6)",-0.018
"(0.3, 0.7)",-0.01
"(0.3, 0.8)",-0.002
"(0.3, 0.9)",0
"(0.3, 1.0)",0.006
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.03
"(0.4, 0.2)",-0.04
"(0.4, 0.3)",-0.018
"(0.4, 0.4)",-0.048
"(0.4, 0.5)",-0.046
"(0.4, 0.6)",-0.024
"(0.4, 0.7)",-0.034
"(0.4, 0.8)",0.026
"(0.4, 0.9)",-0.012
"(0.4, 1.0)",-0.004
"(0.5, 0.0)",-0.006
"(0.5, 0.1)",-0.084
"(0.5, 0.2)",-0.046
"(0.5, 0.3)",-0.026
"(0.5, 0.4)",-0.032
"(0.5, 0.5)",-0.042
"(0.5, 0.6)",-0.038
"(0.5, 0.7)",-0.084
"(0.5, 0.8)",0.014
"(0.5, 0.9)",-0.036
"(0.5, 1.0)",0.018
"(0.6, 0.0)",-0.016
"(0.6, 0.1)",-0.046
"(0.6, 0.2)",-0.028
"(0.6, 0.3)",-0.136
"(0.6, 0.4)",-0.054
"(0.6, 0.5)",-0.082
"(0.6, 0.6)",-0.088
"(0.6, 0.7)",0.004
"(0.6, 0.8)",-0.004
"(0.6, 0.9)",0.012
"(0.6, 1.0)",-0.074
"(0.7, 0.0)",-0.01
"(0.7, 0.1)",-0.038
"(0.7, 0.2)",-0.03
"(0.7, 0.3)",-0.058
"(0.7, 0.4)",-0.126
"(0.7, 0.5)",-0.056
"(0.7, 0.6)",-0.07
"(0.7, 0.7)",-0.084
"(0.7, 0.8)",-0.098
"(0.7, 0.9)",-0.064
"(0.7, 1.0)",-0.048
"(0.8, 0.0)",-0.014
"(0.8, 0.1)",-0.064
"(0.8, 0.2)",-0.052
"(0.8, 0.3)",-0.054
"(0.8, 0.4)",-0.058
"(0.8, 0.5)",-0.066
"(0.8, 0.6)",-0.032
"(0.8, 0.7)",-0.046
"(0.8, 0.8)",-0.04
"(0.8, 0.9)",-0.056
"(0.8, 1.0)",-0.004
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.034
"(0.9, 0.2)",-0.064
"(0.9, 0.3)",-0.02
"(0.9, 0.4)",-0.066
"(0.9, 0.5)",-0.134
"(0.9, 0.6)",0.002
"(0.9, 0.7)",0.034
"(0.9, 0.8)",-0.028
"(0.9, 0.9)",-0.058
"(0.9, 1.0)",-0.126
"(1.0, 0.0)",0.004
"(1.0, 0.1)",-0.074
"(1.0, 0.2)",-0.044
"(1.0, 0.3)",-0.036
"(1.0, 0.4)",-0.062
"(1.0, 0.5)",0.01
"(1.0, 0.6)",0.012
"(1.0, 0.7)",0.002
"(1.0, 0.8)",-0.05
"(1.0, 0.9)",0.034
"(1.0, 1.0)",0.08
