"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.094
"(0.1, 0.1)",-0.048
"(0.1, 0.2)",-0.078
"(0.1, 0.3)",-0.058
"(0.1, 0.4)",-0.062
"(0.1, 0.5)",-0.056
"(0.1, 0.6)",-0.036
"(0.1, 0.7)",-0.026
"(0.1, 0.8)",-0.03
"(0.1, 0.9)",-0.028
"(0.1, 1.0)",-0.022
"(0.2, 0.0)",-0.088
"(0.2, 0.1)",-0.116
"(0.2, 0.2)",-0.088
"(0.2, 0.3)",-0.082
"(0.2, 0.4)",-0.086
"(0.2, 0.5)",-0.052
"(0.2, 0.6)",-0.058
"(0.2, 0.7)",-0.068
"(0.2, 0.8)",-0.048
"(0.2, 0.9)",-0.02
"(0.2, 1.0)",-0.03
"(0.3, 0.0)",-0.13
"(0.3, 0.1)",-0.168
"(0.3, 0.2)",-0.102
"(0.3, 0.3)",-0.096
"(0.3, 0.4)",-0.146
"(0.3, 0.5)",-0.096
"(0.3, 0.6)",-0.144
"(0.3, 0.7)",-0.078
"(0.3, 0.8)",-0.064
"(0.3, 0.9)",-0.052
"(0.3, 1.0)",-0.026
"(0.4, 0.0)",-0.162
"(0.4, 0.1)",-0.092
"(0.4, 0.2)",-0.166
"(0.4, 0.3)",-0.174
"(0.4, 0.4)",-0.122
"(0.4, 0.5)",-0.134
"(0.4, 0.6)",-0.05
"(0.4, 0.7)",-0.058
"(0.4, 0.8)",-0.072
"(0.4, 0.9)",-0.044
"(0.4, 1.0)",-0.054
"(0.5, 0.0)",-0.074
"(0.5, 0.1)",-0.122
"(0.5, 0.2)",-0.126
"(0.5, 0.3)",-0.12
"(0.5, 0.4)",-0.108
"(0.5, 0.5)",-0.168
"(0.5, 0.6)",-0.142
"(0.5, 0.7)",-0.096
"(0.5, 0.8)",-0.1
"(0.5, 0.9)",-0.02
"(0.5, 1.0)",-0.032
"(0.6, 0.0)",-0.036
"(0.6, 0.1)",-0.068
"(0.6, 0.2)",-0.128
"(0.6, 0.3)",-0.054
"(0.6, 0.4)",-0.144
"(0.6, 0.5)",-0.136
"(0.6, 0.6)",-0.072
"(0.6, 0.7)",-0.056
"(0.6, 0.8)",-0.048
"(0.6, 0.9)",-0.04
"(0.6, 1.0)",-0.024
"(0.7, 0.0)",-0.022
"(0.7, 0.1)",-0.01
"(0.7, 0.2)",-0.058
"(0.7, 0.3)",-0.082
"(0.7, 0.4)",-0.05
"(0.7, 0.5)",-0.062
"(0.7, 0.6)",-0.086
"(0.7, 0.7)",-0.074
"(0.7, 0.8)",-0.038
"(0.7, 0.9)",-0.018
"(0.7, 1.0)",-0.046
"(0.8, 0.0)",0.006
"(0.8, 0.1)",0.008
"(0.8, 0.2)",-0.016
"(0.8, 0.3)",-0.062
"(0.8, 0.4)",-0.008
"(0.8, 0.5)",-0.02
"(0.8, 0.6)",-0.076
"(0.8, 0.7)",0.014
"(0.8, 0.8)",-0.05
"(0.8, 0.9)",0
"(0.8, 1.0)",-0.014
"(0.9, 0.0)",-0.01
"(0.9, 0.1)",-0.036
"(0.9, 0.2)",-0.008
"(0.9, 0.3)",-0.028
"(0.9, 0.4)",-0.04
"(0.9, 0.5)",0.026
"(0.9, 0.6)",-0.022
"(0.9, 0.7)",-0.08
"(0.9, 0.8)",-0.01
"(0.9, 0.9)",-0.012
"(0.9, 1.0)",0.014
"(1.0, 0.0)",-0.004
"(1.0, 0.1)",-0.044
"(1.0, 0.2)",0.034
"(1.0, 0.3)",0.004
"(1.0, 0.4)",-0.024
"(1.0, 0.5)",-0.04
"(1.0, 0.6)",0.032
"(1.0, 0.7)",0
"(1.0, 0.8)",-0.028
"(1.0, 0.9)",-0.026
"(1.0, 1.0)",-0.014
