"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.026
"(0.1, 0.1)",-0.014
"(0.1, 0.2)",-0.016
"(0.1, 0.3)",-0.018
"(0.1, 0.4)",-0.04
"(0.1, 0.5)",-0.04
"(0.1, 0.6)",-0.018
"(0.1, 0.7)",-0.004
"(0.1, 0.8)",-0.012
"(0.1, 0.9)",-0.03
"(0.1, 1.0)",-0.014
"(0.2, 0.0)",-0.014
"(0.2, 0.1)",-0.022
"(0.2, 0.2)",-0.024
"(0.2, 0.3)",0.008
"(0.2, 0.4)",-0.006
"(0.2, 0.5)",-0.022
"(0.2, 0.6)",-0.052
"(0.2, 0.7)",-0.048
"(0.2, 0.8)",-0.04
"(0.2, 0.9)",-0.042
"(0.2, 1.0)",-0.036
"(0.3, 0.0)",-0.034
"(0.3, 0.1)",-0.052
"(0.3, 0.2)",-0.064
"(0.3, 0.3)",-0.016
"(0.3, 0.4)",-0.042
"(0.3, 0.5)",-0.042
"(0.3, 0.6)",-0.064
"(0.3, 0.7)",-0.036
"(0.3, 0.8)",-0.036
"(0.3, 0.9)",-0.062
"(0.3, 1.0)",-0.02
"(0.4, 0.0)",-0.022
"(0.4, 0.1)",-0.062
"(0.4, 0.2)",-0.006
"(0.4, 0.3)",-0.036
"(0.4, 0.4)",-0.034
"(0.4, 0.5)",-0.054
"(0.4, 0.6)",-0.056
"(0.4, 0.7)",-0.078
"(0.4, 0.8)",-0.016
"(0.4, 0.9)",-0.074
"(0.4, 1.0)",-0.022
"(0.5, 0.0)",0.006
"(0.5, 0.1)",-0.032
"(0.5, 0.2)",-0.04
"(0.5, 0.3)",-0.078
"(0.5, 0.4)",-0.032
"(0.5, 0.5)",0.006
"(0.5, 0.6)",-0.048
"(0.5, 0.7)",-0.014
"(0.5, 0.8)",-0.046
"(0.5, 0.9)",-0.068
"(0.5, 1.0)",-0.056
"(0.6, 0.0)",-0.062
"(0.6, 0.1)",-0.044
"(0.6, 0.2)",-0.02
"(0.6, 0.3)",-0.116
"(0.6, 0.4)",-0.07
"(0.6, 0.5)",-0.034
"(0.6, 0.6)",-0.08
"(0.6, 0.7)",-0.092
"(0.6, 0.8)",-0.058
"(0.6, 0.9)",-0.054
"(0.6, 1.0)",-0.072
"(0.7, 0.0)",-0.104
"(0.7, 0.1)",-0.07
"(0.7, 0.2)",-0.038
"(0.7, 0.3)",-0.04
"(0.7, 0.4)",-0.034
"(0.7, 0.5)",-0.044
"(0.7, 0.6)",-0.02
"(0.7, 0.7)",-0.052
"(0.7, 0.8)",-0.048
"(0.7, 0.9)",-0.064
"(0.7, 1.0)",-0.072
"(0.8, 0.0)",-0.082
"(0.8, 0.1)",-0.072
"(0.8, 0.2)",-0.16
"(0.8, 0.3)",0
"(0.8, 0.4)",-0.044
"(0.8, 0.5)",-0.054
"(0.8, 0.6)",-0.108
"(0.8, 0.7)",-0.076
"(0.8, 0.8)",-0.14
"(0.8, 0.9)",-0.076
"(0.8, 1.0)",0.058
"(0.9, 0.0)",-0.1
"(0.9, 0.1)",0.014
"(0.9, 0.2)",-0.104
"(0.9, 0.3)",0.004
"(0.9, 0.4)",-0.004
"(0.9, 0.5)",-0.056
"(0.9, 0.6)",-0.054
"(0.9, 0.7)",-0.018
"(0.9, 0.8)",-0.048
"(0.9, 0.9)",-0.022
"(0.9, 1.0)",0.064
"(1.0, 0.0)",0.008
"(1.0, 0.1)",-0.062
"(1.0, 0.2)",-0.056
"(1.0, 0.3)",0
"(1.0, 0.4)",-0.052
"(1.0, 0.5)",-0.15
"(1.0, 0.6)",-0.044
"(1.0, 0.7)",-0.072
"(1.0, 0.8)",0.078
"(1.0, 0.9)",0.02
"(1.0, 1.0)",-0.054
