"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.032
"(0.1, 0.1)",-0.034
"(0.1, 0.2)",-0.066
"(0.1, 0.3)",-0.054
"(0.1, 0.4)",-0.056
"(0.1, 0.5)",-0.054
"(0.1, 0.6)",-0.08
"(0.1, 0.7)",-0.03
"(0.1, 0.8)",-0.062
"(0.1, 0.9)",-0.008
"(0.1, 1.0)",-0.012
"(0.2, 0.0)",-0.062
"(0.2, 0.1)",-0.05
"(0.2, 0.2)",-0.08
"(0.2, 0.3)",-0.04
"(0.2, 0.4)",-0.04
"(0.2, 0.5)",-0.098
"(0.2, 0.6)",-0.062
"(0.2, 0.7)",-0.086
"(0.2, 0.8)",-0.056
"(0.2, 0.9)",-0.04
"(0.2, 1.0)",-0.028
"(0.3, 0.0)",-0.042
"(0.3, 0.1)",-0.076
"(0.3, 0.2)",-0.12
"(0.3, 0.3)",-0.096
"(0.3, 0.4)",-0.086
"(0.3, 0.5)",-0.084
"(0.3, 0.6)",-0.072
"(0.3, 0.7)",-0.102
"(0.3, 0.8)",-0.098
"(0.3, 0.9)",-0.062
"(0.3, 1.0)",-0.074
"(0.4, 0.0)",-0.04
"(0.4, 0.1)",-0.042
"(0.4, 0.2)",-0.05
"(0.4, 0.3)",-0.094
"(0.4, 0.4)",-0.122
"(0.4, 0.5)",-0.048
"(0.4, 0.6)",-0.076
"(0.4, 0.7)",-0.072
"(0.4, 0.8)",-0.022
"(0.4, 0.9)",-0.052
"(0.4, 1.0)",-0.084
"(0.5, 0.0)",-0.006
"(0.5, 0.1)",-0.06
"(0.5, 0.2)",-0.11
"(0.5, 0.3)",-0.078
"(0.5, 0.4)",-0.056
"(0.5, 0.5)",-0.026
"(0.5, 0.6)",-0.09
"(0.5, 0.7)",-0.048
"(0.5, 0.8)",-0.062
"(0.5, 0.9)",-0.048
"(0.5, 1.0)",-0.078
"(0.6, 0.0)",-0.024
"(0.6, 0.1)",-0.008
"(0.6, 0.2)",-0.096
"(0.6, 0.3)",-0.1
"(0.6, 0.4)",-0.09
"(0.6, 0.5)",-0.03
"(0.6, 0.6)",0.004
"(0.6, 0.7)",-0.044
"(0.6, 0.8)",-0.11
"(0.6, 0.9)",-0.054
"(0.6, 1.0)",-0.058
"(0.7, 0.0)",-0.024
"(0.7, 0.1)",-0.054
"(0.7, 0.2)",-0.036
"(0.7, 0.3)",-0.046
"(0.7, 0.4)",-0.112
"(0.7, 0.5)",-0.058
"(0.7, 0.6)",-0.086
"(0.7, 0.7)",0.028
"(0.7, 0.8)",-0.094
"(0.7, 0.9)",-0.046
"(0.7, 1.0)",-0.052
"(0.8, 0.0)",0.004
"(0.8, 0.1)",-0.064
"(0.8, 0.2)",-0.038
"(0.8, 0.3)",-0.05
"(0.8, 0.4)",-0.088
"(0.8, 0.5)",-0.076
"(0.8, 0.6)",-0.134
"(0.8, 0.7)",0.012
"(0.8, 0.8)",0.05
"(0.8, 0.9)",-0.008
"(0.8, 1.0)",-0.064
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.072
"(0.9, 0.2)",-0.072
"(0.9, 0.3)",-0.072
"(0.9, 0.4)",-0.122
"(0.9, 0.5)",-0.036
"(0.9, 0.6)",-0.052
"(0.9, 0.7)",-0.008
"(0.9, 0.8)",-0.056
"(0.9, 0.9)",-0.054
"(0.9, 1.0)",-0.058
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.02
"(1.0, 0.2)",-0.042
"(1.0, 0.3)",-0.026
"(1.0, 0.4)",-0.042
"(1.0, 0.5)",-0.012
"(1.0, 0.6)",-0.032
"(1.0, 0.7)",-0.002
"(1.0, 0.8)",-0.058
"(1.0, 0.9)",0.008
"(1.0, 1.0)",-0.032
