"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.038
"(0.0, 0.2)",-0.07
"(0.0, 0.3)",-0.036
"(0.0, 0.4)",-0.074
"(0.0, 0.5)",0.01
"(0.0, 0.6)",-0.018
"(0.0, 0.7)",-0.016
"(0.0, 0.8)",0.008
"(0.0, 0.9)",-0.004
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.06
"(0.1, 0.2)",-0.09
"(0.1, 0.3)",-0.082
"(0.1, 0.4)",-0.062
"(0.1, 0.5)",-0.074
"(0.1, 0.6)",-0.01
"(0.1, 0.7)",-0.014
"(0.1, 0.8)",-0.018
"(0.1, 0.9)",0.014
"(0.1, 1.0)",-0.008
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.048
"(0.2, 0.2)",-0.076
"(0.2, 0.3)",-0.08
"(0.2, 0.4)",-0.098
"(0.2, 0.5)",-0.098
"(0.2, 0.6)",-0.082
"(0.2, 0.7)",-0.038
"(0.2, 0.8)",-0.01
"(0.2, 0.9)",0.002
"(0.2, 1.0)",0
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.054
"(0.3, 0.2)",-0.072
"(0.3, 0.3)",-0.09
"(0.3, 0.4)",-0.062
"(0.3, 0.5)",-0.03
"(0.3, 0.6)",-0.134
"(0.3, 0.7)",-0.048
"(0.3, 0.8)",-0.01
"(0.3, 0.9)",0.028
"(0.3, 1.0)",-0.004
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.054
"(0.4, 0.2)",-0.058
"(0.4, 0.3)",-0.082
"(0.4, 0.4)",-0.01
"(0.4, 0.5)",-0.104
"(0.4, 0.6)",-0.064
"(0.4, 0.7)",-0.046
"(0.4, 0.8)",-0.052
"(0.4, 0.9)",-0.042
"(0.4, 1.0)",-0.002
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.034
"(0.5, 0.2)",-0.092
"(0.5, 0.3)",-0.078
"(0.5, 0.4)",-0.086
"(0.5, 0.5)",-0.084
"(0.5, 0.6)",-0.062
"(0.5, 0.7)",-0.08
"(0.5, 0.8)",-0.018
"(0.5, 0.9)",-0.002
"(0.5, 1.0)",-0.058
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.04
"(0.6, 0.2)",-0.074
"(0.6, 0.3)",-0.046
"(0.6, 0.4)",-0.116
"(0.6, 0.5)",-0.058
"(0.6, 0.6)",-0.096
"(0.6, 0.7)",-0.098
"(0.6, 0.8)",-0.136
"(0.6, 0.9)",-0.056
"(0.6, 1.0)",-0.04
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.004
"(0.7, 0.2)",-0.004
"(0.7, 0.3)",-0.102
"(0.7, 0.4)",-0.046
"(0.7, 0.5)",0.008
"(0.7, 0.6)",-0.094
"(0.7, 0.7)",-0.018
"(0.7, 0.8)",-0.07
"(0.7, 0.9)",-0.052
"(0.7, 1.0)",-0.046
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.048
"(0.8, 0.2)",-0.066
"(0.8, 0.3)",-0.084
"(0.8, 0.4)",-0.112
"(0.8, 0.5)",-0.046
"(0.8, 0.6)",-0.062
"(0.8, 0.7)",-0.014
"(0.8, 0.8)",-0.09
"(0.8, 0.9)",0.022
"(0.8, 1.0)",-0.024
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.024
"(0.9, 0.2)",-0.086
"(0.9, 0.3)",-0.034
"(0.9, 0.4)",-0.004
"(0.9, 0.5)",-0.02
"(0.9, 0.6)",-0.048
"(0.9, 0.7)",0.008
"(0.9, 0.8)",-0.016
"(0.9, 0.9)",-0.02
"(0.9, 1.0)",0.058
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.008
"(1.0, 0.2)",-0.036
"(1.0, 0.3)",-0.036
"(1.0, 0.4)",-0.062
"(1.0, 0.5)",-0.066
"(1.0, 0.6)",0.01
"(1.0, 0.7)",-0.074
"(1.0, 0.8)",-0.018
"(1.0, 0.9)",0.042
"(1.0, 1.0)",0.034
