"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.018
"(0.0, 0.2)",-0.002
"(0.0, 0.3)",-0.044
"(0.0, 0.4)",-0.032
"(0.0, 0.5)",-0.068
"(0.0, 0.6)",-0.03
"(0.0, 0.7)",-0.006
"(0.0, 0.8)",-0.1
"(0.0, 0.9)",0.038
"(0.0, 1.0)",0.016
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.022
"(0.1, 0.2)",-0.038
"(0.1, 0.3)",0.008
"(0.1, 0.4)",-0.042
"(0.1, 0.5)",-0.042
"(0.1, 0.6)",0.02
"(0.1, 0.7)",-0.056
"(0.1, 0.8)",-0.012
"(0.1, 0.9)",0.006
"(0.1, 1.0)",0.016
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.018
"(0.2, 0.2)",-0.022
"(0.2, 0.3)",-0.072
"(0.2, 0.4)",-0.014
"(0.2, 0.5)",0
"(0.2, 0.6)",-0.082
"(0.2, 0.7)",-0.086
"(0.2, 0.8)",-0.058
"(0.2, 0.9)",-0.05
"(0.2, 1.0)",-0.026
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.026
"(0.3, 0.2)",-0.014
"(0.3, 0.3)",-0.044
"(0.3, 0.4)",-0.058
"(0.3, 0.5)",0.008
"(0.3, 0.6)",-0.022
"(0.3, 0.7)",-0.01
"(0.3, 0.8)",-0.07
"(0.3, 0.9)",-0.004
"(0.3, 1.0)",-0.034
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.014
"(0.4, 0.2)",-0.02
"(0.4, 0.3)",-0.05
"(0.4, 0.4)",-0.062
"(0.4, 0.5)",0.006
"(0.4, 0.6)",-0.044
"(0.4, 0.7)",-0.074
"(0.4, 0.8)",0.022
"(0.4, 0.9)",-0.058
"(0.4, 1.0)",0.046
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.022
"(0.5, 0.2)",-0.024
"(0.5, 0.3)",-0.024
"(0.5, 0.4)",-0.032
"(0.5, 0.5)",-0.038
"(0.5, 0.6)",-0.03
"(0.5, 0.7)",-0.052
"(0.5, 0.8)",-0.062
"(0.5, 0.9)",-0.036
"(0.5, 1.0)",-0.02
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.038
"(0.6, 0.2)",-0.012
"(0.6, 0.3)",-0.034
"(0.6, 0.4)",-0.034
"(0.6, 0.5)",-0.046
"(0.6, 0.6)",-0.076
"(0.6, 0.7)",-0.114
"(0.6, 0.8)",-0.046
"(0.6, 0.9)",-0.06
"(0.6, 1.0)",0.002
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.028
"(0.7, 0.2)",-0.04
"(0.7, 0.3)",-0.018
"(0.7, 0.4)",-0.102
"(0.7, 0.5)",-0.042
"(0.7, 0.6)",-0.12
"(0.7, 0.7)",-0.096
"(0.7, 0.8)",0.01
"(0.7, 0.9)",-0.022
"(0.7, 1.0)",-0.024
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.04
"(0.8, 0.2)",-0.056
"(0.8, 0.3)",-0.096
"(0.8, 0.4)",-0.062
"(0.8, 0.5)",0.006
"(0.8, 0.6)",-0.06
"(0.8, 0.7)",-0.04
"(0.8, 0.8)",-0.026
"(0.8, 0.9)",-0.004
"(0.8, 1.0)",0.016
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.03
"(0.9, 0.2)",-0.008
"(0.9, 0.3)",-0.064
"(0.9, 0.4)",-0.062
"(0.9, 0.5)",-0.082
"(0.9, 0.6)",-0.078
"(0.9, 0.7)",-0.03
"(0.9, 0.8)",-0.084
"(0.9, 0.9)",-0.066
"(0.9, 1.0)",0.03
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.006
"(1.0, 0.2)",-0.044
"(1.0, 0.3)",-0.094
"(1.0, 0.4)",-0.096
"(1.0, 0.5)",-0.064
"(1.0, 0.6)",-0.094
"(1.0, 0.7)",-0.022
"(1.0, 0.8)",-0.04
"(1.0, 0.9)",-0.036
"(1.0, 1.0)",0.004
