"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.044
"(0.0, 0.2)",-0.04
"(0.0, 0.3)",-0.042
"(0.0, 0.4)",-0.042
"(0.0, 0.5)",0.012
"(0.0, 0.6)",0.036
"(0.0, 0.7)",-0.006
"(0.0, 0.8)",-0.004
"(0.0, 0.9)",-0.012
"(0.0, 1.0)",0.008
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.024
"(0.1, 0.2)",-0.056
"(0.1, 0.3)",-0.052
"(0.1, 0.4)",-0.056
"(0.1, 0.5)",-0.028
"(0.1, 0.6)",0.026
"(0.1, 0.7)",-0.02
"(0.1, 0.8)",-0.012
"(0.1, 0.9)",0.006
"(0.1, 1.0)",-0.022
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.03
"(0.2, 0.2)",-0.06
"(0.2, 0.3)",-0.072
"(0.2, 0.4)",-0.01
"(0.2, 0.5)",-0.044
"(0.2, 0.6)",-0.044
"(0.2, 0.7)",-0.004
"(0.2, 0.8)",-0.002
"(0.2, 0.9)",-0.002
"(0.2, 1.0)",-0.05
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.01
"(0.3, 0.2)",-0.052
"(0.3, 0.3)",-0.056
"(0.3, 0.4)",-0.024
"(0.3, 0.5)",-0.08
"(0.3, 0.6)",-0.02
"(0.3, 0.7)",-0.102
"(0.3, 0.8)",-0.034
"(0.3, 0.9)",-0.014
"(0.3, 1.0)",0.006
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.022
"(0.4, 0.2)",-0.056
"(0.4, 0.3)",-0.042
"(0.4, 0.4)",-0.032
"(0.4, 0.5)",-0.052
"(0.4, 0.6)",-0.044
"(0.4, 0.7)",0.01
"(0.4, 0.8)",-0.05
"(0.4, 0.9)",0.022
"(0.4, 1.0)",-0.098
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.04
"(0.5, 0.2)",-0.038
"(0.5, 0.3)",-0.066
"(0.5, 0.4)",-0.026
"(0.5, 0.5)",-0.082
"(0.5, 0.6)",-0.09
"(0.5, 0.7)",0.022
"(0.5, 0.8)",-0.016
"(0.5, 0.9)",-0.046
"(0.5, 1.0)",0
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.022
"(0.6, 0.2)",-0.06
"(0.6, 0.3)",-0.064
"(0.6, 0.4)",0.002
"(0.6, 0.5)",-0.05
"(0.6, 0.6)",-0.048
"(0.6, 0.7)",-0.106
"(0.6, 0.8)",-0.022
"(0.6, 0.9)",0.004
"(0.6, 1.0)",0.02
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.006
"(0.7, 0.2)",-0.04
"(0.7, 0.3)",-0.09
"(0.7, 0.4)",0
"(0.7, 0.5)",-0.088
"(0.7, 0.6)",0.008
"(0.7, 0.7)",-0.016
"(0.7, 0.8)",-0.096
"(0.7, 0.9)",-0.07
"(0.7, 1.0)",0.008
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.022
"(0.8, 0.2)",-0.062
"(0.8, 0.3)",-0.046
"(0.8, 0.4)",-0.066
"(0.8, 0.5)",-0.092
"(0.8, 0.6)",-0.058
"(0.8, 0.7)",-0.056
"(0.8, 0.8)",-0.016
"(0.8, 0.9)",0.01
"(0.8, 1.0)",-0.026
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.078
"(0.9, 0.2)",0.016
"(0.9, 0.3)",-0.016
"(0.9, 0.4)",-0.072
"(0.9, 0.5)",-0.08
"(0.9, 0.6)",-0.042
"(0.9, 0.7)",-0.082
"(0.9, 0.8)",-0.038
"(0.9, 0.9)",-0.034
"(0.9, 1.0)",0.022
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.054
"(1.0, 0.2)",0.004
"(1.0, 0.3)",-0.024
"(1.0, 0.4)",-0.038
"(1.0, 0.5)",-0.082
"(1.0, 0.6)",-0.052
"(1.0, 0.7)",-0.006
"(1.0, 0.8)",-0.048
"(1.0, 0.9)",0.008
"(1.0, 1.0)",-0.056
