"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.018
"(0.1, 0.1)",-0.024
"(0.1, 0.2)",-0.044
"(0.1, 0.3)",-0.08
"(0.1, 0.4)",-0.092
"(0.1, 0.5)",-0.05
"(0.1, 0.6)",-0.058
"(0.1, 0.7)",-0.026
"(0.1, 0.8)",-0.042
"(0.1, 0.9)",-0.038
"(0.1, 1.0)",-0.03
"(0.2, 0.0)",-0.052
"(0.2, 0.1)",-0.066
"(0.2, 0.2)",-0.066
"(0.2, 0.3)",-0.042
"(0.2, 0.4)",-0.122
"(0.2, 0.5)",-0.048
"(0.2, 0.6)",-0.062
"(0.2, 0.7)",-0.034
"(0.2, 0.8)",-0.028
"(0.2, 0.9)",-0.032
"(0.2, 1.0)",-0.066
"(0.3, 0.0)",-0.01
"(0.3, 0.1)",-0.096
"(0.3, 0.2)",-0.11
"(0.3, 0.3)",-0.064
"(0.3, 0.4)",-0.118
"(0.3, 0.5)",-0.08
"(0.3, 0.6)",-0.06
"(0.3, 0.7)",-0.028
"(0.3, 0.8)",-0.102
"(0.3, 0.9)",-0.048
"(0.3, 1.0)",-0.042
"(0.4, 0.0)",-0.046
"(0.4, 0.1)",-0.058
"(0.4, 0.2)",-0.056
"(0.4, 0.3)",-0.088
"(0.4, 0.4)",-0.104
"(0.4, 0.5)",-0.048
"(0.4, 0.6)",-0.048
"(0.4, 0.7)",-0.022
"(0.4, 0.8)",-0.048
"(0.4, 0.9)",-0.07
"(0.4, 1.0)",-0.054
"(0.5, 0.0)",-0.048
"(0.5, 0.1)",-0.07
"(0.5, 0.2)",-0.048
"(0.5, 0.3)",-0.14
"(0.5, 0.4)",-0.052
"(0.5, 0.5)",-0.068
"(0.5, 0.6)",-0.112
"(0.5, 0.7)",-0.008
"(0.5, 0.8)",-0.118
"(0.5, 0.9)",-0.06
"(0.5, 1.0)",-0.026
"(0.6, 0.0)",-0.016
"(0.6, 0.1)",-0.048
"(0.6, 0.2)",-0.108
"(0.6, 0.3)",-0.068
"(0.6, 0.4)",-0.06
"(0.6, 0.5)",0
"(0.6, 0.6)",-0.092
"(0.6, 0.7)",-0.094
"(0.6, 0.8)",-0.004
"(0.6, 0.9)",0.01
"(0.6, 1.0)",0.01
"(0.7, 0.0)",-0.006
"(0.7, 0.1)",-0.038
"(0.7, 0.2)",-0.076
"(0.7, 0.3)",0.008
"(0.7, 0.4)",-0.108
"(0.7, 0.5)",-0.046
"(0.7, 0.6)",-0.056
"(0.7, 0.7)",-0.004
"(0.7, 0.8)",-0.04
"(0.7, 0.9)",-0.024
"(0.7, 1.0)",-0.06
"(0.8, 0.0)",-0.006
"(0.8, 0.1)",-0.05
"(0.8, 0.2)",-0.044
"(0.8, 0.3)",-0.082
"(0.8, 0.4)",-0.072
"(0.8, 0.5)",-0.038
"(0.8, 0.6)",0.012
"(0.8, 0.7)",-0.034
"(0.8, 0.8)",-0.06
"(0.8, 0.9)",-0.012
"(0.8, 1.0)",-0.094
"(0.9, 0.0)",0.002
"(0.9, 0.1)",-0.052
"(0.9, 0.2)",-0.054
"(0.9, 0.3)",-0.066
"(0.9, 0.4)",-0.02
"(0.9, 0.5)",-0.096
"(0.9, 0.6)",-0.082
"(0.9, 0.7)",0.006
"(0.9, 0.8)",-0.054
"(0.9, 0.9)",0
"(0.9, 1.0)",-0.018
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.088
"(1.0, 0.2)",-0.004
"(1.0, 0.3)",-0.066
"(1.0, 0.4)",-0.026
"(1.0, 0.5)",-0.046
"(1.0, 0.6)",-0.03
"(1.0, 0.7)",-0.08
"(1.0, 0.8)",0.054
"(1.0, 0.9)",0.072
"(1.0, 1.0)",-0.022
