"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0.002
"(0.0, 0.2)",-0.064
"(0.0, 0.3)",-0.004
"(0.0, 0.4)",0.012
"(0.0, 0.5)",0.002
"(0.0, 0.6)",-0.05
"(0.0, 0.7)",0.018
"(0.0, 0.8)",0
"(0.0, 0.9)",0.014
"(0.0, 1.0)",0.022
"(0.1, 0.0)",0
"(0.1, 0.1)",0.026
"(0.1, 0.2)",-0.006
"(0.1, 0.3)",-0.054
"(0.1, 0.4)",-0.014
"(0.1, 0.5)",0.012
"(0.1, 0.6)",-0.064
"(0.1, 0.7)",0.018
"(0.1, 0.8)",-0.06
"(0.1, 0.9)",-0.04
"(0.1, 1.0)",0.004
"(0.2, 0.0)",0
"(0.2, 0.1)",0.004
"(0.2, 0.2)",-0.002
"(0.2, 0.3)",-0.038
"(0.2, 0.4)",-0.032
"(0.2, 0.5)",-0.034
"(0.2, 0.6)",-0.014
"(0.2, 0.7)",-0.022
"(0.2, 0.8)",-0.024
"(0.2, 0.9)",-0.04
"(0.2, 1.0)",-0.078
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.022
"(0.3, 0.2)",-0.03
"(0.3, 0.3)",0.01
"(0.3, 0.4)",0.028
"(0.3, 0.5)",-0.04
"(0.3, 0.6)",-0.056
"(0.3, 0.7)",-0.052
"(0.3, 0.8)",-0.05
"(0.3, 0.9)",-0.014
"(0.3, 1.0)",-0.038
"(0.4, 0.0)",0
"(0.4, 0.1)",0.008
"(0.4, 0.2)",0.028
"(0.4, 0.3)",-0.048
"(0.4, 0.4)",-0.04
"(0.4, 0.5)",-0.086
"(0.4, 0.6)",-0.066
"(0.4, 0.7)",-0.012
"(0.4, 0.8)",-0.076
"(0.4, 0.9)",-0.038
"(0.4, 1.0)",-0.036
"(0.5, 0.0)",0
"(0.5, 0.1)",0.012
"(0.5, 0.2)",-0.016
"(0.5, 0.3)",-0.018
"(0.5, 0.4)",-0.006
"(0.5, 0.5)",0.028
"(0.5, 0.6)",0.026
"(0.5, 0.7)",-0.048
"(0.5, 0.8)",-0.038
"(0.5, 0.9)",-0.04
"(0.5, 1.0)",-0.02
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.016
"(0.6, 0.2)",0.014
"(0.6, 0.3)",-0.038
"(0.6, 0.4)",0.04
"(0.6, 0.5)",-0.014
"(0.6, 0.6)",0.012
"(0.6, 0.7)",-0.016
"(0.6, 0.8)",-0.058
"(0.6, 0.9)",-0.052
"(0.6, 1.0)",0.03
"(0.7, 0.0)",0
"(0.7, 0.1)",0.03
"(0.7, 0.2)",-0.02
"(0.7, 0.3)",-0.004
"(0.7, 0.4)",0.02
"(0.7, 0.5)",-0.016
"(0.7, 0.6)",0.016
"(0.7, 0.7)",-0.048
"(0.7, 0.8)",0.008
"(0.7, 0.9)",-0.034
"(0.7, 1.0)",-0.032
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.014
"(0.8, 0.2)",-0.036
"(0.8, 0.3)",0.01
"(0.8, 0.4)",0.022
"(0.8, 0.5)",-0.026
"(0.8, 0.6)",-0.02
"(0.8, 0.7)",-0.026
"(0.8, 0.8)",-0.064
"(0.8, 0.9)",-0.058
"(0.8, 1.0)",0.014
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.032
"(0.9, 0.2)",0.026
"(0.9, 0.3)",0.008
"(0.9, 0.4)",-0.034
"(0.9, 0.5)",-0.016
"(0.9, 0.6)",0.006
"(0.9, 0.7)",-0.026
"(0.9, 0.8)",-0.054
"(0.9, 0.9)",-0.006
"(0.9, 1.0)",0.01
"(1.0, 0.0)",0
"(1.0, 0.1)",0
"(1.0, 0.2)",-0.036
"(1.0, 0.3)",-0.102
"(1.0, 0.4)",0.012
"(1.0, 0.5)",0.02
"(1.0, 0.6)",0.006
"(1.0, 0.7)",0.014
"(1.0, 0.8)",0.042
"(1.0, 0.9)",-0.004
"(1.0, 1.0)",0
