"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.068
"(0.1, 0.1)",-0.054
"(0.1, 0.2)",-0.07
"(0.1, 0.3)",-0.062
"(0.1, 0.4)",-0.058
"(0.1, 0.5)",-0.032
"(0.1, 0.6)",-0.084
"(0.1, 0.7)",-0.032
"(0.1, 0.8)",-0.03
"(0.1, 0.9)",-0.028
"(0.1, 1.0)",-0.022
"(0.2, 0.0)",-0.11
"(0.2, 0.1)",-0.068
"(0.2, 0.2)",-0.064
"(0.2, 0.3)",-0.096
"(0.2, 0.4)",-0.04
"(0.2, 0.5)",-0.096
"(0.2, 0.6)",-0.044
"(0.2, 0.7)",-0.038
"(0.2, 0.8)",-0.05
"(0.2, 0.9)",-0.044
"(0.2, 1.0)",-0.024
"(0.3, 0.0)",-0.108
"(0.3, 0.1)",-0.074
"(0.3, 0.2)",-0.098
"(0.3, 0.3)",-0.106
"(0.3, 0.4)",-0.126
"(0.3, 0.5)",-0.108
"(0.3, 0.6)",-0.088
"(0.3, 0.7)",-0.088
"(0.3, 0.8)",-0.058
"(0.3, 0.9)",-0.048
"(0.3, 1.0)",-0.03
"(0.4, 0.0)",-0.168
"(0.4, 0.1)",-0.196
"(0.4, 0.2)",-0.132
"(0.4, 0.3)",-0.094
"(0.4, 0.4)",-0.07
"(0.4, 0.5)",-0.096
"(0.4, 0.6)",-0.082
"(0.4, 0.7)",-0.082
"(0.4, 0.8)",-0.032
"(0.4, 0.9)",-0.02
"(0.4, 1.0)",-0.02
"(0.5, 0.0)",-0.116
"(0.5, 0.1)",-0.098
"(0.5, 0.2)",-0.102
"(0.5, 0.3)",-0.112
"(0.5, 0.4)",-0.164
"(0.5, 0.5)",-0.104
"(0.5, 0.6)",-0.106
"(0.5, 0.7)",-0.114
"(0.5, 0.8)",-0.028
"(0.5, 0.9)",-0.048
"(0.5, 1.0)",-0.06
"(0.6, 0.0)",-0.084
"(0.6, 0.1)",-0.092
"(0.6, 0.2)",-0.16
"(0.6, 0.3)",-0.094
"(0.6, 0.4)",-0.05
"(0.6, 0.5)",-0.112
"(0.6, 0.6)",-0.114
"(0.6, 0.7)",-0.054
"(0.6, 0.8)",-0.054
"(0.6, 0.9)",-0.068
"(0.6, 1.0)",-0.058
"(0.7, 0.0)",-0.096
"(0.7, 0.1)",-0.052
"(0.7, 0.2)",-0.128
"(0.7, 0.3)",-0.116
"(0.7, 0.4)",-0.088
"(0.7, 0.5)",-0.046
"(0.7, 0.6)",-0.1
"(0.7, 0.7)",-0.038
"(0.7, 0.8)",-0.094
"(0.7, 0.9)",-0.02
"(0.7, 1.0)",-0.016
"(0.8, 0.0)",-0.032
"(0.8, 0.1)",-0.046
"(0.8, 0.2)",0.034
"(0.8, 0.3)",-0.076
"(0.8, 0.4)",0.018
"(0.8, 0.5)",-0.02
"(0.8, 0.6)",-0.022
"(0.8, 0.7)",-0.066
"(0.8, 0.8)",-0.024
"(0.8, 0.9)",-0.036
"(0.8, 1.0)",0.032
"(0.9, 0.0)",0.012
"(0.9, 0.1)",-0.002
"(0.9, 0.2)",-0.042
"(0.9, 0.3)",-0.036
"(0.9, 0.4)",-0.024
"(0.9, 0.5)",-0.09
"(0.9, 0.6)",-0.008
"(0.9, 0.7)",-0.032
"(0.9, 0.8)",-0.04
"(0.9, 0.9)",-0.056
"(0.9, 1.0)",-0.01
"(1.0, 0.0)",-0.006
"(1.0, 0.1)",-0.038
"(1.0, 0.2)",0
"(1.0, 0.3)",-0.032
"(1.0, 0.4)",0.004
"(1.0, 0.5)",-0.006
"(1.0, 0.6)",0.086
"(1.0, 0.7)",0.028
"(1.0, 0.8)",0.01
"(1.0, 0.9)",-0.028
"(1.0, 1.0)",-0.006
