"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.046
"(0.1, 0.1)",-0.022
"(0.1, 0.2)",-0.048
"(0.1, 0.3)",-0.056
"(0.1, 0.4)",-0.012
"(0.1, 0.5)",-0.036
"(0.1, 0.6)",-0.088
"(0.1, 0.7)",-0.064
"(0.1, 0.8)",-0.042
"(0.1, 0.9)",-0.02
"(0.1, 1.0)",-0.034
"(0.2, 0.0)",-0.036
"(0.2, 0.1)",-0.018
"(0.2, 0.2)",-0.008
"(0.2, 0.3)",-0.066
"(0.2, 0.4)",-0.042
"(0.2, 0.5)",-0.07
"(0.2, 0.6)",-0.076
"(0.2, 0.7)",-0.032
"(0.2, 0.8)",-0.05
"(0.2, 0.9)",-0.038
"(0.2, 1.0)",-0.09
"(0.3, 0.0)",-0.052
"(0.3, 0.1)",-0.052
"(0.3, 0.2)",-0.092
"(0.3, 0.3)",-0.066
"(0.3, 0.4)",0
"(0.3, 0.5)",-0.034
"(0.3, 0.6)",-0.014
"(0.3, 0.7)",-0.05
"(0.3, 0.8)",-0.066
"(0.3, 0.9)",-0.014
"(0.3, 1.0)",-0.012
"(0.4, 0.0)",-0.086
"(0.4, 0.1)",-0.078
"(0.4, 0.2)",-0.084
"(0.4, 0.3)",-0.034
"(0.4, 0.4)",-0.034
"(0.4, 0.5)",-0.074
"(0.4, 0.6)",-0.01
"(0.4, 0.7)",-0.096
"(0.4, 0.8)",-0.038
"(0.4, 0.9)",-0.058
"(0.4, 1.0)",-0.086
"(0.5, 0.0)",-0.004
"(0.5, 0.1)",-0.038
"(0.5, 0.2)",-0.048
"(0.5, 0.3)",-0.066
"(0.5, 0.4)",-0.05
"(0.5, 0.5)",0.018
"(0.5, 0.6)",-0.064
"(0.5, 0.7)",0.02
"(0.5, 0.8)",-0.114
"(0.5, 0.9)",-0.074
"(0.5, 1.0)",-0.038
"(0.6, 0.0)",-0.024
"(0.6, 0.1)",-0.062
"(0.6, 0.2)",-0.02
"(0.6, 0.3)",-0.098
"(0.6, 0.4)",-0.03
"(0.6, 0.5)",-0.056
"(0.6, 0.6)",-0.04
"(0.6, 0.7)",-0.038
"(0.6, 0.8)",-0.002
"(0.6, 0.9)",-0.074
"(0.6, 1.0)",-0.056
"(0.7, 0.0)",0.03
"(0.7, 0.1)",0.004
"(0.7, 0.2)",-0.076
"(0.7, 0.3)",-0.002
"(0.7, 0.4)",0.008
"(0.7, 0.5)",-0.02
"(0.7, 0.6)",-0.06
"(0.7, 0.7)",-0.094
"(0.7, 0.8)",-0.1
"(0.7, 0.9)",-0.054
"(0.7, 1.0)",-0.002
"(0.8, 0.0)",0.028
"(0.8, 0.1)",-0.048
"(0.8, 0.2)",-0.018
"(0.8, 0.3)",0.028
"(0.8, 0.4)",-0.014
"(0.8, 0.5)",-0.058
"(0.8, 0.6)",-0.01
"(0.8, 0.7)",-0.068
"(0.8, 0.8)",-0.006
"(0.8, 0.9)",-0.026
"(0.8, 1.0)",0.004
"(0.9, 0.0)",0.088
"(0.9, 0.1)",0.032
"(0.9, 0.2)",-0.028
"(0.9, 0.3)",-0.01
"(0.9, 0.4)",-0.09
"(0.9, 0.5)",0.044
"(0.9, 0.6)",-0.01
"(0.9, 0.7)",-0.04
"(0.9, 0.8)",-0.02
"(0.9, 0.9)",-0.006
"(0.9, 1.0)",-0.02
"(1.0, 0.0)",-0.024
"(1.0, 0.1)",0
"(1.0, 0.2)",0.014
"(1.0, 0.3)",0.046
"(1.0, 0.4)",-0.044
"(1.0, 0.5)",0.02
"(1.0, 0.6)",0.012
"(1.0, 0.7)",-0.016
"(1.0, 0.8)",-0.026
"(1.0, 0.9)",-0.026
"(1.0, 1.0)",0.016
