"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.064
"(0.1, 0.1)",-0.064
"(0.1, 0.2)",-0.034
"(0.1, 0.3)",-0.04
"(0.1, 0.4)",-0.062
"(0.1, 0.5)",-0.078
"(0.1, 0.6)",-0.052
"(0.1, 0.7)",-0.056
"(0.1, 0.8)",-0.034
"(0.1, 0.9)",-0.058
"(0.1, 1.0)",-0.072
"(0.2, 0.0)",-0.066
"(0.2, 0.1)",-0.074
"(0.2, 0.2)",-0.08
"(0.2, 0.3)",-0.028
"(0.2, 0.4)",-0.054
"(0.2, 0.5)",-0.076
"(0.2, 0.6)",-0.058
"(0.2, 0.7)",-0.034
"(0.2, 0.8)",-0.044
"(0.2, 0.9)",-0.08
"(0.2, 1.0)",-0.096
"(0.3, 0.0)",-0.066
"(0.3, 0.1)",-0.062
"(0.3, 0.2)",-0.048
"(0.3, 0.3)",-0.06
"(0.3, 0.4)",-0.102
"(0.3, 0.5)",-0.028
"(0.3, 0.6)",-0.088
"(0.3, 0.7)",-0.06
"(0.3, 0.8)",-0.086
"(0.3, 0.9)",-0.028
"(0.3, 1.0)",-0.146
"(0.4, 0.0)",-0.05
"(0.4, 0.1)",-0.118
"(0.4, 0.2)",0.018
"(0.4, 0.3)",-0.076
"(0.4, 0.4)",-0.074
"(0.4, 0.5)",-0.058
"(0.4, 0.6)",-0.056
"(0.4, 0.7)",-0.062
"(0.4, 0.8)",-0.082
"(0.4, 0.9)",-0.118
"(0.4, 1.0)",-0.07
"(0.5, 0.0)",-0.008
"(0.5, 0.1)",-0.062
"(0.5, 0.2)",-0.068
"(0.5, 0.3)",-0.022
"(0.5, 0.4)",-0.036
"(0.5, 0.5)",-0.058
"(0.5, 0.6)",-0.054
"(0.5, 0.7)",-0.114
"(0.5, 0.8)",-0.05
"(0.5, 0.9)",-0.052
"(0.5, 1.0)",-0.036
"(0.6, 0.0)",-0.03
"(0.6, 0.1)",-0.026
"(0.6, 0.2)",-0.01
"(0.6, 0.3)",0.024
"(0.6, 0.4)",-0.064
"(0.6, 0.5)",-0.034
"(0.6, 0.6)",-0.036
"(0.6, 0.7)",-0.002
"(0.6, 0.8)",0.004
"(0.6, 0.9)",-0.06
"(0.6, 1.0)",-0.032
"(0.7, 0.0)",-0.034
"(0.7, 0.1)",-0.048
"(0.7, 0.2)",0.012
"(0.7, 0.3)",-0.092
"(0.7, 0.4)",-0.004
"(0.7, 0.5)",0.032
"(0.7, 0.6)",0.054
"(0.7, 0.7)",0.036
"(0.7, 0.8)",-0.056
"(0.7, 0.9)",-0.008
"(0.7, 1.0)",-0.02
"(0.8, 0.0)",-0.002
"(0.8, 0.1)",-0.028
"(0.8, 0.2)",-0.012
"(0.8, 0.3)",-0.06
"(0.8, 0.4)",-0.046
"(0.8, 0.5)",-0.02
"(0.8, 0.6)",0.03
"(0.8, 0.7)",-0.07
"(0.8, 0.8)",-0.062
"(0.8, 0.9)",0.054
"(0.8, 1.0)",0.02
"(0.9, 0.0)",-0.008
"(0.9, 0.1)",-0.01
"(0.9, 0.2)",-0.016
"(0.9, 0.3)",-0.018
"(0.9, 0.4)",-0.09
"(0.9, 0.5)",-0.02
"(0.9, 0.6)",-0.008
"(0.9, 0.7)",-0.038
"(0.9, 0.8)",-0.04
"(0.9, 0.9)",-0.036
"(0.9, 1.0)",-0.018
"(1.0, 0.0)",0.006
"(1.0, 0.1)",0.014
"(1.0, 0.2)",-0.02
"(1.0, 0.3)",0.028
"(1.0, 0.4)",-0.002
"(1.0, 0.5)",0.028
"(1.0, 0.6)",-0.148
"(1.0, 0.7)",-0.042
"(1.0, 0.8)",-0.02
"(1.0, 0.9)",0.06
"(1.0, 1.0)",-0.004
