"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.012
"(0.1, 0.2)",-0.052
"(0.1, 0.3)",-0.02
"(0.1, 0.4)",-0.016
"(0.1, 0.5)",0.016
"(0.1, 0.6)",-0.028
"(0.1, 0.7)",0.002
"(0.1, 0.8)",-0.006
"(0.1, 0.9)",-0.034
"(0.1, 1.0)",0.01
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.052
"(0.2, 0.2)",-0.068
"(0.2, 0.3)",-0.042
"(0.2, 0.4)",-0.01
"(0.2, 0.5)",-0.028
"(0.2, 0.6)",-0.002
"(0.2, 0.7)",-0.022
"(0.2, 0.8)",-0.016
"(0.2, 0.9)",0.034
"(0.2, 1.0)",-0.046
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.062
"(0.3, 0.2)",-0.054
"(0.3, 0.3)",-0.04
"(0.3, 0.4)",-0.042
"(0.3, 0.5)",-0.068
"(0.3, 0.6)",-0.056
"(0.3, 0.7)",0.026
"(0.3, 0.8)",0.018
"(0.3, 0.9)",0.04
"(0.3, 1.0)",-0.052
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.056
"(0.4, 0.2)",-0.076
"(0.4, 0.3)",-0.08
"(0.4, 0.4)",-0.044
"(0.4, 0.5)",-0.088
"(0.4, 0.6)",-0.01
"(0.4, 0.7)",-0.066
"(0.4, 0.8)",-0.008
"(0.4, 0.9)",0.018
"(0.4, 1.0)",-0.046
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.056
"(0.5, 0.2)",-0.064
"(0.5, 0.3)",-0.072
"(0.5, 0.4)",-0.05
"(0.5, 0.5)",-0.03
"(0.5, 0.6)",-0.008
"(0.5, 0.7)",-0.004
"(0.5, 0.8)",-0.006
"(0.5, 0.9)",-0.05
"(0.5, 1.0)",-0.022
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.062
"(0.6, 0.2)",-0.064
"(0.6, 0.3)",-0.066
"(0.6, 0.4)",-0.052
"(0.6, 0.5)",-0.07
"(0.6, 0.6)",-0.016
"(0.6, 0.7)",0.046
"(0.6, 0.8)",-0.078
"(0.6, 0.9)",-0.02
"(0.6, 1.0)",-0.04
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.074
"(0.7, 0.2)",-0.108
"(0.7, 0.3)",-0.062
"(0.7, 0.4)",-0.064
"(0.7, 0.5)",0.018
"(0.7, 0.6)",-0.04
"(0.7, 0.7)",0.01
"(0.7, 0.8)",-0.014
"(0.7, 0.9)",-0.028
"(0.7, 1.0)",-0.012
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.036
"(0.8, 0.2)",-0.118
"(0.8, 0.3)",-0.08
"(0.8, 0.4)",-0.092
"(0.8, 0.5)",0.002
"(0.8, 0.6)",0.01
"(0.8, 0.7)",-0.068
"(0.8, 0.8)",0.026
"(0.8, 0.9)",-0.03
"(0.8, 1.0)",-0.014
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.018
"(0.9, 0.2)",-0.068
"(0.9, 0.3)",-0.016
"(0.9, 0.4)",-0.142
"(0.9, 0.5)",-0.056
"(0.9, 0.6)",-0.06
"(0.9, 0.7)",0.024
"(0.9, 0.8)",0.022
"(0.9, 0.9)",-0.024
"(0.9, 1.0)",0.026
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.066
"(1.0, 0.2)",-0.082
"(1.0, 0.3)",-0.006
"(1.0, 0.4)",-0.028
"(1.0, 0.5)",0.008
"(1.0, 0.6)",0.008
"(1.0, 0.7)",0.014
"(1.0, 0.8)",-0.002
"(1.0, 0.9)",0.022
"(1.0, 1.0)",-0.008
