"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.022
"(0.1, 0.2)",0.006
"(0.1, 0.3)",0.004
"(0.1, 0.4)",-0.022
"(0.1, 0.5)",-0.006
"(0.1, 0.6)",0.008
"(0.1, 0.7)",-0.028
"(0.1, 0.8)",0.018
"(0.1, 0.9)",-0.008
"(0.1, 1.0)",0
"(0.2, 0.0)",0.022
"(0.2, 0.1)",-0.01
"(0.2, 0.2)",-0.022
"(0.2, 0.3)",-0.026
"(0.2, 0.4)",-0.012
"(0.2, 0.5)",-0.022
"(0.2, 0.6)",-0.016
"(0.2, 0.7)",-0.012
"(0.2, 0.8)",-0.002
"(0.2, 0.9)",-0.034
"(0.2, 1.0)",-0.008
"(0.3, 0.0)",-0.022
"(0.3, 0.1)",0.02
"(0.3, 0.2)",-0.046
"(0.3, 0.3)",-0.058
"(0.3, 0.4)",-0.006
"(0.3, 0.5)",-0.016
"(0.3, 0.6)",-0.026
"(0.3, 0.7)",-0.04
"(0.3, 0.8)",0.008
"(0.3, 0.9)",-0.032
"(0.3, 1.0)",0.002
"(0.4, 0.0)",-0.04
"(0.4, 0.1)",-0.022
"(0.4, 0.2)",-0.04
"(0.4, 0.3)",-0.022
"(0.4, 0.4)",0.016
"(0.4, 0.5)",-0.01
"(0.4, 0.6)",-0.116
"(0.4, 0.7)",0.024
"(0.4, 0.8)",-0.02
"(0.4, 0.9)",-0.028
"(0.4, 1.0)",0.02
"(0.5, 0.0)",-0.026
"(0.5, 0.1)",-0.046
"(0.5, 0.2)",-0.012
"(0.5, 0.3)",-0.08
"(0.5, 0.4)",-0.07
"(0.5, 0.5)",-0.066
"(0.5, 0.6)",0
"(0.5, 0.7)",-0.046
"(0.5, 0.8)",-0.03
"(0.5, 0.9)",-0.014
"(0.5, 1.0)",-0.014
"(0.6, 0.0)",0.018
"(0.6, 0.1)",-0.078
"(0.6, 0.2)",-0.076
"(0.6, 0.3)",-0.084
"(0.6, 0.4)",-0.054
"(0.6, 0.5)",-0.064
"(0.6, 0.6)",-0.012
"(0.6, 0.7)",0
"(0.6, 0.8)",0.04
"(0.6, 0.9)",-0.048
"(0.6, 1.0)",0.01
"(0.7, 0.0)",-0.026
"(0.7, 0.1)",-0.064
"(0.7, 0.2)",-0.034
"(0.7, 0.3)",-0.042
"(0.7, 0.4)",-0.056
"(0.7, 0.5)",-0.116
"(0.7, 0.6)",-0.12
"(0.7, 0.7)",-0.02
"(0.7, 0.8)",-0.03
"(0.7, 0.9)",-0.01
"(0.7, 1.0)",-0.058
"(0.8, 0.0)",-0.002
"(0.8, 0.1)",-0.054
"(0.8, 0.2)",-0.1
"(0.8, 0.3)",-0.048
"(0.8, 0.4)",-0.058
"(0.8, 0.5)",-0.028
"(0.8, 0.6)",-0.046
"(0.8, 0.7)",-0.134
"(0.8, 0.8)",0.006
"(0.8, 0.9)",-0.012
"(0.8, 1.0)",-0.048
"(0.9, 0.0)",-0.004
"(0.9, 0.1)",-0.028
"(0.9, 0.2)",-0.066
"(0.9, 0.3)",-0.01
"(0.9, 0.4)",-0.088
"(0.9, 0.5)",-0.094
"(0.9, 0.6)",-0.018
"(0.9, 0.7)",0.052
"(0.9, 0.8)",-0.012
"(0.9, 0.9)",-0.046
"(0.9, 1.0)",-0.036
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.06
"(1.0, 0.2)",-0.128
"(1.0, 0.3)",-0.058
"(1.0, 0.4)",0.01
"(1.0, 0.5)",-0.048
"(1.0, 0.6)",-0.034
"(1.0, 0.7)",-0.036
"(1.0, 0.8)",0.002
"(1.0, 0.9)",-0.038
"(1.0, 1.0)",-0.01
