"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.01
"(0.1, 0.2)",-0.052
"(0.1, 0.3)",-0.036
"(0.1, 0.4)",-0.052
"(0.1, 0.5)",-0.02
"(0.1, 0.6)",-0.024
"(0.1, 0.7)",-0.048
"(0.1, 0.8)",-0.05
"(0.1, 0.9)",-0.076
"(0.1, 1.0)",-0.082
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.026
"(0.2, 0.2)",-0.03
"(0.2, 0.3)",-0.026
"(0.2, 0.4)",-0.04
"(0.2, 0.5)",-0.06
"(0.2, 0.6)",-0.04
"(0.2, 0.7)",-0.048
"(0.2, 0.8)",-0.09
"(0.2, 0.9)",-0.076
"(0.2, 1.0)",-0.032
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.016
"(0.3, 0.2)",-0.052
"(0.3, 0.3)",-0.016
"(0.3, 0.4)",-0.03
"(0.3, 0.5)",-0.036
"(0.3, 0.6)",-0.078
"(0.3, 0.7)",-0.042
"(0.3, 0.8)",-0.008
"(0.3, 0.9)",-0.052
"(0.3, 1.0)",-0.082
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.014
"(0.4, 0.2)",-0.016
"(0.4, 0.3)",-0.022
"(0.4, 0.4)",-0.056
"(0.4, 0.5)",-0.076
"(0.4, 0.6)",0.026
"(0.4, 0.7)",-0.026
"(0.4, 0.8)",0.002
"(0.4, 0.9)",-0.006
"(0.4, 1.0)",-0.07
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.004
"(0.5, 0.2)",-0.014
"(0.5, 0.3)",-0.054
"(0.5, 0.4)",-0.03
"(0.5, 0.5)",-0.012
"(0.5, 0.6)",0.016
"(0.5, 0.7)",-0.046
"(0.5, 0.8)",-0.068
"(0.5, 0.9)",-0.014
"(0.5, 1.0)",-0.09
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.034
"(0.6, 0.2)",0.006
"(0.6, 0.3)",0.01
"(0.6, 0.4)",0
"(0.6, 0.5)",-0.076
"(0.6, 0.6)",-0.01
"(0.6, 0.7)",-0.012
"(0.6, 0.8)",-0.062
"(0.6, 0.9)",-0.022
"(0.6, 1.0)",-0.026
"(0.7, 0.0)",0
"(0.7, 0.1)",0
"(0.7, 0.2)",0.022
"(0.7, 0.3)",-0.006
"(0.7, 0.4)",-0.016
"(0.7, 0.5)",-0.02
"(0.7, 0.6)",-0.012
"(0.7, 0.7)",0.036
"(0.7, 0.8)",-0.022
"(0.7, 0.9)",-0.002
"(0.7, 1.0)",-0.006
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.022
"(0.8, 0.2)",-0.068
"(0.8, 0.3)",-0.04
"(0.8, 0.4)",-0.05
"(0.8, 0.5)",-0.06
"(0.8, 0.6)",-0.016
"(0.8, 0.7)",-0.04
"(0.8, 0.8)",-0.004
"(0.8, 0.9)",-0.05
"(0.8, 1.0)",-0.002
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.024
"(0.9, 0.2)",-0.052
"(0.9, 0.3)",-0.064
"(0.9, 0.4)",-0.028
"(0.9, 0.5)",0.032
"(0.9, 0.6)",-0.048
"(0.9, 0.7)",-0.004
"(0.9, 0.8)",-0.008
"(0.9, 0.9)",-0.014
"(0.9, 1.0)",0
"(1.0, 0.0)",0
"(1.0, 0.1)",0.034
"(1.0, 0.2)",-0.012
"(1.0, 0.3)",-0.01
"(1.0, 0.4)",-0.01
"(1.0, 0.5)",0.044
"(1.0, 0.6)",-0.022
"(1.0, 0.7)",-0.008
"(1.0, 0.8)",-0.048
"(1.0, 0.9)",0.016
"(1.0, 1.0)",0.016
