"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.008
"(0.1, 0.2)",-0.032
"(0.1, 0.3)",-0.06
"(0.1, 0.4)",-0.064
"(0.1, 0.5)",-0.076
"(0.1, 0.6)",-0.074
"(0.1, 0.7)",-0.074
"(0.1, 0.8)",-0.03
"(0.1, 0.9)",-0.046
"(0.1, 1.0)",-0.056
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.04
"(0.2, 0.2)",-0.034
"(0.2, 0.3)",-0.038
"(0.2, 0.4)",-0.056
"(0.2, 0.5)",-0.066
"(0.2, 0.6)",-0.074
"(0.2, 0.7)",-0.08
"(0.2, 0.8)",-0.05
"(0.2, 0.9)",-0.058
"(0.2, 1.0)",-0.124
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.02
"(0.3, 0.2)",-0.018
"(0.3, 0.3)",-0.01
"(0.3, 0.4)",-0.054
"(0.3, 0.5)",-0.066
"(0.3, 0.6)",-0.104
"(0.3, 0.7)",-0.076
"(0.3, 0.8)",-0.102
"(0.3, 0.9)",-0.062
"(0.3, 1.0)",-0.042
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.028
"(0.4, 0.2)",-0.048
"(0.4, 0.3)",-0.02
"(0.4, 0.4)",-0.054
"(0.4, 0.5)",-0.004
"(0.4, 0.6)",-0.094
"(0.4, 0.7)",-0.084
"(0.4, 0.8)",-0.046
"(0.4, 0.9)",-0.076
"(0.4, 1.0)",-0.086
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.038
"(0.5, 0.2)",-0.024
"(0.5, 0.3)",-0.02
"(0.5, 0.4)",-0.114
"(0.5, 0.5)",-0.034
"(0.5, 0.6)",-0.064
"(0.5, 0.7)",-0.088
"(0.5, 0.8)",-0.084
"(0.5, 0.9)",-0.012
"(0.5, 1.0)",-0.072
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.004
"(0.6, 0.2)",0.044
"(0.6, 0.3)",-0.048
"(0.6, 0.4)",-0.042
"(0.6, 0.5)",-0.042
"(0.6, 0.6)",-0.01
"(0.6, 0.7)",-0.062
"(0.6, 0.8)",0.01
"(0.6, 0.9)",-0.056
"(0.6, 1.0)",-0.022
"(0.7, 0.0)",0
"(0.7, 0.1)",0.012
"(0.7, 0.2)",-0.036
"(0.7, 0.3)",-0.012
"(0.7, 0.4)",-0.024
"(0.7, 0.5)",-0.048
"(0.7, 0.6)",0.002
"(0.7, 0.7)",-0.05
"(0.7, 0.8)",-0.014
"(0.7, 0.9)",-0.03
"(0.7, 1.0)",0.034
"(0.8, 0.0)",0
"(0.8, 0.1)",0.012
"(0.8, 0.2)",-0.02
"(0.8, 0.3)",-0.098
"(0.8, 0.4)",-0.038
"(0.8, 0.5)",-0.046
"(0.8, 0.6)",-0.008
"(0.8, 0.7)",-0.022
"(0.8, 0.8)",0.024
"(0.8, 0.9)",-0.04
"(0.8, 1.0)",0.034
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.024
"(0.9, 0.2)",0.01
"(0.9, 0.3)",-0.054
"(0.9, 0.4)",0.066
"(0.9, 0.5)",0.074
"(0.9, 0.6)",-0.04
"(0.9, 0.7)",-0.04
"(0.9, 0.8)",-0.066
"(0.9, 0.9)",-0.002
"(0.9, 1.0)",-0.002
"(1.0, 0.0)",0
"(1.0, 0.1)",0.03
"(1.0, 0.2)",-0.02
"(1.0, 0.3)",-0.046
"(1.0, 0.4)",-0.064
"(1.0, 0.5)",-0.042
"(1.0, 0.6)",0.01
"(1.0, 0.7)",-0.07
"(1.0, 0.8)",-0.016
"(1.0, 0.9)",0.006
"(1.0, 1.0)",-0.024
