"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.022
"(0.1, 0.2)",-0.026
"(0.1, 0.3)",-0.03
"(0.1, 0.4)",-0.042
"(0.1, 0.5)",0.01
"(0.1, 0.6)",-0.018
"(0.1, 0.7)",0.008
"(0.1, 0.8)",-0.002
"(0.1, 0.9)",-0.016
"(0.1, 1.0)",-0.012
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.04
"(0.2, 0.2)",-0.056
"(0.2, 0.3)",-0.032
"(0.2, 0.4)",-0.008
"(0.2, 0.5)",-0.046
"(0.2, 0.6)",-0.016
"(0.2, 0.7)",-0.036
"(0.2, 0.8)",0.014
"(0.2, 0.9)",-0.034
"(0.2, 1.0)",0.032
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.052
"(0.3, 0.2)",-0.064
"(0.3, 0.3)",-0.056
"(0.3, 0.4)",-0.068
"(0.3, 0.5)",-0.032
"(0.3, 0.6)",-0.038
"(0.3, 0.7)",-0.002
"(0.3, 0.8)",-0.016
"(0.3, 0.9)",-0.062
"(0.3, 1.0)",-0.012
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.052
"(0.4, 0.2)",-0.046
"(0.4, 0.3)",-0.046
"(0.4, 0.4)",-0.058
"(0.4, 0.5)",-0.06
"(0.4, 0.6)",-0.07
"(0.4, 0.7)",-0.064
"(0.4, 0.8)",-0.012
"(0.4, 0.9)",-0.042
"(0.4, 1.0)",-0.05
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.04
"(0.5, 0.2)",-0.098
"(0.5, 0.3)",-0.072
"(0.5, 0.4)",-0.056
"(0.5, 0.5)",-0.086
"(0.5, 0.6)",-0.04
"(0.5, 0.7)",-0.02
"(0.5, 0.8)",-0.022
"(0.5, 0.9)",-0.002
"(0.5, 1.0)",-0.022
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.044
"(0.6, 0.2)",-0.052
"(0.6, 0.3)",-0.068
"(0.6, 0.4)",-0.05
"(0.6, 0.5)",-0.072
"(0.6, 0.6)",-0.126
"(0.6, 0.7)",-0.03
"(0.6, 0.8)",-0.002
"(0.6, 0.9)",0.03
"(0.6, 1.0)",-0.046
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.046
"(0.7, 0.2)",-0.072
"(0.7, 0.3)",-0.07
"(0.7, 0.4)",-0.068
"(0.7, 0.5)",-0.028
"(0.7, 0.6)",-0.106
"(0.7, 0.7)",-0.03
"(0.7, 0.8)",-0.014
"(0.7, 0.9)",0.004
"(0.7, 1.0)",-0.03
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.038
"(0.8, 0.2)",-0.04
"(0.8, 0.3)",-0.086
"(0.8, 0.4)",-0.094
"(0.8, 0.5)",-0.078
"(0.8, 0.6)",-0.102
"(0.8, 0.7)",-0.062
"(0.8, 0.8)",-0.026
"(0.8, 0.9)",-0.04
"(0.8, 1.0)",0.018
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.04
"(0.9, 0.2)",-0.058
"(0.9, 0.3)",-0.124
"(0.9, 0.4)",-0.13
"(0.9, 0.5)",-0.128
"(0.9, 0.6)",0.02
"(0.9, 0.7)",-0.024
"(0.9, 0.8)",0.006
"(0.9, 0.9)",-0.02
"(0.9, 1.0)",0.05
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.048
"(1.0, 0.2)",-0.078
"(1.0, 0.3)",-0.052
"(1.0, 0.4)",-0.034
"(1.0, 0.5)",0.028
"(1.0, 0.6)",0
"(1.0, 0.7)",-0.048
"(1.0, 0.8)",-0.034
"(1.0, 0.9)",-0.054
"(1.0, 1.0)",-0.018
