"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.004
"(0.0, 0.2)",0.008
"(0.0, 0.3)",0.002
"(0.0, 0.4)",-0.002
"(0.0, 0.5)",0.002
"(0.0, 0.6)",-0.008
"(0.0, 0.7)",-0.012
"(0.0, 0.8)",0.002
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",0
"(0.1, 0.2)",-0.028
"(0.1, 0.3)",0.006
"(0.1, 0.4)",0.006
"(0.1, 0.5)",-0.004
"(0.1, 0.6)",0.004
"(0.1, 0.7)",-0.036
"(0.1, 0.8)",-0.01
"(0.1, 0.9)",0.014
"(0.1, 1.0)",-0.008
"(0.2, 0.0)",0
"(0.2, 0.1)",0.002
"(0.2, 0.2)",-0.04
"(0.2, 0.3)",-0.022
"(0.2, 0.4)",-0.07
"(0.2, 0.5)",-0.024
"(0.2, 0.6)",-0.068
"(0.2, 0.7)",0.014
"(0.2, 0.8)",0.004
"(0.2, 0.9)",-0.004
"(0.2, 1.0)",-0.002
"(0.3, 0.0)",0
"(0.3, 0.1)",0.008
"(0.3, 0.2)",-0.002
"(0.3, 0.3)",-0.106
"(0.3, 0.4)",-0.052
"(0.3, 0.5)",-0.024
"(0.3, 0.6)",-0.102
"(0.3, 0.7)",0.002
"(0.3, 0.8)",0
"(0.3, 0.9)",0.006
"(0.3, 1.0)",-0.008
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.016
"(0.4, 0.2)",0.006
"(0.4, 0.3)",-0.056
"(0.4, 0.4)",-0.038
"(0.4, 0.5)",-0.034
"(0.4, 0.6)",-0.064
"(0.4, 0.7)",-0.078
"(0.4, 0.8)",-0.03
"(0.4, 0.9)",-0.01
"(0.4, 1.0)",-0.018
"(0.5, 0.0)",0
"(0.5, 0.1)",0.004
"(0.5, 0.2)",-0.004
"(0.5, 0.3)",-0.034
"(0.5, 0.4)",-0.056
"(0.5, 0.5)",-0.014
"(0.5, 0.6)",-0.088
"(0.5, 0.7)",-0.056
"(0.5, 0.8)",-0.01
"(0.5, 0.9)",-0.024
"(0.5, 1.0)",0.018
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.012
"(0.6, 0.2)",-0.032
"(0.6, 0.3)",-0.042
"(0.6, 0.4)",-0.034
"(0.6, 0.5)",-0.048
"(0.6, 0.6)",0.03
"(0.6, 0.7)",-0.046
"(0.6, 0.8)",-0.056
"(0.6, 0.9)",-0.02
"(0.6, 1.0)",-0.044
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.018
"(0.7, 0.2)",-0.07
"(0.7, 0.3)",-0.128
"(0.7, 0.4)",-0.106
"(0.7, 0.5)",-0.092
"(0.7, 0.6)",-0.034
"(0.7, 0.7)",-0.092
"(0.7, 0.8)",-0.048
"(0.7, 0.9)",-0.054
"(0.7, 1.0)",0.024
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.02
"(0.8, 0.2)",0.008
"(0.8, 0.3)",-0.062
"(0.8, 0.4)",-0.014
"(0.8, 0.5)",-0.072
"(0.8, 0.6)",-0.084
"(0.8, 0.7)",-0.042
"(0.8, 0.8)",0.032
"(0.8, 0.9)",-0.044
"(0.8, 1.0)",-0.018
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.008
"(0.9, 0.2)",-0.004
"(0.9, 0.3)",0.016
"(0.9, 0.4)",-0.07
"(0.9, 0.5)",-0.026
"(0.9, 0.6)",-0.068
"(0.9, 0.7)",-0.032
"(0.9, 0.8)",-0.084
"(0.9, 0.9)",-0.02
"(0.9, 1.0)",-0.068
"(1.0, 0.0)",0
"(1.0, 0.1)",0.016
"(1.0, 0.2)",0.008
"(1.0, 0.3)",0.024
"(1.0, 0.4)",-0.03
"(1.0, 0.5)",-0.028
"(1.0, 0.6)",-0.05
"(1.0, 0.7)",0.018
"(1.0, 0.8)",-0.032
"(1.0, 0.9)",-0.04
"(1.0, 1.0)",0.026
