"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.012
"(0.0, 0.2)",-0.022
"(0.0, 0.3)",-0.03
"(0.0, 0.4)",-0.08
"(0.0, 0.5)",-0.044
"(0.0, 0.6)",-0.006
"(0.0, 0.7)",-0.01
"(0.0, 0.8)",-0.012
"(0.0, 0.9)",0.004
"(0.0, 1.0)",0.008
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.078
"(0.1, 0.2)",-0.056
"(0.1, 0.3)",-0.08
"(0.1, 0.4)",-0.022
"(0.1, 0.5)",-0.058
"(0.1, 0.6)",-0.078
"(0.1, 0.7)",-0.056
"(0.1, 0.8)",-0.088
"(0.1, 0.9)",-0.018
"(0.1, 1.0)",-0.018
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.014
"(0.2, 0.2)",-0.064
"(0.2, 0.3)",-0.02
"(0.2, 0.4)",-0.082
"(0.2, 0.5)",-0.092
"(0.2, 0.6)",-0.078
"(0.2, 0.7)",-0.022
"(0.2, 0.8)",-0.084
"(0.2, 0.9)",-0.008
"(0.2, 1.0)",-0.024
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.022
"(0.3, 0.2)",-0.074
"(0.3, 0.3)",-0.06
"(0.3, 0.4)",-0.094
"(0.3, 0.5)",-0.082
"(0.3, 0.6)",-0.036
"(0.3, 0.7)",-0.044
"(0.3, 0.8)",-0.092
"(0.3, 0.9)",-0.066
"(0.3, 1.0)",-0.108
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.024
"(0.4, 0.2)",-0.072
"(0.4, 0.3)",-0.066
"(0.4, 0.4)",-0.058
"(0.4, 0.5)",-0.062
"(0.4, 0.6)",-0.01
"(0.4, 0.7)",-0.022
"(0.4, 0.8)",-0.014
"(0.4, 0.9)",-0.032
"(0.4, 1.0)",-0.028
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.086
"(0.5, 0.2)",-0.05
"(0.5, 0.3)",-0.064
"(0.5, 0.4)",-0.014
"(0.5, 0.5)",-0.006
"(0.5, 0.6)",-0.04
"(0.5, 0.7)",-0.052
"(0.5, 0.8)",-0.026
"(0.5, 0.9)",0.046
"(0.5, 1.0)",-0.032
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.062
"(0.6, 0.2)",-0.04
"(0.6, 0.3)",-0.048
"(0.6, 0.4)",-0.08
"(0.6, 0.5)",-0.074
"(0.6, 0.6)",-0.018
"(0.6, 0.7)",-0.024
"(0.6, 0.8)",-0.05
"(0.6, 0.9)",-0.038
"(0.6, 1.0)",-0.068
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.05
"(0.7, 0.2)",-0.022
"(0.7, 0.3)",-0.046
"(0.7, 0.4)",-0.062
"(0.7, 0.5)",-0.026
"(0.7, 0.6)",0.01
"(0.7, 0.7)",-0.132
"(0.7, 0.8)",-0.038
"(0.7, 0.9)",-0.102
"(0.7, 1.0)",-0.052
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.02
"(0.8, 0.2)",-0.046
"(0.8, 0.3)",-0.082
"(0.8, 0.4)",-0.052
"(0.8, 0.5)",-0.024
"(0.8, 0.6)",-0.074
"(0.8, 0.7)",-0.07
"(0.8, 0.8)",0.04
"(0.8, 0.9)",0.034
"(0.8, 1.0)",-0.048
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.06
"(0.9, 0.2)",-0.024
"(0.9, 0.3)",-0.064
"(0.9, 0.4)",-0.024
"(0.9, 0.5)",-0.038
"(0.9, 0.6)",-0.076
"(0.9, 0.7)",-0.048
"(0.9, 0.8)",-0.026
"(0.9, 0.9)",-0.01
"(0.9, 1.0)",0.036
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.056
"(1.0, 0.2)",-0.106
"(1.0, 0.3)",-0.054
"(1.0, 0.4)",-0.046
"(1.0, 0.5)",-0.108
"(1.0, 0.6)",-0.048
"(1.0, 0.7)",-0.04
"(1.0, 0.8)",-0.058
"(1.0, 0.9)",0.024
"(1.0, 1.0)",0.04
