"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.042
"(0.0, 0.2)",-0.042
"(0.0, 0.3)",-0.048
"(0.0, 0.4)",-0.004
"(0.0, 0.5)",-0.03
"(0.0, 0.6)",-0.016
"(0.0, 0.7)",-0.02
"(0.0, 0.8)",-0.036
"(0.0, 0.9)",0
"(0.0, 1.0)",0.002
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.04
"(0.1, 0.2)",-0.074
"(0.1, 0.3)",-0.09
"(0.1, 0.4)",-0.056
"(0.1, 0.5)",-0.038
"(0.1, 0.6)",-0.014
"(0.1, 0.7)",0.03
"(0.1, 0.8)",-0.014
"(0.1, 0.9)",0
"(0.1, 1.0)",-0.052
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.022
"(0.2, 0.2)",-0.092
"(0.2, 0.3)",-0.058
"(0.2, 0.4)",-0.116
"(0.2, 0.5)",-0.096
"(0.2, 0.6)",-0.08
"(0.2, 0.7)",-0.04
"(0.2, 0.8)",-0.038
"(0.2, 0.9)",-0.026
"(0.2, 1.0)",-0.016
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.024
"(0.3, 0.2)",-0.038
"(0.3, 0.3)",-0.054
"(0.3, 0.4)",-0.072
"(0.3, 0.5)",-0.052
"(0.3, 0.6)",0.002
"(0.3, 0.7)",-0.068
"(0.3, 0.8)",-0.028
"(0.3, 0.9)",-0.09
"(0.3, 1.0)",-0.042
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.058
"(0.4, 0.2)",-0.068
"(0.4, 0.3)",-0.078
"(0.4, 0.4)",-0.092
"(0.4, 0.5)",-0.048
"(0.4, 0.6)",-0.024
"(0.4, 0.7)",-0.03
"(0.4, 0.8)",-0.006
"(0.4, 0.9)",-0.01
"(0.4, 1.0)",-0.032
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.062
"(0.5, 0.2)",-0.064
"(0.5, 0.3)",-0.112
"(0.5, 0.4)",-0.002
"(0.5, 0.5)",-0.078
"(0.5, 0.6)",-0.072
"(0.5, 0.7)",-0.046
"(0.5, 0.8)",-0.044
"(0.5, 0.9)",0.02
"(0.5, 1.0)",-0.018
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.05
"(0.6, 0.2)",-0.082
"(0.6, 0.3)",-0.09
"(0.6, 0.4)",-0.082
"(0.6, 0.5)",-0.106
"(0.6, 0.6)",0.016
"(0.6, 0.7)",-0.032
"(0.6, 0.8)",-0.05
"(0.6, 0.9)",-0.008
"(0.6, 1.0)",-0.064
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.01
"(0.7, 0.2)",-0.074
"(0.7, 0.3)",-0.096
"(0.7, 0.4)",0
"(0.7, 0.5)",-0.056
"(0.7, 0.6)",0.074
"(0.7, 0.7)",-0.082
"(0.7, 0.8)",0.034
"(0.7, 0.9)",0.04
"(0.7, 1.0)",-0.008
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.08
"(0.8, 0.2)",-0.022
"(0.8, 0.3)",-0.134
"(0.8, 0.4)",-0.04
"(0.8, 0.5)",-0.068
"(0.8, 0.6)",-0.052
"(0.8, 0.7)",-0.016
"(0.8, 0.8)",-0.026
"(0.8, 0.9)",-0.038
"(0.8, 1.0)",-0.014
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.066
"(0.9, 0.2)",-0.094
"(0.9, 0.3)",-0.09
"(0.9, 0.4)",-0.074
"(0.9, 0.5)",-0.056
"(0.9, 0.6)",-0.094
"(0.9, 0.7)",-0.022
"(0.9, 0.8)",-0.052
"(0.9, 0.9)",-0.03
"(0.9, 1.0)",-0.024
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.104
"(1.0, 0.2)",-0.062
"(1.0, 0.3)",-0.062
"(1.0, 0.4)",-0.09
"(1.0, 0.5)",-0.066
"(1.0, 0.6)",-0.004
"(1.0, 0.7)",-0.002
"(1.0, 0.8)",-0.006
"(1.0, 0.9)",-0.012
"(1.0, 1.0)",-0.008
