"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.076
"(0.1, 0.1)",-0.078
"(0.1, 0.2)",-0.08
"(0.1, 0.3)",-0.064
"(0.1, 0.4)",-0.086
"(0.1, 0.5)",-0.028
"(0.1, 0.6)",-0.012
"(0.1, 0.7)",-0.036
"(0.1, 0.8)",-0.018
"(0.1, 0.9)",-0.018
"(0.1, 1.0)",-0.012
"(0.2, 0.0)",-0.122
"(0.2, 0.1)",-0.158
"(0.2, 0.2)",-0.124
"(0.2, 0.3)",-0.102
"(0.2, 0.4)",-0.098
"(0.2, 0.5)",-0.086
"(0.2, 0.6)",-0.05
"(0.2, 0.7)",-0.058
"(0.2, 0.8)",-0.032
"(0.2, 0.9)",-0.018
"(0.2, 1.0)",-0.026
"(0.3, 0.0)",-0.134
"(0.3, 0.1)",-0.178
"(0.3, 0.2)",-0.148
"(0.3, 0.3)",-0.142
"(0.3, 0.4)",-0.118
"(0.3, 0.5)",-0.114
"(0.3, 0.6)",-0.106
"(0.3, 0.7)",-0.092
"(0.3, 0.8)",-0.024
"(0.3, 0.9)",-0.036
"(0.3, 1.0)",-0.05
"(0.4, 0.0)",-0.094
"(0.4, 0.1)",-0.07
"(0.4, 0.2)",-0.12
"(0.4, 0.3)",-0.166
"(0.4, 0.4)",-0.13
"(0.4, 0.5)",-0.032
"(0.4, 0.6)",-0.058
"(0.4, 0.7)",-0.07
"(0.4, 0.8)",-0.042
"(0.4, 0.9)",-0.022
"(0.4, 1.0)",-0.02
"(0.5, 0.0)",-0.044
"(0.5, 0.1)",-0.094
"(0.5, 0.2)",-0.104
"(0.5, 0.3)",-0.08
"(0.5, 0.4)",-0.138
"(0.5, 0.5)",-0.072
"(0.5, 0.6)",-0.086
"(0.5, 0.7)",-0.052
"(0.5, 0.8)",-0.064
"(0.5, 0.9)",-0.032
"(0.5, 1.0)",-0.028
"(0.6, 0.0)",-0.036
"(0.6, 0.1)",-0.05
"(0.6, 0.2)",-0.106
"(0.6, 0.3)",-0.082
"(0.6, 0.4)",-0.074
"(0.6, 0.5)",-0.098
"(0.6, 0.6)",-0.07
"(0.6, 0.7)",-0.05
"(0.6, 0.8)",-0.014
"(0.6, 0.9)",-0.034
"(0.6, 1.0)",-0.018
"(0.7, 0.0)",-0.02
"(0.7, 0.1)",-0.07
"(0.7, 0.2)",-0.032
"(0.7, 0.3)",-0.118
"(0.7, 0.4)",0.004
"(0.7, 0.5)",-0.056
"(0.7, 0.6)",-0.024
"(0.7, 0.7)",-0.004
"(0.7, 0.8)",-0.018
"(0.7, 0.9)",-0.012
"(0.7, 1.0)",0.004
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.024
"(0.8, 0.2)",-0.032
"(0.8, 0.3)",0.002
"(0.8, 0.4)",-0.064
"(0.8, 0.5)",-0.022
"(0.8, 0.6)",-0.042
"(0.8, 0.7)",-0.042
"(0.8, 0.8)",-0.024
"(0.8, 0.9)",-0.044
"(0.8, 1.0)",0.002
"(0.9, 0.0)",0
"(0.9, 0.1)",0.004
"(0.9, 0.2)",-0.02
"(0.9, 0.3)",-0.012
"(0.9, 0.4)",0.024
"(0.9, 0.5)",-0.01
"(0.9, 0.6)",-0.018
"(0.9, 0.7)",-0.004
"(0.9, 0.8)",0.018
"(0.9, 0.9)",0.012
"(0.9, 1.0)",0
"(1.0, 0.0)",-0.01
"(1.0, 0.1)",-0.022
"(1.0, 0.2)",-0.026
"(1.0, 0.3)",-0.072
"(1.0, 0.4)",-0.026
"(1.0, 0.5)",0.01
"(1.0, 0.6)",-0.002
"(1.0, 0.7)",0.034
"(1.0, 0.8)",-0.004
"(1.0, 0.9)",0.004
"(1.0, 1.0)",-0.004
