"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.044
"(0.0, 0.2)",-0.012
"(0.0, 0.3)",-0.012
"(0.0, 0.4)",-0.056
"(0.0, 0.5)",-0.006
"(0.0, 0.6)",-0.002
"(0.0, 0.7)",0.002
"(0.0, 0.8)",-0.002
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.016
"(0.1, 0.2)",0
"(0.1, 0.3)",-0.016
"(0.1, 0.4)",-0.042
"(0.1, 0.5)",-0.028
"(0.1, 0.6)",0.02
"(0.1, 0.7)",-0.002
"(0.1, 0.8)",0.004
"(0.1, 0.9)",-0.016
"(0.1, 1.0)",0.026
"(0.2, 0.0)",0
"(0.2, 0.1)",0.018
"(0.2, 0.2)",-0.028
"(0.2, 0.3)",-0.006
"(0.2, 0.4)",-0.01
"(0.2, 0.5)",0.008
"(0.2, 0.6)",-0.034
"(0.2, 0.7)",-0.04
"(0.2, 0.8)",-0.028
"(0.2, 0.9)",0.036
"(0.2, 1.0)",0.018
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.01
"(0.3, 0.2)",-0.004
"(0.3, 0.3)",-0.07
"(0.3, 0.4)",-0.006
"(0.3, 0.5)",-0.038
"(0.3, 0.6)",-0.004
"(0.3, 0.7)",-0.04
"(0.3, 0.8)",-0.022
"(0.3, 0.9)",-0.048
"(0.3, 1.0)",-0.028
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.014
"(0.4, 0.2)",0
"(0.4, 0.3)",-0.006
"(0.4, 0.4)",-0.008
"(0.4, 0.5)",-0.012
"(0.4, 0.6)",-0.088
"(0.4, 0.7)",-0.024
"(0.4, 0.8)",-0.036
"(0.4, 0.9)",-0.08
"(0.4, 1.0)",0.006
"(0.5, 0.0)",0
"(0.5, 0.1)",0.002
"(0.5, 0.2)",-0.022
"(0.5, 0.3)",-0.022
"(0.5, 0.4)",-0.046
"(0.5, 0.5)",-0.002
"(0.5, 0.6)",-0.038
"(0.5, 0.7)",0.05
"(0.5, 0.8)",0.012
"(0.5, 0.9)",-0.016
"(0.5, 1.0)",-0.03
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.014
"(0.6, 0.2)",-0.024
"(0.6, 0.3)",-0.074
"(0.6, 0.4)",-0.04
"(0.6, 0.5)",-0.122
"(0.6, 0.6)",-0.03
"(0.6, 0.7)",-0.042
"(0.6, 0.8)",-0.038
"(0.6, 0.9)",0.006
"(0.6, 1.0)",-0.026
"(0.7, 0.0)",0
"(0.7, 0.1)",0.014
"(0.7, 0.2)",-0.014
"(0.7, 0.3)",-0.028
"(0.7, 0.4)",0
"(0.7, 0.5)",-0.052
"(0.7, 0.6)",-0.024
"(0.7, 0.7)",-0.058
"(0.7, 0.8)",-0.044
"(0.7, 0.9)",-0.018
"(0.7, 1.0)",0
"(0.8, 0.0)",0
"(0.8, 0.1)",0.002
"(0.8, 0.2)",-0.026
"(0.8, 0.3)",-0.022
"(0.8, 0.4)",-0.006
"(0.8, 0.5)",-0.056
"(0.8, 0.6)",-0.05
"(0.8, 0.7)",-0.008
"(0.8, 0.8)",-0.022
"(0.8, 0.9)",-0.028
"(0.8, 1.0)",0.002
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.016
"(0.9, 0.2)",-0.054
"(0.9, 0.3)",-0.032
"(0.9, 0.4)",-0.032
"(0.9, 0.5)",-0.004
"(0.9, 0.6)",-0.022
"(0.9, 0.7)",-0.152
"(0.9, 0.8)",-0.048
"(0.9, 0.9)",0.006
"(0.9, 1.0)",-0.078
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.006
"(1.0, 0.2)",-0.016
"(1.0, 0.3)",-0.078
"(1.0, 0.4)",0.016
"(1.0, 0.5)",-0.036
"(1.0, 0.6)",0.02
"(1.0, 0.7)",-0.042
"(1.0, 0.8)",-0.022
"(1.0, 0.9)",-0.028
"(1.0, 1.0)",-0.066
