"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0.022
"(0.0, 0.2)",-0.006
"(0.0, 0.3)",-0.014
"(0.0, 0.4)",-0.02
"(0.0, 0.5)",0.028
"(0.0, 0.6)",-0.012
"(0.0, 0.7)",-0.04
"(0.0, 0.8)",-0.064
"(0.0, 0.9)",-0.024
"(0.0, 1.0)",0.022
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.002
"(0.1, 0.2)",0.024
"(0.1, 0.3)",-0.024
"(0.1, 0.4)",-0.018
"(0.1, 0.5)",-0.01
"(0.1, 0.6)",-0.086
"(0.1, 0.7)",0.03
"(0.1, 0.8)",0
"(0.1, 0.9)",0.022
"(0.1, 1.0)",-0.024
"(0.2, 0.0)",0
"(0.2, 0.1)",0.012
"(0.2, 0.2)",0.002
"(0.2, 0.3)",-0.002
"(0.2, 0.4)",-0.002
"(0.2, 0.5)",-0.01
"(0.2, 0.6)",0.006
"(0.2, 0.7)",-0.072
"(0.2, 0.8)",-0.056
"(0.2, 0.9)",-0.026
"(0.2, 1.0)",-0.006
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.016
"(0.3, 0.2)",0.006
"(0.3, 0.3)",-0.01
"(0.3, 0.4)",0.024
"(0.3, 0.5)",-0.008
"(0.3, 0.6)",0.004
"(0.3, 0.7)",0.014
"(0.3, 0.8)",-0.056
"(0.3, 0.9)",0.002
"(0.3, 1.0)",0.036
"(0.4, 0.0)",0
"(0.4, 0.1)",0.018
"(0.4, 0.2)",-0.008
"(0.4, 0.3)",-0.002
"(0.4, 0.4)",-0.006
"(0.4, 0.5)",-0.002
"(0.4, 0.6)",-0.042
"(0.4, 0.7)",0.022
"(0.4, 0.8)",0.068
"(0.4, 0.9)",-0.058
"(0.4, 1.0)",0.016
"(0.5, 0.0)",0
"(0.5, 0.1)",0.022
"(0.5, 0.2)",-0.04
"(0.5, 0.3)",0.01
"(0.5, 0.4)",-0.064
"(0.5, 0.5)",-0.022
"(0.5, 0.6)",-0.036
"(0.5, 0.7)",-0.012
"(0.5, 0.8)",0.03
"(0.5, 0.9)",0.012
"(0.5, 1.0)",-0.01
"(0.6, 0.0)",0
"(0.6, 0.1)",0.018
"(0.6, 0.2)",-0.024
"(0.6, 0.3)",-0.008
"(0.6, 0.4)",-0.01
"(0.6, 0.5)",-0.028
"(0.6, 0.6)",0.002
"(0.6, 0.7)",0.056
"(0.6, 0.8)",-0.032
"(0.6, 0.9)",0.024
"(0.6, 1.0)",0.01
"(0.7, 0.0)",0
"(0.7, 0.1)",0.002
"(0.7, 0.2)",0.01
"(0.7, 0.3)",-0.01
"(0.7, 0.4)",-0.042
"(0.7, 0.5)",-0.056
"(0.7, 0.6)",0.062
"(0.7, 0.7)",-0.012
"(0.7, 0.8)",-0.046
"(0.7, 0.9)",-0.042
"(0.7, 1.0)",-0.036
"(0.8, 0.0)",0
"(0.8, 0.1)",0.01
"(0.8, 0.2)",0.04
"(0.8, 0.3)",-0.058
"(0.8, 0.4)",-0.062
"(0.8, 0.5)",0.006
"(0.8, 0.6)",-0.042
"(0.8, 0.7)",-0.038
"(0.8, 0.8)",0.018
"(0.8, 0.9)",0.032
"(0.8, 1.0)",-0.008
"(0.9, 0.0)",0
"(0.9, 0.1)",0.026
"(0.9, 0.2)",-0.044
"(0.9, 0.3)",0.03
"(0.9, 0.4)",-0.08
"(0.9, 0.5)",-0.022
"(0.9, 0.6)",-0.01
"(0.9, 0.7)",-0.022
"(0.9, 0.8)",-0.09
"(0.9, 0.9)",0.008
"(0.9, 1.0)",0.052
"(1.0, 0.0)",0
"(1.0, 0.1)",0.02
"(1.0, 0.2)",0.022
"(1.0, 0.3)",-0.022
"(1.0, 0.4)",-0.054
"(1.0, 0.5)",-0.022
"(1.0, 0.6)",0
"(1.0, 0.7)",-0.07
"(1.0, 0.8)",0.01
"(1.0, 0.9)",-0.05
"(1.0, 1.0)",0.05
