"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.026
"(0.0, 0.2)",-0.038
"(0.0, 0.3)",-0.052
"(0.0, 0.4)",-0.04
"(0.0, 0.5)",0.018
"(0.0, 0.6)",-0.038
"(0.0, 0.7)",0.018
"(0.0, 0.8)",0.002
"(0.0, 0.9)",0.036
"(0.0, 1.0)",0.012
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.046
"(0.1, 0.2)",-0.032
"(0.1, 0.3)",-0.022
"(0.1, 0.4)",-0.042
"(0.1, 0.5)",-0.006
"(0.1, 0.6)",-0.036
"(0.1, 0.7)",-0.038
"(0.1, 0.8)",-0.094
"(0.1, 0.9)",-0.028
"(0.1, 1.0)",0.002
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.024
"(0.2, 0.2)",-0.044
"(0.2, 0.3)",-0.042
"(0.2, 0.4)",-0.02
"(0.2, 0.5)",-0.054
"(0.2, 0.6)",-0.03
"(0.2, 0.7)",-0.022
"(0.2, 0.8)",-0.04
"(0.2, 0.9)",0.002
"(0.2, 1.0)",-0.006
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.038
"(0.3, 0.2)",-0.032
"(0.3, 0.3)",-0.054
"(0.3, 0.4)",-0.08
"(0.3, 0.5)",-0.036
"(0.3, 0.6)",-0.066
"(0.3, 0.7)",-0.084
"(0.3, 0.8)",0.01
"(0.3, 0.9)",-0.032
"(0.3, 1.0)",-0.024
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.046
"(0.4, 0.2)",-0.016
"(0.4, 0.3)",-0.078
"(0.4, 0.4)",-0.042
"(0.4, 0.5)",-0.002
"(0.4, 0.6)",-0.072
"(0.4, 0.7)",-0.092
"(0.4, 0.8)",-0.084
"(0.4, 0.9)",0.032
"(0.4, 1.0)",-0.03
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.04
"(0.5, 0.2)",-0.058
"(0.5, 0.3)",-0.012
"(0.5, 0.4)",-0.072
"(0.5, 0.5)",-0.088
"(0.5, 0.6)",-0.044
"(0.5, 0.7)",-0.11
"(0.5, 0.8)",-0.102
"(0.5, 0.9)",-0.076
"(0.5, 1.0)",-0.018
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.056
"(0.6, 0.2)",-0.082
"(0.6, 0.3)",-0.06
"(0.6, 0.4)",-0.064
"(0.6, 0.5)",-0.086
"(0.6, 0.6)",-0.036
"(0.6, 0.7)",-0.008
"(0.6, 0.8)",0
"(0.6, 0.9)",0.006
"(0.6, 1.0)",0.044
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.042
"(0.7, 0.2)",-0.058
"(0.7, 0.3)",-0.004
"(0.7, 0.4)",-0.048
"(0.7, 0.5)",-0.058
"(0.7, 0.6)",-0.064
"(0.7, 0.7)",-0.044
"(0.7, 0.8)",-0.054
"(0.7, 0.9)",0.01
"(0.7, 1.0)",-0.044
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.054
"(0.8, 0.2)",-0.034
"(0.8, 0.3)",-0.024
"(0.8, 0.4)",0
"(0.8, 0.5)",-0.04
"(0.8, 0.6)",-0.028
"(0.8, 0.7)",0.016
"(0.8, 0.8)",-0.042
"(0.8, 0.9)",0.02
"(0.8, 1.0)",-0.026
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.054
"(0.9, 0.2)",-0.002
"(0.9, 0.3)",-0.014
"(0.9, 0.4)",-0.056
"(0.9, 0.5)",-0.026
"(0.9, 0.6)",-0.05
"(0.9, 0.7)",-0.102
"(0.9, 0.8)",-0.124
"(0.9, 0.9)",-0.01
"(0.9, 1.0)",0.034
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.028
"(1.0, 0.2)",-0.06
"(1.0, 0.3)",-0.026
"(1.0, 0.4)",-0.008
"(1.0, 0.5)",-0.076
"(1.0, 0.6)",-0.056
"(1.0, 0.7)",-0.026
"(1.0, 0.8)",0.016
"(1.0, 0.9)",-0.018
"(1.0, 1.0)",-0.02
