"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.064
"(0.1, 0.1)",-0.042
"(0.1, 0.2)",-0.064
"(0.1, 0.3)",-0.066
"(0.1, 0.4)",-0.04
"(0.1, 0.5)",-0.056
"(0.1, 0.6)",-0.07
"(0.1, 0.7)",-0.026
"(0.1, 0.8)",-0.02
"(0.1, 0.9)",-0.048
"(0.1, 1.0)",-0.038
"(0.2, 0.0)",-0.074
"(0.2, 0.1)",-0.05
"(0.2, 0.2)",-0.064
"(0.2, 0.3)",-0.044
"(0.2, 0.4)",-0.06
"(0.2, 0.5)",-0.078
"(0.2, 0.6)",-0.05
"(0.2, 0.7)",-0.072
"(0.2, 0.8)",-0.048
"(0.2, 0.9)",-0.052
"(0.2, 1.0)",-0.102
"(0.3, 0.0)",-0.02
"(0.3, 0.1)",-0.038
"(0.3, 0.2)",-0.098
"(0.3, 0.3)",-0.088
"(0.3, 0.4)",-0.072
"(0.3, 0.5)",-0.084
"(0.3, 0.6)",-0.074
"(0.3, 0.7)",-0.11
"(0.3, 0.8)",-0.092
"(0.3, 0.9)",-0.03
"(0.3, 1.0)",-0.054
"(0.4, 0.0)",-0.094
"(0.4, 0.1)",-0.066
"(0.4, 0.2)",-0.018
"(0.4, 0.3)",-0.076
"(0.4, 0.4)",-0.082
"(0.4, 0.5)",-0.05
"(0.4, 0.6)",-0.052
"(0.4, 0.7)",-0.014
"(0.4, 0.8)",-0.032
"(0.4, 0.9)",-0.074
"(0.4, 1.0)",-0.074
"(0.5, 0.0)",-0.018
"(0.5, 0.1)",-0.012
"(0.5, 0.2)",-0.092
"(0.5, 0.3)",-0.018
"(0.5, 0.4)",-0.042
"(0.5, 0.5)",0
"(0.5, 0.6)",-0.036
"(0.5, 0.7)",-0.034
"(0.5, 0.8)",-0.07
"(0.5, 0.9)",-0.078
"(0.5, 1.0)",-0.038
"(0.6, 0.0)",-0.028
"(0.6, 0.1)",0.008
"(0.6, 0.2)",-0.036
"(0.6, 0.3)",-0.048
"(0.6, 0.4)",0.034
"(0.6, 0.5)",-0.042
"(0.6, 0.6)",-0.046
"(0.6, 0.7)",-0.026
"(0.6, 0.8)",-0.026
"(0.6, 0.9)",-0.014
"(0.6, 1.0)",-0.026
"(0.7, 0.0)",-0.002
"(0.7, 0.1)",-0.014
"(0.7, 0.2)",0
"(0.7, 0.3)",-0.054
"(0.7, 0.4)",-0.102
"(0.7, 0.5)",-0.02
"(0.7, 0.6)",-0.054
"(0.7, 0.7)",-0.044
"(0.7, 0.8)",-0.008
"(0.7, 0.9)",0.068
"(0.7, 1.0)",-0.02
"(0.8, 0.0)",0.032
"(0.8, 0.1)",0.004
"(0.8, 0.2)",-0.024
"(0.8, 0.3)",-0.062
"(0.8, 0.4)",0.008
"(0.8, 0.5)",-0.028
"(0.8, 0.6)",-0.034
"(0.8, 0.7)",-0.09
"(0.8, 0.8)",0.004
"(0.8, 0.9)",-0.02
"(0.8, 1.0)",-0.046
"(0.9, 0.0)",0.008
"(0.9, 0.1)",0.026
"(0.9, 0.2)",0.012
"(0.9, 0.3)",-0.078
"(0.9, 0.4)",0.014
"(0.9, 0.5)",-0.018
"(0.9, 0.6)",0.024
"(0.9, 0.7)",-0.034
"(0.9, 0.8)",-0.02
"(0.9, 0.9)",-0.026
"(0.9, 1.0)",-0.052
"(1.0, 0.0)",0.002
"(1.0, 0.1)",-0.024
"(1.0, 0.2)",-0.072
"(1.0, 0.3)",-0.012
"(1.0, 0.4)",-0.062
"(1.0, 0.5)",-0.108
"(1.0, 0.6)",-0.02
"(1.0, 0.7)",-0.002
"(1.0, 0.8)",0.014
"(1.0, 0.9)",0.014
"(1.0, 1.0)",0.016
