"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.014
"(0.0, 0.2)",-0.044
"(0.0, 0.3)",-0.05
"(0.0, 0.4)",-0.048
"(0.0, 0.5)",-0.018
"(0.0, 0.6)",-0.05
"(0.0, 0.7)",-0.038
"(0.0, 0.8)",0.048
"(0.0, 0.9)",0.024
"(0.0, 1.0)",-0.012
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.062
"(0.1, 0.2)",-0.018
"(0.1, 0.3)",-0.06
"(0.1, 0.4)",-0.012
"(0.1, 0.5)",-0.064
"(0.1, 0.6)",0.002
"(0.1, 0.7)",-0.076
"(0.1, 0.8)",-0.054
"(0.1, 0.9)",-0.052
"(0.1, 1.0)",-0.062
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.042
"(0.2, 0.2)",-0.054
"(0.2, 0.3)",-0.024
"(0.2, 0.4)",-0.088
"(0.2, 0.5)",-0.036
"(0.2, 0.6)",0.012
"(0.2, 0.7)",0
"(0.2, 0.8)",0.01
"(0.2, 0.9)",-0.042
"(0.2, 1.0)",-0.096
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.09
"(0.3, 0.2)",-0.026
"(0.3, 0.3)",-0.01
"(0.3, 0.4)",-0.046
"(0.3, 0.5)",-0.118
"(0.3, 0.6)",-0.072
"(0.3, 0.7)",-0.044
"(0.3, 0.8)",-0.02
"(0.3, 0.9)",-0.082
"(0.3, 1.0)",-0.038
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.044
"(0.4, 0.2)",-0.07
"(0.4, 0.3)",-0.052
"(0.4, 0.4)",-0.044
"(0.4, 0.5)",-0.046
"(0.4, 0.6)",-0.062
"(0.4, 0.7)",-0.086
"(0.4, 0.8)",-0.058
"(0.4, 0.9)",0.01
"(0.4, 1.0)",-0.014
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.062
"(0.5, 0.2)",-0.048
"(0.5, 0.3)",-0.046
"(0.5, 0.4)",-0.06
"(0.5, 0.5)",-0.008
"(0.5, 0.6)",-0.106
"(0.5, 0.7)",-0.048
"(0.5, 0.8)",-0.092
"(0.5, 0.9)",-0.066
"(0.5, 1.0)",-0.014
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.066
"(0.6, 0.2)",-0.058
"(0.6, 0.3)",-0.012
"(0.6, 0.4)",-0.086
"(0.6, 0.5)",-0.036
"(0.6, 0.6)",0.088
"(0.6, 0.7)",-0.098
"(0.6, 0.8)",-0.024
"(0.6, 0.9)",-0.02
"(0.6, 1.0)",-0.074
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.068
"(0.7, 0.2)",-0.04
"(0.7, 0.3)",-0.05
"(0.7, 0.4)",-0.03
"(0.7, 0.5)",-0.006
"(0.7, 0.6)",-0.054
"(0.7, 0.7)",-0.032
"(0.7, 0.8)",-0.042
"(0.7, 0.9)",-0.044
"(0.7, 1.0)",-0.012
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.032
"(0.8, 0.2)",-0.02
"(0.8, 0.3)",-0.06
"(0.8, 0.4)",-0.002
"(0.8, 0.5)",-0.08
"(0.8, 0.6)",-0.062
"(0.8, 0.7)",-0.054
"(0.8, 0.8)",-0.028
"(0.8, 0.9)",-0.05
"(0.8, 1.0)",-0.01
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.032
"(0.9, 0.2)",-0.042
"(0.9, 0.3)",-0.066
"(0.9, 0.4)",0.042
"(0.9, 0.5)",-0.098
"(0.9, 0.6)",-0.05
"(0.9, 0.7)",-0.14
"(0.9, 0.8)",0.034
"(0.9, 0.9)",-0.084
"(0.9, 1.0)",0.062
"(1.0, 0.0)",0
"(1.0, 0.1)",0.008
"(1.0, 0.2)",-0.036
"(1.0, 0.3)",0
"(1.0, 0.4)",-0.03
"(1.0, 0.5)",-0.056
"(1.0, 0.6)",-0.006
"(1.0, 0.7)",-0.072
"(1.0, 0.8)",-0.064
"(1.0, 0.9)",-0.024
"(1.0, 1.0)",-0.012
