"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.028
"(0.0, 0.2)",-0.006
"(0.0, 0.3)",-0.032
"(0.0, 0.4)",-0.016
"(0.0, 0.5)",-0.036
"(0.0, 0.6)",-0.03
"(0.0, 0.7)",0.014
"(0.0, 0.8)",-0.01
"(0.0, 0.9)",-0.028
"(0.0, 1.0)",-0.016
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.03
"(0.1, 0.2)",-0.04
"(0.1, 0.3)",-0.038
"(0.1, 0.4)",-0.042
"(0.1, 0.5)",-0.008
"(0.1, 0.6)",-0.02
"(0.1, 0.7)",-0.048
"(0.1, 0.8)",-0.072
"(0.1, 0.9)",-0.004
"(0.1, 1.0)",-0.018
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.024
"(0.2, 0.2)",-0.03
"(0.2, 0.3)",-0.072
"(0.2, 0.4)",-0.066
"(0.2, 0.5)",-0.078
"(0.2, 0.6)",-0.058
"(0.2, 0.7)",-0.028
"(0.2, 0.8)",-0.078
"(0.2, 0.9)",-0.064
"(0.2, 1.0)",-0.052
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.034
"(0.3, 0.2)",-0.012
"(0.3, 0.3)",-0.048
"(0.3, 0.4)",0.004
"(0.3, 0.5)",-0.046
"(0.3, 0.6)",-0.044
"(0.3, 0.7)",-0.014
"(0.3, 0.8)",0.006
"(0.3, 0.9)",0.02
"(0.3, 1.0)",-0.04
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.046
"(0.4, 0.2)",-0.028
"(0.4, 0.3)",-0.02
"(0.4, 0.4)",-0.052
"(0.4, 0.5)",0.008
"(0.4, 0.6)",-0.03
"(0.4, 0.7)",0.006
"(0.4, 0.8)",-0.01
"(0.4, 0.9)",0
"(0.4, 1.0)",-0.024
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.042
"(0.5, 0.2)",-0.084
"(0.5, 0.3)",-0.072
"(0.5, 0.4)",-0.074
"(0.5, 0.5)",-0.012
"(0.5, 0.6)",-0.086
"(0.5, 0.7)",-0.008
"(0.5, 0.8)",-0.08
"(0.5, 0.9)",-0.022
"(0.5, 1.0)",0.026
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.022
"(0.6, 0.2)",0.002
"(0.6, 0.3)",-0.018
"(0.6, 0.4)",-0.004
"(0.6, 0.5)",-0.07
"(0.6, 0.6)",-0.05
"(0.6, 0.7)",-0.098
"(0.6, 0.8)",0.004
"(0.6, 0.9)",-0.016
"(0.6, 1.0)",-0.078
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.018
"(0.7, 0.2)",-0.076
"(0.7, 0.3)",-0.056
"(0.7, 0.4)",-0.032
"(0.7, 0.5)",-0.082
"(0.7, 0.6)",-0.038
"(0.7, 0.7)",-0.058
"(0.7, 0.8)",-0.018
"(0.7, 0.9)",-0.08
"(0.7, 1.0)",-0.022
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.032
"(0.8, 0.2)",-0.046
"(0.8, 0.3)",-0.08
"(0.8, 0.4)",-0.066
"(0.8, 0.5)",-0.08
"(0.8, 0.6)",-0.034
"(0.8, 0.7)",-0.158
"(0.8, 0.8)",0.016
"(0.8, 0.9)",0.012
"(0.8, 1.0)",-0.038
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.04
"(0.9, 0.2)",-0.032
"(0.9, 0.3)",0.016
"(0.9, 0.4)",-0.064
"(0.9, 0.5)",-0.05
"(0.9, 0.6)",-0.042
"(0.9, 0.7)",0
"(0.9, 0.8)",-0.022
"(0.9, 0.9)",0.022
"(0.9, 1.0)",0.066
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.07
"(1.0, 0.2)",-0.074
"(1.0, 0.3)",-0.038
"(1.0, 0.4)",-0.046
"(1.0, 0.5)",-0.038
"(1.0, 0.6)",-0.106
"(1.0, 0.7)",-0.026
"(1.0, 0.8)",0.012
"(1.0, 0.9)",0.042
"(1.0, 1.0)",0.044
