"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.056
"(0.1, 0.1)",-0.072
"(0.1, 0.2)",-0.06
"(0.1, 0.3)",-0.06
"(0.1, 0.4)",-0.054
"(0.1, 0.5)",-0.016
"(0.1, 0.6)",-0.024
"(0.1, 0.7)",-0.048
"(0.1, 0.8)",-0.04
"(0.1, 0.9)",-0.016
"(0.1, 1.0)",-0.026
"(0.2, 0.0)",-0.046
"(0.2, 0.1)",-0.082
"(0.2, 0.2)",-0.056
"(0.2, 0.3)",-0.078
"(0.2, 0.4)",-0.092
"(0.2, 0.5)",-0.084
"(0.2, 0.6)",-0.058
"(0.2, 0.7)",-0.062
"(0.2, 0.8)",-0.034
"(0.2, 0.9)",-0.082
"(0.2, 1.0)",-0.042
"(0.3, 0.0)",-0.064
"(0.3, 0.1)",-0.018
"(0.3, 0.2)",-0.088
"(0.3, 0.3)",-0.052
"(0.3, 0.4)",-0.12
"(0.3, 0.5)",-0.106
"(0.3, 0.6)",-0.098
"(0.3, 0.7)",-0.06
"(0.3, 0.8)",-0.044
"(0.3, 0.9)",-0.05
"(0.3, 1.0)",-0.054
"(0.4, 0.0)",-0.026
"(0.4, 0.1)",-0.03
"(0.4, 0.2)",-0.076
"(0.4, 0.3)",-0.104
"(0.4, 0.4)",-0.102
"(0.4, 0.5)",-0.112
"(0.4, 0.6)",-0.076
"(0.4, 0.7)",-0.066
"(0.4, 0.8)",-0.026
"(0.4, 0.9)",-0.06
"(0.4, 1.0)",-0.054
"(0.5, 0.0)",-0.04
"(0.5, 0.1)",-0.004
"(0.5, 0.2)",-0.098
"(0.5, 0.3)",-0.09
"(0.5, 0.4)",-0.148
"(0.5, 0.5)",-0.082
"(0.5, 0.6)",-0.06
"(0.5, 0.7)",-0.09
"(0.5, 0.8)",-0.054
"(0.5, 0.9)",-0.084
"(0.5, 1.0)",-0.046
"(0.6, 0.0)",-0.024
"(0.6, 0.1)",-0.018
"(0.6, 0.2)",-0.086
"(0.6, 0.3)",-0.11
"(0.6, 0.4)",-0.1
"(0.6, 0.5)",-0.014
"(0.6, 0.6)",-0.106
"(0.6, 0.7)",-0.09
"(0.6, 0.8)",-0.03
"(0.6, 0.9)",0.008
"(0.6, 1.0)",-0.052
"(0.7, 0.0)",-0.024
"(0.7, 0.1)",-0.048
"(0.7, 0.2)",-0.084
"(0.7, 0.3)",-0.04
"(0.7, 0.4)",-0.056
"(0.7, 0.5)",-0.104
"(0.7, 0.6)",-0.128
"(0.7, 0.7)",-0.012
"(0.7, 0.8)",-0.08
"(0.7, 0.9)",-0.046
"(0.7, 1.0)",-0.07
"(0.8, 0.0)",0.002
"(0.8, 0.1)",-0.036
"(0.8, 0.2)",-0.048
"(0.8, 0.3)",-0.102
"(0.8, 0.4)",-0.054
"(0.8, 0.5)",-0.064
"(0.8, 0.6)",-0.054
"(0.8, 0.7)",-0.052
"(0.8, 0.8)",-0.04
"(0.8, 0.9)",0.008
"(0.8, 1.0)",-0.034
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.082
"(0.9, 0.2)",-0.114
"(0.9, 0.3)",-0.052
"(0.9, 0.4)",0.006
"(0.9, 0.5)",-0.054
"(0.9, 0.6)",-0.09
"(0.9, 0.7)",-0.004
"(0.9, 0.8)",0.018
"(0.9, 0.9)",-0.002
"(0.9, 1.0)",0.026
"(1.0, 0.0)",-0.002
"(1.0, 0.1)",-0.044
"(1.0, 0.2)",-0.016
"(1.0, 0.3)",-0.056
"(1.0, 0.4)",-0.054
"(1.0, 0.5)",-0.018
"(1.0, 0.6)",-0.102
"(1.0, 0.7)",-0.04
"(1.0, 0.8)",-0.062
"(1.0, 0.9)",0.006
"(1.0, 1.0)",-0.012
