"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0.006
"(0.1, 0.1)",-0.018
"(0.1, 0.2)",0.024
"(0.1, 0.3)",-0.01
"(0.1, 0.4)",0.006
"(0.1, 0.5)",0.006
"(0.1, 0.6)",-0.01
"(0.1, 0.7)",-0.006
"(0.1, 0.8)",-0.012
"(0.1, 0.9)",-0.012
"(0.1, 1.0)",0.004
"(0.2, 0.0)",0.026
"(0.2, 0.1)",0.022
"(0.2, 0.2)",-0.018
"(0.2, 0.3)",0.006
"(0.2, 0.4)",-0.004
"(0.2, 0.5)",-0.014
"(0.2, 0.6)",-0.004
"(0.2, 0.7)",-0.016
"(0.2, 0.8)",-0.008
"(0.2, 0.9)",-0.012
"(0.2, 1.0)",-0.014
"(0.3, 0.0)",-0.034
"(0.3, 0.1)",-0.008
"(0.3, 0.2)",-0.016
"(0.3, 0.3)",-0.018
"(0.3, 0.4)",0
"(0.3, 0.5)",0.012
"(0.3, 0.6)",-0.02
"(0.3, 0.7)",-0.004
"(0.3, 0.8)",-0.016
"(0.3, 0.9)",-0.012
"(0.3, 1.0)",-0.028
"(0.4, 0.0)",0.036
"(0.4, 0.1)",-0.006
"(0.4, 0.2)",-0.002
"(0.4, 0.3)",-0.034
"(0.4, 0.4)",-0.002
"(0.4, 0.5)",0
"(0.4, 0.6)",-0.018
"(0.4, 0.7)",0.002
"(0.4, 0.8)",-0.024
"(0.4, 0.9)",-0.014
"(0.4, 1.0)",-0.014
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.006
"(0.5, 0.2)",-0.02
"(0.5, 0.3)",-0.03
"(0.5, 0.4)",-0.01
"(0.5, 0.5)",-0.016
"(0.5, 0.6)",-0.026
"(0.5, 0.7)",-0.106
"(0.5, 0.8)",-0.02
"(0.5, 0.9)",-0.014
"(0.5, 1.0)",-0.034
"(0.6, 0.0)",-0.072
"(0.6, 0.1)",-0.004
"(0.6, 0.2)",-0.02
"(0.6, 0.3)",-0.032
"(0.6, 0.4)",-0.054
"(0.6, 0.5)",-0.056
"(0.6, 0.6)",-0.07
"(0.6, 0.7)",-0.04
"(0.6, 0.8)",-0.05
"(0.6, 0.9)",-0.016
"(0.6, 1.0)",-0.046
"(0.7, 0.0)",-0.122
"(0.7, 0.1)",-0.05
"(0.7, 0.2)",-0.04
"(0.7, 0.3)",-0.05
"(0.7, 0.4)",-0.086
"(0.7, 0.5)",-0.046
"(0.7, 0.6)",-0.056
"(0.7, 0.7)",-0.018
"(0.7, 0.8)",-0.042
"(0.7, 0.9)",-0.026
"(0.7, 1.0)",-0.026
"(0.8, 0.0)",-0.09
"(0.8, 0.1)",-0.148
"(0.8, 0.2)",-0.098
"(0.8, 0.3)",0.034
"(0.8, 0.4)",-0.054
"(0.8, 0.5)",-0.082
"(0.8, 0.6)",0.002
"(0.8, 0.7)",-0.064
"(0.8, 0.8)",-0.064
"(0.8, 0.9)",-0.044
"(0.8, 1.0)",-0.108
"(0.9, 0.0)",0.01
"(0.9, 0.1)",-0.018
"(0.9, 0.2)",0.02
"(0.9, 0.3)",0.038
"(0.9, 0.4)",-0.068
"(0.9, 0.5)",-0.014
"(0.9, 0.6)",-0.042
"(0.9, 0.7)",-0.064
"(0.9, 0.8)",0.016
"(0.9, 0.9)",-0.01
"(0.9, 1.0)",-0.026
"(1.0, 0.0)",0.046
"(1.0, 0.1)",0.042
"(1.0, 0.2)",0.018
"(1.0, 0.3)",-0.044
"(1.0, 0.4)",-0.018
"(1.0, 0.5)",-0.062
"(1.0, 0.6)",-0.072
"(1.0, 0.7)",-0.006
"(1.0, 0.8)",-0.032
"(1.0, 0.9)",-0.038
"(1.0, 1.0)",-0.026
