"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.032
"(0.1, 0.1)",-0.026
"(0.1, 0.2)",-0.058
"(0.1, 0.3)",-0.054
"(0.1, 0.4)",-0.056
"(0.1, 0.5)",-0.044
"(0.1, 0.6)",-0.04
"(0.1, 0.7)",-0.018
"(0.1, 0.8)",-0.026
"(0.1, 0.9)",-0.022
"(0.1, 1.0)",-0.026
"(0.2, 0.0)",-0.056
"(0.2, 0.1)",-0.052
"(0.2, 0.2)",-0.032
"(0.2, 0.3)",-0.048
"(0.2, 0.4)",-0.052
"(0.2, 0.5)",-0.044
"(0.2, 0.6)",-0.014
"(0.2, 0.7)",-0.026
"(0.2, 0.8)",-0.04
"(0.2, 0.9)",-0.026
"(0.2, 1.0)",-0.036
"(0.3, 0.0)",-0.054
"(0.3, 0.1)",-0.052
"(0.3, 0.2)",-0.086
"(0.3, 0.3)",-0.008
"(0.3, 0.4)",-0.03
"(0.3, 0.5)",-0.062
"(0.3, 0.6)",-0.056
"(0.3, 0.7)",-0.058
"(0.3, 0.8)",-0.016
"(0.3, 0.9)",-0.048
"(0.3, 1.0)",-0.042
"(0.4, 0.0)",-0.034
"(0.4, 0.1)",-0.016
"(0.4, 0.2)",-0.042
"(0.4, 0.3)",-0.044
"(0.4, 0.4)",-0.052
"(0.4, 0.5)",-0.072
"(0.4, 0.6)",-0.114
"(0.4, 0.7)",-0.084
"(0.4, 0.8)",-0.074
"(0.4, 0.9)",-0.024
"(0.4, 1.0)",-0.06
"(0.5, 0.0)",0.006
"(0.5, 0.1)",-0.008
"(0.5, 0.2)",-0.08
"(0.5, 0.3)",-0.074
"(0.5, 0.4)",-0.08
"(0.5, 0.5)",-0.09
"(0.5, 0.6)",-0.108
"(0.5, 0.7)",-0.082
"(0.5, 0.8)",-0.078
"(0.5, 0.9)",-0.054
"(0.5, 1.0)",-0.066
"(0.6, 0.0)",-0.062
"(0.6, 0.1)",-0.022
"(0.6, 0.2)",-0.08
"(0.6, 0.3)",-0.078
"(0.6, 0.4)",-0.076
"(0.6, 0.5)",-0.08
"(0.6, 0.6)",-0.148
"(0.6, 0.7)",-0.086
"(0.6, 0.8)",-0.058
"(0.6, 0.9)",-0.068
"(0.6, 1.0)",-0.09
"(0.7, 0.0)",-0.032
"(0.7, 0.1)",-0.094
"(0.7, 0.2)",-0.076
"(0.7, 0.3)",0.024
"(0.7, 0.4)",-0.072
"(0.7, 0.5)",-0.102
"(0.7, 0.6)",-0.07
"(0.7, 0.7)",-0.082
"(0.7, 0.8)",-0.058
"(0.7, 0.9)",-0.062
"(0.7, 1.0)",0.036
"(0.8, 0.0)",-0.028
"(0.8, 0.1)",0.002
"(0.8, 0.2)",-0.042
"(0.8, 0.3)",-0.124
"(0.8, 0.4)",-0.134
"(0.8, 0.5)",-0.108
"(0.8, 0.6)",-0.064
"(0.8, 0.7)",-0.052
"(0.8, 0.8)",-0.104
"(0.8, 0.9)",-0.054
"(0.8, 1.0)",-0.008
"(0.9, 0.0)",0.034
"(0.9, 0.1)",-0.052
"(0.9, 0.2)",-0.05
"(0.9, 0.3)",0.04
"(0.9, 0.4)",-0.096
"(0.9, 0.5)",-0.06
"(0.9, 0.6)",0.02
"(0.9, 0.7)",-0.06
"(0.9, 0.8)",0.052
"(0.9, 0.9)",0.048
"(0.9, 1.0)",0.046
"(1.0, 0.0)",0.012
"(1.0, 0.1)",-0.048
"(1.0, 0.2)",-0.018
"(1.0, 0.3)",-0.006
"(1.0, 0.4)",0.032
"(1.0, 0.5)",-0.054
"(1.0, 0.6)",-0.01
"(1.0, 0.7)",-0.116
"(1.0, 0.8)",0.016
"(1.0, 0.9)",0.026
"(1.0, 1.0)",-0.02
